Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
L-arginine degradation I (arginase pathway)	1.0	1.0	1.67	Bacillus muralis	Bacillus muralis G25-68	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.ARGASEDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.ARGASEDEG-PWY.	ARGASEDEG-PWY
inosine 5'-phosphate degradation	1.0	0.75	1.25	Bacillus muralis	Bacillus muralis G25-68	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
L-proline biosynthesis III	1.0	0.8	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.PWY-3341.	PWY-3341
lipoprotein posttranslational modification	1.0	0.5	0.5	Bacillus muralis	Bacillus muralis G25-68	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-glutamine degradation I	1.0	1.0	13.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
formate assimilation into 5,10-methylenetetrahydrofolate	1.0	0.67	0.67	Bacillus muralis	Bacillus muralis G25-68	Degradation.C1-COMPOUNDS.PWY-1722.	PWY-1722
NADH to cytochrome bo oxidase electron transfer II	1.0	0.5	1.0	Bacillus muralis	Bacillus muralis G25-68	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1567./Energy-Metabolism.Electron-Transfer.PWY0-1567.	PWY0-1567
fatty acid elongation -- saturated	1.0	0.6	2.2	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.FASYN-ELONG-PWY.	FASYN-ELONG-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.6	0.6	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
glyoxylate cycle	1.0	0.83	1.33	Bacillus muralis	Bacillus muralis G25-68	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.75	4.75	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
N-acetylglucosamine degradation I	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.71	2.9	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.25	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
thioredoxin pathway	1.0	0.5	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
3-chlorobenzoate degradation III (via gentisate)	1.0	0.5	0.5	Bacillus muralis	Bacillus muralis G25-68	Degradation.CHLORINATED-COMPOUNDS-DEG.Chloroaromatic-Compounds-Degradation.Chlorobenzoate-Degradation.3-Chlorobenzoate-Degradation.PWY-6228./Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Chloroaromatic-Compounds-Degradation.Chlorobenzoate-Degradation.3-Chlorobenzoate-Degradation.PWY-6228.	PWY-6228
5-aminoimidazole ribonucleotide biosynthesis II	1.0	1.0	1.4	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
N10-formyl-tetrahydrofolate biosynthesis	1.0	0.89	1.33	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7966.	PWY-7966
guanine and guanosine salvage II	1.0	0.5	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.95	1.19	Bacillus muralis	Bacillus muralis G25-68	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
phosphopantothenate biosynthesis I	1.0	0.75	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	1.0	0.6	0.6	Bacillus muralis	Bacillus muralis G25-68	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.TRYPTOPHAN-DEG.PWY-5651.	PWY-5651
chitin degradation II (Vibrio)	1.0	0.4	0.4	Bacillus muralis	Bacillus muralis G25-68	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-6902./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-6902.	PWY-6902
superoxide radicals degradation	1.0	1.0	3.5	Bacillus muralis	Bacillus muralis G25-68	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
menaquinol-7 biosynthesis	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	2.5	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
base-degraded thiamine salvage	1.0	0.5	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
pyrimidine deoxyribonucleotides dephosphorylation	1.0	0.33	0.33	Bacillus muralis	Bacillus muralis G25-68	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7206./Metabolic-Clusters.PWY-7206.	PWY-7206
assimilatory sulfate reduction III	1.0	1.0	1.33	Bacillus muralis	Bacillus muralis G25-68	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Assimilatory-Sulfate-Reduction.PWY-6683.	PWY-6683
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
L-tryptophan degradation I (via anthranilate)	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.TRYPTOPHAN-DEG.TRPCAT-PWY.	TRPCAT-PWY
tetrapyrrole biosynthesis II (from glycine)	1.0	1.0	1.25	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Tetrapyrrole-Biosynthesis.PWY-5189.	PWY-5189
pyruvate decarboxylation to acetyl CoA	1.0	0.67	2.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	4.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	1.0	1.33	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	1.0	0.33	0.33	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
UDP-&alpha;-D-glucose biosynthesis I	1.0	0.5	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
chitobiose degradation	1.0	1.0	2.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1309.	PWY0-1309
D-galacturonate degradation I	1.0	0.8	0.8	Bacillus muralis	Bacillus muralis G25-68	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY.	GALACTUROCAT-PWY
lipoate biosynthesis and incorporation I	1.0	0.5	0.5	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
pyrimidine ribonucleosides salvage I	1.0	0.67	1.67	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7193.	PWY-7193
purine deoxyribonucleosides degradation I	1.0	0.75	1.5	Bacillus muralis	Bacillus muralis G25-68	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-7179.	PWY-7179
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7964.	PWY-7964
folate polyglutamylation	1.0	0.8	0.8	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-2161.	PWY-2161
purine ribonucleosides degradation	1.0	0.83	1.5	Bacillus muralis	Bacillus muralis G25-68	Degradation.NUCLEO-DEG.Purine-Degradation.PWY0-1296.	PWY0-1296
heme b biosynthesis II (anaerobic)	1.0	0.5	0.75	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
acetate and ATP formation from acetyl-CoA I	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
uracil degradation I (reductive)	1.0	0.33	0.67	Bacillus muralis	Bacillus muralis G25-68	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.Uracil-Degradation.PWY-3982./Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-3982.	PWY-3982
fructose degradation	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1314.	PWY0-1314
L-methionine degradation II	1.0	0.33	0.33	Bacillus muralis	Bacillus muralis G25-68	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.METHIONINE-DEG.PWY-701.	PWY-701
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.67	1.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
L-isoleucine biosynthesis IV	1.0	0.5	0.67	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ISOLEUCINE-SYN.PWY-5104.	PWY-5104
menaquinol-9 biosynthesis	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5844.	PWY-5844
L-glutamate biosynthesis III	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYNIII-PWY.	GLUTSYNIII-PWY
glucose and glucose-1-phosphate degradation	1.0	0.4	0.4	Bacillus muralis	Bacillus muralis G25-68	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GLUCOSE1PMETAB-PWY.	GLUCOSE1PMETAB-PWY
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	1.0	0.33	0.33	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-5509.	PWY-5509
thiamine diphosphate biosynthesis I (E. coli)	1.0	0.5	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Diphosphate-Biosynthesis.PWY-6894.	PWY-6894
spermidine biosynthesis I	1.0	1.0	1.5	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Polyamine-Biosynthesis.Spermidine-Biosynthesis.BSUBPOLYAMSYN-PWY.	BSUBPOLYAMSYN-PWY
glycolysis III (from glucose)	1.0	0.82	0.82	Bacillus muralis	Bacillus muralis G25-68	Energy-Metabolism.GLYCOLYSIS-VARIANTS.ANAGLYCOLYSIS-PWY.	ANAGLYCOLYSIS-PWY
phosphatidylserine and phosphatidylethanolamine biosynthesis I	1.0	1.0	1.5	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.Phosphatidylserine-Biosynthesis.PWY-5669./Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.PhosphatidylethanolamineBiosynthesis.PWY-5669.	PWY-5669
flavin biosynthesis I (bacteria and plants)	1.0	0.89	0.89	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Flavin-Biosynthesis.RIBOSYN2-PWY.	RIBOSYN2-PWY
chorismate biosynthesis from 3-dehydroquinate	1.0	0.8	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.Chorismate-Biosynthesis.PWY-6163.	PWY-6163
D-fructuronate degradation	1.0	0.75	0.75	Bacillus muralis	Bacillus muralis G25-68	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.PWY-7242./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.PWY-7242.	PWY-7242
2-oxoglutarate decarboxylation to succinyl-CoA	1.0	1.0	2.33	Bacillus muralis	Bacillus muralis G25-68	Energy-Metabolism.Respiration.PWY-5084.	PWY-5084
pyrimidine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	1.78	Bacillus muralis	Bacillus muralis G25-68	Metabolic-Clusters.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184.	PWY-7184
N-acetylneuraminate and N-acetylmannosamine degradation I	1.0	0.33	0.67	Bacillus muralis	Bacillus muralis G25-68	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
lipoate salvage I	1.0	1.0	1.0	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-522.	PWY0-522
methylerythritol phosphate pathway I	1.0	0.67	0.67	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-NONMEVIPP-PWY.	MEP-NONMEVIPP-PWY
5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7969.	PWY-7969
molybdenum cofactor biosynthesis	1.0	0.5	1.13	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Molybdenum-Cofactor-Biosynthesis.PWY-6823.	PWY-6823
folate transformations I	1.0	0.58	0.67	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.Folate-Transformations.PWY-2201.	PWY-2201
guanosine ribonucleotides de novo biosynthesis	1.0	0.75	0.75	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7221.	PWY-7221
anhydromuropeptides recycling I	1.0	0.83	1.0	Bacillus muralis	Bacillus muralis G25-68	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.Anhydromuropeptides-Recycling.PWY0-1261.	PWY0-1261
2,3-dihydroxybenzoate biosynthesis	1.0	1.0	1.33	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5901.	PWY-5901
xanthine and xanthosine salvage	1.0	1.0	1.5	Bacillus muralis	Bacillus muralis G25-68	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.SALVPURINE2-PWY.	SALVPURINE2-PWY
