Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
thiosulfate disproportionation IV (rhodanese)	0.2	1.0	1.0	Agromyces	Agromyces aureus AR33	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Thiosulfate-Disproportionation.PWY-5350.	PWY-5350
L-phenylalanine biosynthesis I	0.2	1.0	1.0	Agromyces	Agromyces aureus AR33	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
NAD phosphorylation and dephosphorylation	0.2	0.67	0.67	Agromyces	Agromyces aureus AR33	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NADPHOS-DEPHOS-PWY.	NADPHOS-DEPHOS-PWY
L-aspartate biosynthesis	0.2	1.0	1.0	Agromyces	Agromyces aureus AR33	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
4-aminobutanoate degradation II	0.2	1.0	2.0	Agromyces	Agromyces aureus AR33	Degradation.AMINE-DEG.4-Aminobutyraye-Degradation.PWY-6537.	PWY-6537
L-proline degradation	0.2	0.67	0.67	Agromyces	Agromyces aureus AR33	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PROLINE-DEG.PROUT-PWY.	PROUT-PWY
proline to cytochrome bo oxidase electron transfer	0.2	1.0	1.0	Agromyces	Agromyces aureus AR33	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1544./Energy-Metabolism.Electron-Transfer.PWY0-1544.	PWY0-1544
geranylgeranyl diphosphate biosynthesis	0.2	1.0	1.0	Agromyces	Agromyces aureus AR33	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.GGPP-Biosynthesis.PWY-5120.	PWY-5120
L-isoleucine degradation I	0.2	0.5	1.33	Agromyces	Agromyces aureus AR33	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ISOLEUCINE-DEG.ILEUDEG-PWY.	ILEUDEG-PWY
menaquinol-9 biosynthesis	0.2	1.0	1.0	Agromyces	Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5844.	PWY-5844
palmitate biosynthesis II (bacteria and plants)	0.2	0.48	0.55	Agromyces	Agromyces sp. FW100M-8	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
(1,4)-&beta;-D-xylan degradation	0.2	0.5	0.5	Agromyces	Agromyces sp. FW100M-8	Glycan-Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717.	PWY-6717
parathion degradation	0.2	0.5	0.5	Agromyces	Agromyces sp. FW100M-8	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PARATHION-DEGRADATION-PWY.	PARATHION-DEGRADATION-PWY
preQ0 biosynthesis	0.2	0.5	0.5	Agromyces	Agromyces sp. FW100M-8	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PWY-6703.	PWY-6703
paraoxon degradation	0.2	1.0	1.0	Agromyces	Agromyces sp. FW100M-8	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PWY-5490.	PWY-5490
menaquinol-6 biosynthesis	0.2	1.0	1.0	Agromyces	Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5849.	PWY-5849
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.2	0.44	0.44	Agromyces	Agromyces sp. FW100M-8	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.Palmitoleate-Biosynthesis.PWY-6282.	PWY-6282
androstenedione degradation	0.2	0.2	0.2	Agromyces	Agromyces sp. FW100M-8	Degradation.Fatty-Acid-and-Lipid-Degradation.Steroids-Degradation.PWY-6944.	PWY-6944
menaquinol-8 biosynthesis	0.2	1.0	1.0	Agromyces	Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.MENAQUINONESYN-PWY.	MENAQUINONESYN-PWY
NAD phosphorylation and transhydrogenation	0.2	1.0	1.0	Agromyces	Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NADPHOS-DEPHOS-PWY-1.	NADPHOS-DEPHOS-PWY-1
trehalose degradation VI (periplasmic)	0.2	0.5	0.5	Agromyces	Agromyces sp. HY052	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.Trehalose-Degradation.PWY0-1466.	PWY0-1466
vancomycin resistance I	0.2	0.67	0.67	Agromyces	Agromyces sp. HY052	Detoxification.Antibiotic-Resistance.Vancomycin-Resistnace.PWY-6454./Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.PWY-6454.	PWY-6454
N-acetylneuraminate and N-acetylmannosamine degradation I	0.2	0.33	0.33	Agromyces	Agromyces sp. HY052	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
trehalose degradation II (cytosolic)	0.2	1.0	1.0	Agromyces	Agromyces sp. HY052	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.Trehalose-Degradation.PWY0-1182.	PWY0-1182
cardiolipin biosynthesis I	0.2	0.67	0.67	Agromyces	Agromyces sp. HY052	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.Cardiolipin-Biosynthesis.PWY-5668.	PWY-5668
melibiose degradation	0.4	1.0	2.0	Agromyces	Agromyces sp. HY052, Agromyces aureus AR33	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1301.	PWY0-1301
&beta;-alanine biosynthesis III	0.4	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. FW100M-8	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-5155.	PWY-5155
nitrate reduction V (assimilatory)	0.4	0.75	1.63	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY-5675.	PWY-5675
nitrate reduction IX (dissimilatory)	0.4	0.5	1.5	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1581./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1581./Energy-Metabolism.Electron-Transfer.PWY0-1581.	PWY0-1581
tetrapyrrole biosynthesis I (from glutamate)	0.4	1.0	1.17	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192	Biosynthesis.Cofactor-Biosynthesis.Tetrapyrrole-Biosynthesis.PWY-5188.	PWY-5188
mannitol degradation I	0.4	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.MANNIDEG-PWY.	MANNIDEG-PWY
nitrate reduction X (dissimilatory, periplasmic)	0.4	0.67	1.33	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1584./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1584./Energy-Metabolism.Electron-Transfer.PWY0-1584.	PWY0-1584
nitrate reduction VIIIb (dissimilatory)	0.4	0.5	1.5	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1573./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1573./Energy-Metabolism.Electron-Transfer.PWY0-1573.	PWY0-1573
nitrate reduction IV (dissimilatory)	0.4	0.5	1.5	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY-5674./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY-5674.	PWY-5674
L-arabinose degradation I	0.6	0.67	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.L-Arabinose-Degradation.ARABCAT-PWY.	ARABCAT-PWY
guanosine nucleotides degradation III	0.6	0.75	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.NUCLEO-DEG.Purine-Degradation.Guanosine-Nucleotides-Degradation.PWY-6608.	PWY-6608
UTP and CTP dephosphorylation I	0.6	0.6	0.6	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.UTP-CTP-Dephosphorylation.PWY-7185.	PWY-7185
NAD salvage pathway III (to nicotinamide riboside)	0.6	0.67	0.67	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces aureus AR33	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.NAD-BIOSYNTHESIS-II.	NAD-BIOSYNTHESIS-II
pseudouridine degradation	0.6	0.5	0.5	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-6019.	PWY-6019
folate polyglutamylation	0.8	0.8	0.8	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-2161.	PWY-2161
glycolysis III (from glucose)	0.8	0.86	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Energy-Metabolism.GLYCOLYSIS-VARIANTS.ANAGLYCOLYSIS-PWY.	ANAGLYCOLYSIS-PWY
D-xylose degradation I	0.8	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.Xylose-Degradation.XYLCAT-PWY.	XYLCAT-PWY
L-tyrosine biosynthesis I	0.6	0.67	0.67	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TYROSINE-SYN.TYRSYN.	TYRSYN
TCA cycle I (prokaryotic)	0.6	0.9	1.4	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Energy-Metabolism.TCA-VARIANTS.TCA.	TCA
pentose phosphate pathway (oxidative branch) I	0.6	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Energy-Metabolism.Pentose-Phosphate-Cycle.OXIDATIVEPENT-PWY.	OXIDATIVEPENT-PWY
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	0.6	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6613.	PWY-6613
inosine-5'-phosphate biosynthesis II	0.6	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
UMP biosynthesis I	0.6	1.0	1.17	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-5686.	PWY-5686
L-citrulline degradation	0.6	0.67	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.CITRULLINE-DEG-PWY.	CITRULLINE-DEG-PWY
coenzyme A biosynthesis I (prokaryotic)	0.6	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.CoA-Biosynthesis.COA-PWY.	COA-PWY
glycerol degradation V	0.6	0.5	0.5	Agromyces	Agromyces sp. HY052, Agromyces sp. LHK192, Agromyces sp. FW100M-8	Degradation.Alcohol-Degradation.GLYCEROL-DEG.GLYCEROLMETAB-PWY.	GLYCEROLMETAB-PWY
L-proline biosynthesis III	0.4	0.8	0.8	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.PWY-3341.	PWY-3341
pyrimidine ribonucleosides salvage I	0.4	0.67	0.83	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7193.	PWY-7193
adenine and adenosine salvage I	0.8	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.P121-PWY.	P121-PWY
L-serine degradation	0.8	0.33	0.33	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
inosine 5'-phosphate degradation	0.8	0.88	1.5	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
adenosine nucleotides degradation II	0.8	1.0	1.4	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.NUCLEO-DEG.Purine-Degradation.Adenosine-Nucleotides-Degradation.SALVADEHYPOX-PWY.	SALVADEHYPOX-PWY
pyridoxal 5'-phosphate salvage I	0.8	0.8	0.8	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PLPSAL-PWY.	PLPSAL-PWY
purine deoxyribonucleosides degradation I	0.8	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-7179.	PWY-7179
purine ribonucleosides degradation	0.8	0.83	0.83	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.NUCLEO-DEG.Purine-Degradation.PWY0-1296.	PWY0-1296
heme b biosynthesis II (anaerobic)	0.8	0.5	0.75	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
acetate and ATP formation from acetyl-CoA I	0.8	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
L-glutamate degradation IX (via 4-aminobutanoate)	0.8	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY0-1305./Detoxification.Acid-Resistance.PWY0-1305.	PWY0-1305
xanthine and xanthosine salvage	0.8	0.5	0.5	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.SALVPURINE2-PWY.	SALVPURINE2-PWY
PRPP biosynthesis	0.8	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
adenine and adenosine salvage III	0.8	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6609.	PWY-6609
allantoin degradation to ureidoglycolate I (urea producing)	0.8	0.5	0.5	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.AMINE-DEG.Allantoin-degradation.PWY-5697.	PWY-5697
allantoin degradation to ureidoglycolate II (ammonia producing)	0.8	0.67	0.67	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33	Degradation.AMINE-DEG.Allantoin-degradation.PWY-5698.	PWY-5698
urea cycle	1.0	0.8	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
NAD de novo biosynthesis I (from aspartate)	1.0	0.67	0.67	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSYN-PWY.	PYRIDNUCSYN-PWY
L-serine biosynthesis I	1.0	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.SERINE-BIOSYNTHESIS.SERSYN-PWY.	SERSYN-PWY
selenate reduction	1.0	0.2	0.4	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.Noncarbon-Nutrients.Selenium-Metabolism.PWY-6932.	PWY-6932
pyruvate decarboxylation to acetyl CoA	1.0	0.67	1.33	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
succinate to cytochrome bo oxidase electron transfer	1.0	1.0	3.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.33	0.67	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
L-threonine degradation I	1.0	0.33	0.33	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
glycerophosphodiester degradation	1.0	0.5	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6952.	PWY-6952
myo-inositol biosynthesis	1.0	0.5	0.5	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.SUGAR-DERIVS.Sugar-Alcohols-Biosynthesis.Cyclitols-Biosynthesis.PWY-2301.	PWY-2301
L-glutamine degradation I	1.0	1.0	10.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
formate assimilation into 5,10-methylenetetrahydrofolate	1.0	0.67	0.67	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.C1-COMPOUNDS.PWY-1722.	PWY-1722
NADH to cytochrome bo oxidase electron transfer II	1.0	0.5	0.5	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1567./Energy-Metabolism.Electron-Transfer.PWY0-1567.	PWY0-1567
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.6	0.6	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
glyoxylate cycle	1.0	0.83	1.33	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
N-acetylglucosamine degradation I	1.0	1.0	1.0	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.13	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
thioredoxin pathway	1.0	0.5	0.5	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
N10-formyl-tetrahydrofolate biosynthesis	1.0	0.89	1.22	Agromyces	Agromyces sp. HY052, Agromyces sp. MF30-A, Agromyces sp. LHK192, Agromyces aureus AR33, Agromyces sp. FW100M-8	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
