Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
L-isoleucine degradation I	0.5	0.33	0.33	Bacillus flexus	Bacillus flexus KLBMP 4941	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ISOLEUCINE-DEG.ILEUDEG-PWY.	ILEUDEG-PWY
creatinine degradation I	0.5	0.25	0.25	Bacillus flexus	Bacillus flexus KLBMP 4941	Degradation.AMINE-DEG.Creatinine-Degradation.CRNFORCAT-PWY.	CRNFORCAT-PWY
hydroxymethylpyrimidine salvage	1.0	1.0	1.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6910.	PWY-6910
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	1.0	1.0	1.25	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.HMP-PP-Biosynthesis.PWY-6890.	PWY-6890
sulfate activation for sulfonation	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-5340./Activation-Inactivation-Interconversion.Activation.PWY-5340.	PWY-5340
urea cycle	1.0	0.9	1.7	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
NAD de novo biosynthesis I (from aspartate)	1.0	0.58	0.75	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSYN-PWY.	PYRIDNUCSYN-PWY
L-serine biosynthesis I	1.0	0.67	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.SERINE-BIOSYNTHESIS.SERSYN-PWY.	SERSYN-PWY
selenate reduction	1.0	0.2	0.2	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Noncarbon-Nutrients.Selenium-Metabolism.PWY-6932.	PWY-6932
urea degradation II	1.0	1.0	3.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.AMINE-DEG.Urea-Degradation.PWY-5704.	PWY-5704
pyruvate decarboxylation to acetyl CoA	1.0	0.67	0.83	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
succinate to cytochrome bo oxidase electron transfer	1.0	1.0	3.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.67	0.67	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7968.	PWY-7968
heptaprenyl diphosphate biosynthesis	1.0	1.0	2.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5807.	PWY-5807
menaquinol-9 biosynthesis	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5844.	PWY-5844
adenine and adenosine salvage I	1.0	1.0	1.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.P121-PWY.	P121-PWY
purine deoxyribonucleosides salvage	1.0	0.67	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Metabolic-Clusters.PWY-7224./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.PWY-7224.	PWY-7224
L-serine degradation	1.0	0.33	0.33	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
autoinducer AI-2 biosynthesis I	1.0	0.4	0.4	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
ribose phosphorylation	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.RIBOKIN-PWY.	RIBOKIN-PWY
pyruvate fermentation to propanoate I	1.0	0.64	0.79	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Propanoate-Fermentation.P108-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-propanoate.Pyruvate-Propanoate-Fermentation.P108-PWY.	P108-PWY
thiazole biosynthesis II (aerobic bacteria)	1.0	0.79	1.36	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6891.	PWY-6891
L-threonine degradation I	1.0	0.33	0.33	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
L-arginine degradation I (arginase pathway)	1.0	1.0	1.33	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.ARGASEDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.ARGASEDEG-PWY.	ARGASEDEG-PWY
inosine 5'-phosphate degradation	1.0	0.63	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
L-proline biosynthesis III	1.0	0.8	1.4	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.PWY-3341.	PWY-3341
lipoprotein posttranslational modification	1.0	0.5	0.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-glutamine degradation I	1.0	1.0	13.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
menaquinol-8 biosynthesis	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.MENAQUINONESYN-PWY.	MENAQUINONESYN-PWY
fatty acid elongation -- saturated	1.0	0.9	1.9	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.FASYN-ELONG-PWY.	FASYN-ELONG-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.6	0.8	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
glyoxylate cycle	1.0	0.92	1.58	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
formaldehyde assimilation II (assimilatory RuMP Cycle)	1.0	1.0	1.56	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.C1-COMPOUNDS.Formaldehyde-Assimilation.PWY-1861.	PWY-1861
N-acetylglucosamine degradation I	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.71	1.34	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.25	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
thioredoxin pathway	1.0	0.5	0.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
N10-formyl-tetrahydrofolate biosynthesis	1.0	0.94	1.06	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
2-methylcitrate cycle I	1.0	0.6	0.6	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.CARBOXYLATES-DEG.Propionate-Degradation.Methyl-Citrate-Cycle.PWY0-42.	PWY0-42
guanine and guanosine salvage II	1.0	0.5	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.9	1.05	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
phosphopantothenate biosynthesis I	1.0	0.75	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.67	0.83	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
superoxide radicals degradation	1.0	1.0	1.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
menaquinol-7 biosynthesis	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.2	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	1.75	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
base-degraded thiamine salvage	1.0	0.5	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
pyrimidine deoxyribonucleotides dephosphorylation	1.0	0.33	0.33	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7206./Metabolic-Clusters.PWY-7206.	PWY-7206
PRPP biosynthesis	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
assimilatory sulfate reduction III	1.0	1.0	1.17	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Assimilatory-Sulfate-Reduction.PWY-6683.	PWY-6683
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
5-aminoimidazole ribonucleotide biosynthesis I	1.0	0.8	1.2	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
TCA cycle I (prokaryotic)	1.0	0.95	1.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Energy-Metabolism.TCA-VARIANTS.TCA.	TCA
queuosine biosynthesis	1.0	0.75	0.75	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Macromolecule-Modification.Nucleic-Acid-Processing.PWY-6700.	PWY-6700
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	3.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	1.0	1.33	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	1.0	0.25	0.54	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
UDP-&alpha;-D-glucose biosynthesis I	1.0	0.5	1.25	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
lipoate biosynthesis and incorporation I	1.0	0.5	0.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
pyrimidine ribonucleosides salvage I	1.0	0.67	1.17	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7193.	PWY-7193
purine deoxyribonucleosides degradation I	1.0	0.75	1.5	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-7179.	PWY-7179
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.67	0.67	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7964.	PWY-7964
purine ribonucleosides degradation	1.0	0.83	1.58	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.NUCLEO-DEG.Purine-Degradation.PWY0-1296.	PWY0-1296
heme b biosynthesis II (anaerobic)	1.0	0.63	0.63	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
acetate and ATP formation from acetyl-CoA I	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
uracil degradation I (reductive)	1.0	0.33	0.33	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.Uracil-Degradation.PWY-3982./Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-3982.	PWY-3982
5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.67	0.67	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7966.	PWY-7966
fructose degradation	1.0	1.0	1.0	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1314.	PWY0-1314
L-methionine degradation II	1.0	0.33	0.33	Bacillus flexus	Bacillus flexus KLBMP 4941, Bacillus flexus	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.METHIONINE-DEG.PWY-701.	PWY-701
