Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
pentose phosphate pathway (oxidative branch) I	0.5	0.67	0.67	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Energy-Metabolism.Pentose-Phosphate-Cycle.OXIDATIVEPENT-PWY.	OXIDATIVEPENT-PWY
cyanate degradation	0.5	0.33	0.33	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.CYANCAT-PWY./Detoxification.CYANCAT-PWY.	CYANCAT-PWY
pyruvate fermentation to (S)-lactate	0.5	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Lactate-Fermentation.PWY-5481./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-Lactate.Pyruvate-Lactate-Fermentation.PWY-5481.	PWY-5481
arsenite oxidation I (respiratory)	0.5	0.5	2.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Detoxification.Arsenate-Detoxification.PWY-4521./Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-4521./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.PWY-4521./Energy-Metabolism.Electron-Transfer.PWY-4521.	PWY-4521
L-homocysteine biosynthesis	0.5	0.5	0.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.PWY-5344.	PWY-5344
nitrate reduction VIIIb (dissimilatory)	0.5	0.5	0.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1573./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1573./Energy-Metabolism.Electron-Transfer.PWY0-1573.	PWY0-1573
cellulose biosynthesis	0.5	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Glycan-Glycan-Biosynthesis.Polysaccharides-Biosynthesis.PWY-1001./Biosynthesis.Cell-Structure-Biosynthesis.PLANT-CELL-STRUCTURE.SECONDARY-CELL-WALL.PWY-1001./Biosynthesis.Cell-Structure-Biosynthesis.PLANT-CELL-STRUCTURE.PRIMARY-CELL-WALL.PWY-1001./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.Polysaccharides-Biosynthesis.PWY-1001./Biosynthesis.Carbohydrates-Biosynthesis.Polysaccharides-Biosynthesis.PWY-1001.	PWY-1001
L-idonate degradation	0.5	0.33	0.33	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.IDNCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.IDNCAT-PWY.	IDNCAT-PWY
heme a biosynthesis	0.5	0.75	0.75	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.PWY-7856.	PWY-7856
D-arabinose degradation I	0.5	0.25	0.25	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.D-Arabinose-Degradation.DARABCATK12-PWY.	DARABCATK12-PWY
TCA cycle I (prokaryotic)	0.5	0.9	1.3	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Energy-Metabolism.TCA-VARIANTS.TCA.	TCA
L-lactaldehyde degradation (anaerobic)	0.5	0.0	0.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Degradation.Aldehyde-Degradation.Lactaldehyde-Degradation.PWY0-1315.	PWY0-1315
fucose degradation	0.5	0.25	0.25	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.FUCCAT-PWY.	FUCCAT-PWY
D-arabinose degradation II	0.5	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.D-Arabinose-Degradation.DARABCAT-PWY.	DARABCAT-PWY
4-aminobutanoate degradation II	0.5	0.5	0.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Degradation.AMINE-DEG.4-Aminobutyraye-Degradation.PWY-6537.	PWY-6537
fatty acid &beta;-oxidation III (unsaturated, odd number)	0.5	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1	Degradation.Fatty-Acid-and-Lipid-Degradation.Fatty-Acid-Degradation.PWY-5137.	PWY-5137
hydroxymethylpyrimidine salvage	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6910.	PWY-6910
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.HMP-PP-Biosynthesis.PWY-6890.	PWY-6890
CDP-diacylglycerol biosynthesis I	1.0	0.75	0.75	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY-5667.	PWY-5667
urea cycle	1.0	1.0	1.4	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
NAD de novo biosynthesis I (from aspartate)	1.0	0.83	0.83	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSYN-PWY.	PYRIDNUCSYN-PWY
selenate reduction	1.0	0.2	0.2	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Noncarbon-Nutrients.Selenium-Metabolism.PWY-6932.	PWY-6932
pyruvate decarboxylation to acetyl CoA	1.0	0.67	1.33	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
succinate to cytochrome bo oxidase electron transfer	1.0	1.0	2.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7968.	PWY-7968
menaquinol-9 biosynthesis	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5844.	PWY-5844
adenine and adenosine salvage I	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.P121-PWY.	P121-PWY
gondoate biosynthesis (anaerobic)	1.0	0.75	2.38	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-7663.	PWY-7663
L-glutamate degradation VI (to pyruvate)	1.0	0.25	0.25	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY-5087.	PWY-5087
thiazole biosynthesis II (aerobic bacteria)	1.0	0.71	1.29	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6891.	PWY-6891
D-mannose degradation	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.MANNCAT-PWY.	MANNCAT-PWY
myo-inositol biosynthesis	1.0	0.5	0.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.SUGAR-DERIVS.Sugar-Alcohols-Biosynthesis.Cyclitols-Biosynthesis.PWY-2301.	PWY-2301
inosine 5'-phosphate degradation	1.0	0.75	1.13	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
L-proline biosynthesis III	1.0	0.8	0.8	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.PWY-3341.	PWY-3341
lipoprotein posttranslational modification	1.0	0.63	0.75	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-glutamine degradation I	1.0	1.0	9.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
menaquinol-8 biosynthesis	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.MENAQUINONESYN-PWY.	MENAQUINONESYN-PWY
NADH to cytochrome bo oxidase electron transfer II	1.0	0.5	1.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1567./Energy-Metabolism.Electron-Transfer.PWY0-1567.	PWY0-1567
L-glutamine biosynthesis I	1.0	1.0	2.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.6	0.8	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
glyoxylate cycle	1.0	0.92	1.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.75	3.88	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
N-acetylglucosamine degradation I	1.0	0.5	0.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.71	2.42	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.38	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
thioredoxin pathway	1.0	0.5	0.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7964.	PWY-7964
4-chloronitrobenzene degradation	1.0	0.22	0.22	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Nitroaromatic-Degradation.Nitrobenzene-Degradation.PWY-5645.	PWY-5645
guanine and guanosine salvage II	1.0	0.5	0.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.93	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
L-arabinose degradation I	1.0	1.0	1.17	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.L-Arabinose-Degradation.ARABCAT-PWY.	ARABCAT-PWY
superoxide radicals degradation	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
NADH repair	1.0	0.25	0.25	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Energy-Metabolism.PWY-6938.	PWY-6938
ethanol degradation II	1.0	0.67	1.33	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Degradation.Alcohol-Degradation.Ethanol-Degradation.PWY66-21.	PWY66-21
menaquinol-7 biosynthesis	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
(1,4)-&beta;-D-xylan degradation	1.0	0.5	0.5	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Glycan-Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717.	PWY-6717
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
S-adenosyl-L-methionine cycle II	1.0	0.75	1.0	Alicyclobacillus	Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1, Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-Salvage.S-adenosyl-L-methionine-cycle.PWY-5041.	PWY-5041
