Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
glutathione-glutaredoxin redox reactions	0.933333333333	0.5	0.5	Aggregatibacter	Aggregatibacter actinomycetemcomitans D7S-1, Aggregatibacter aphrophilus ATCC 33389, Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans HK1651, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans IDH781, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans 624, Aggregatibacter actinomycetemcomitans VT1169, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907, Aggregatibacter aphrophilus NJ8700	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUT-REDOX-PWY.	GLUT-REDOX-PWY
preQ0 biosynthesis	0.933333333333	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans D7S-1, Aggregatibacter aphrophilus ATCC 33389, Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans HK1651, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans IDH781, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans 624, Aggregatibacter actinomycetemcomitans VT1169, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907, Aggregatibacter aphrophilus NJ8700	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PWY-6703.	PWY-6703
myo-inositol degradation I	0.933333333333	0.71	0.71	Aggregatibacter	Aggregatibacter actinomycetemcomitans D7S-1, Aggregatibacter aphrophilus ATCC 33389, Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans HK1651, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans IDH781, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans 624, Aggregatibacter actinomycetemcomitans VT1169, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907, Aggregatibacter aphrophilus NJ8700	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.P562-PWY.	P562-PWY
citrate degradation	0.933333333333	1.0	3.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans D7S-1, Aggregatibacter aphrophilus ATCC 33389, Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans HK1651, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans IDH781, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans 624, Aggregatibacter actinomycetemcomitans VT1169, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907, Aggregatibacter aphrophilus NJ8700	Degradation.CARBOXYLATES-DEG.PWY-6038.	PWY-6038
L-asparagine degradation I	0.933333333333	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans D7S-1, Aggregatibacter aphrophilus ATCC 33389, Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans HK1651, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans IDH781, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans 624, Aggregatibacter actinomycetemcomitans VT1169, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907, Aggregatibacter aphrophilus NJ8700	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARAGINE-DEG.ASPARAGINE-DEG1-PWY.	ASPARAGINE-DEG1-PWY
sulfate activation for sulfonation	0.133333333333	0.5	0.5	Aggregatibacter	Aggregatibacter actinomycetemcomitans D7S-1, Aggregatibacter aphrophilus NJ8700	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-5340./Activation-Inactivation-Interconversion.Activation.PWY-5340.	PWY-5340
arsenite oxidation I (respiratory)	0.0666666666667	0.5	0.5	Aggregatibacter	Aggregatibacter actinomycetemcomitans HK1651	Detoxification.Arsenate-Detoxification.PWY-4521./Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-4521./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.PWY-4521./Energy-Metabolism.Electron-Transfer.PWY-4521.	PWY-4521
L-alanine biosynthesis II	0.0666666666667	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans HK1651	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-SYN2-PWY.	ALANINE-SYN2-PWY
L-malate degradation II	0.0666666666667	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans HK_907	Degradation.CARBOXYLATES-DEG.L-Malate-Degradation.PWY-7686.	PWY-7686
gluconeogenesis I	0.266666666667	0.65	0.69	Aggregatibacter	Aggregatibacter actinomycetemcomitans IDH781, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Gluconeogenesis.GLUCONEO-PWY.	GLUCONEO-PWY
pyruvate decarboxylation to acetyl CoA	0.333333333333	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter actinomycetemcomitans HK_907	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
acetoacetate degradation (to acetyl CoA)	0.333333333333	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter actinomycetemcomitans HK_907	Degradation.Fatty-Acid-and-Lipid-Degradation.ACETOACETATE-DEG-PWY.	ACETOACETATE-DEG-PWY
pyrimidine deoxyribonucleotides de novo biosynthesis II	0.333333333333	1.0	1.14	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter actinomycetemcomitans HK_907	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7187./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7187.	PWY-7187
UMP biosynthesis I	0.333333333333	0.5	0.5	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter actinomycetemcomitans HK_907	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-5686.	PWY-5686
ethanol degradation I	0.333333333333	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter actinomycetemcomitans HK_907	Degradation.Alcohol-Degradation.Ethanol-Degradation.ETOH-ACETYLCOA-ANA-PWY.	ETOH-ACETYLCOA-ANA-PWY
ethanolamine utilization	0.333333333333	0.8	0.8	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter actinomycetemcomitans HK_907	Degradation.AMINE-DEG.PWY0-1477.	PWY0-1477
NAD salvage pathway III (to nicotinamide riboside)	0.4	1.0	1.17	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.NAD-BIOSYNTHESIS-II.	NAD-BIOSYNTHESIS-II
guanosine nucleotides degradation III	0.4	0.5	0.5	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907	Degradation.NUCLEO-DEG.Purine-Degradation.Guanosine-Nucleotides-Degradation.PWY-6608.	PWY-6608
UTP and CTP dephosphorylation I	0.4	0.6	0.6	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.UTP-CTP-Dephosphorylation.PWY-7185.	PWY-7185
biotin biosynthesis from 8-amino-7-oxononanoate I	0.266666666667	1.0	1.33	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.BIOTIN-SYN.PWY0-1507.	PWY0-1507
formate oxidation to CO2	0.4	1.0	3.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter actinomycetemcomitans HK_907	Degradation.C1-COMPOUNDS.PWY-1881./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.PWY-1881.	PWY-1881
coenzyme A biosynthesis I (prokaryotic)	0.466666666667	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907	Biosynthesis.Cofactor-Biosynthesis.CoA-Biosynthesis.COA-PWY.	COA-PWY
glycogen biosynthesis I (from ADP-D-Glucose)	0.533333333333	0.75	0.75	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans VT1169, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907	Glycan-Glycan-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.GLYCOGENSYNTH-PWY./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.GLYCOGENSYNTH-PWY./Biosynthesis.Carbohydrates-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.GLYCOGENSYNTH-PWY.	GLYCOGENSYNTH-PWY
L-citrulline degradation	0.533333333333	0.67	0.67	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans HK1651, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter aphrophilus NCTC11096, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter aphrophilus W10433, Aggregatibacter actinomycetemcomitans HK_907	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.CITRULLINE-DEG-PWY.	CITRULLINE-DEG-PWY
dTDP-L-rhamnose biosynthesis	0.333333333333	1.0	1.0	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans HK1651, Aggregatibacter actinomycetemcomitans ANH9381, Aggregatibacter actinomycetemcomitans IDH781, Aggregatibacter actinomycetemcomitans VT1169	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.DTDPRHAMSYN-PWY.	DTDPRHAMSYN-PWY
L-tyrosine biosynthesis I	0.266666666667	0.83	1.17	Aggregatibacter	Aggregatibacter actinomycetemcomitans NUM4039, Aggregatibacter actinomycetemcomitans HK_973, Aggregatibacter actinomycetemcomitans PN_696, Aggregatibacter actinomycetemcomitans HK_907	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TYROSINE-SYN.TYRSYN.	TYRSYN
