Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
acetone degradation II (to acetoacetate)	0.444444444444	0.5	0.5	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Degradation.Fatty-Acid-and-Lipid-Degradation.Acetone-Degradation.PWY-5533.	PWY-5533
base-degraded thiamine salvage	0.611111111111	0.5	0.5	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus delphinicola NCTC12871, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
thiamine salvage IV (yeast)	0.611111111111	0.57	0.57	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus delphinicola NCTC12871, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-7356.	PWY-7356
thiazole biosynthesis I (facultative anaerobic bacteria)	0.555555555556	0.64	0.64	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6892.	PWY-6892
L-glutamine biosynthesis I	0.388888888889	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus delphinicola NCTC12871, Actinobacillus suis H91-0380	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
N10-formyl-tetrahydrofolate biosynthesis	0.444444444444	0.75	0.75	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus succinogenes 130Z, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus porcitonsillarum 9953L55, Actinobacillus suis H91-0380	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
mannitol degradation I	0.722222222222	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus succinogenes 130Z, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.MANNIDEG-PWY.	MANNIDEG-PWY
adenosine nucleotides degradation II	0.222222222222	0.6	1.2	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996	Degradation.NUCLEO-DEG.Purine-Degradation.Adenosine-Nucleotides-Degradation.SALVADEHYPOX-PWY.	SALVADEHYPOX-PWY
melibiose degradation	0.333333333333	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996, Actinobacillus porcitonsillarum 9953L55, Actinobacillus suis H91-0380	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1301.	PWY0-1301
trehalose degradation I (low osmolarity)	0.333333333333	0.5	0.5	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996, Actinobacillus porcitonsillarum 9953L55, Actinobacillus suis H91-0380	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.Trehalose-Degradation.TREDEGLOW-PWY.	TREDEGLOW-PWY
(5Z)-dodecenoate biosynthesis I	0.833333333333	0.83	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074, Actinobacillus suis H91-0380	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.5Z-Dodec-5-enoate-Biosynthesis.PWY0-862.	PWY0-862
oleate biosynthesis IV (anaerobic)	0.666666666667	0.79	0.79	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.Oleate-Biosynthesis.PWY-7664.	PWY-7664
L-alanine biosynthesis II	0.388888888889	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996, Actinobacillus porcitonsillarum 9953L55, Actinobacillus suis H91-0380	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-SYN2-PWY.	ALANINE-SYN2-PWY
CMP-N-acetylneuraminate biosynthesis II (bacteria)	0.444444444444	1.0	1.17	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996, Actinobacillus delphinicola NCTC12871, Actinobacillus suis H91-0380	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.CMP-N-Acetylneuraminate-Biosynthesis.PWY-6139.	PWY-6139
adenine and adenosine salvage III	0.388888888889	1.0	1.25	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996, Actinobacillus suis H91-0380	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6609.	PWY-6609
menaquinol-8 biosynthesis	0.833333333333	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus delphinicola NCTC12871, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.MENAQUINONESYN-PWY.	MENAQUINONESYN-PWY
ubiquinol-8 biosynthesis (prokaryotic)	0.833333333333	0.75	0.75	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074, Actinobacillus suis H91-0380	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Ubiquinone-Biosynthesis.PWY-6708.	PWY-6708
L-serine degradation	0.944444444444	0.33	0.33	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus delphinicola NCTC12871, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074, Actinobacillus suis H91-0380	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
4-aminobenzoate biosynthesis	0.944444444444	0.5	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus delphinicola NCTC12871, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074, Actinobacillus suis H91-0380	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6543.	PWY-6543
urea degradation II	0.888888888889	1.0	3.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074, Actinobacillus suis H91-0380	Degradation.AMINE-DEG.Urea-Degradation.PWY-5704.	PWY-5704
N-acetylneuraminate and N-acetylmannosamine degradation I	0.888888888889	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074, Actinobacillus suis H91-0380	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
menaquinol-6 biosynthesis	0.722222222222	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus delphinicola NCTC12871, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5849.	PWY-5849
menaquinol-9 biosynthesis	0.722222222222	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus delphinicola NCTC12871, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5844.	PWY-5844
dTDP-N-acetylthomosamine biosynthesis	0.666666666667	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.PWY-7315.	PWY-7315
4-hydroxyphenylacetate degradation	0.666666666667	0.25	0.25	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.3-HYDROXYPHENYLACETATE-DEGRADATION-PWY.	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY
UDP-N-acetyl-&alpha;-D-mannosaminouronate biosynthesis	0.666666666667	1.0	1.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7335.	PWY-7335
partial TCA cycle (obligate autotrophs)	0.5	0.73	0.73	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus suis H91-0380	Energy-Metabolism.TCA-VARIANTS.PWY-5913.	PWY-5913
L-proline degradation	0.777777777778	0.67	0.67	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus suis H91-0380	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PROLINE-DEG.PROUT-PWY.	PROUT-PWY
proline to cytochrome bo oxidase electron transfer	0.611111111111	0.5	0.5	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus pleuropneumoniae serovar 8, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1544./Energy-Metabolism.Electron-Transfer.PWY0-1544.	PWY0-1544
citrate degradation	0.444444444444	1.0	3.0	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus succinogenes 130Z, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996, Actinobacillus porcitonsillarum 9953L55, Actinobacillus delphinicola NCTC12871, Actinobacillus suis H91-0380	Degradation.CARBOXYLATES-DEG.PWY-6038.	PWY-6038
citrate lyase activation	0.444444444444	0.4	0.4	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus succinogenes 130Z, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996, Actinobacillus porcitonsillarum 9953L55, Actinobacillus delphinicola NCTC12871, Actinobacillus suis H91-0380	Biosynthesis.Cofactor-Biosynthesis.P2-PWY.	P2-PWY
pentose phosphate pathway (oxidative branch) I	0.777777777778	0.83	0.83	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus succinogenes 130Z, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus porcitonsillarum 9953L55, Actinobacillus delphinicola NCTC12871, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074, Actinobacillus suis H91-0380	Energy-Metabolism.Pentose-Phosphate-Cycle.OXIDATIVEPENT-PWY.	OXIDATIVEPENT-PWY
gluconeogenesis I	0.555555555556	0.77	0.92	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus succinogenes 130Z, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae KL 16, Actinobacillus suis H91-0380	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Gluconeogenesis.GLUCONEO-PWY.	GLUCONEO-PWY
L-ascorbate degradation II (bacterial, aerobic)	0.777777777778	0.5	0.5	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus succinogenes 130Z, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 5b str. L20, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus pleuropneumoniae serovar 3 str. JL03, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074, Actinobacillus suis H91-0380	Degradation.CARBOXYLATES-DEG.Ascorbate-Degradation.PWY-6961.	PWY-6961
5-aminoimidazole ribonucleotide biosynthesis I	0.722222222222	0.8	0.8	Actinobacillus	Actinobacillus equuli subsp. equuli, Actinobacillus suis ATCC 33415, Actinobacillus succinogenes 130Z, Actinobacillus pleuropneumoniae serovar 1 str. 4074, Actinobacillus pleuropneumoniae serovar 7 str. AP76, Actinobacillus equuli NCTC8529, Actinobacillus lignieresii NCTC10568, Actinobacillus suis NCTC12996, Actinobacillus pleuropneumoniae NCTC11384, Actinobacillus porcitonsillarum 9953L55, Actinobacillus pleuropneumoniae NCTC10976, Actinobacillus pleuropneumoniae KL 16, Actinobacillus pleuropneumoniae S4074	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
