Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
sulfolactate degradation III	0.222222222222	0.67	0.67	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfolactate-Degradation.PWY-6638.	PWY-6638
L-ornithine biosynthesis II	0.222222222222	1.0	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.L-Ornithine-Biosynthesis.ARGININE-SYN4-PWY.	ARGININE-SYN4-PWY
L-rhamnose degradation II	0.222222222222	0.13	0.13	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.L-rhamnose-Degradation.PWY-6713.	PWY-6713
pyruvate fermentation to ethanol III	0.333333333333	0.67	0.67	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus olearius DQS4	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.PWY-6587./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.PWY-6587.	PWY-6587
L-histidine degradation II	0.333333333333	0.2	0.2	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus olearius DQS4	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.HISTIDINE-DEG.PWY-5028.	PWY-5028
muropeptide degradation	0.333333333333	0.25	0.25	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus sp. BH72	Degradation.Polymer-Degradation.PWY0-1546.	PWY0-1546
UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	0.444444444444	1.0	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7346.	PWY-7346
urea degradation I	0.444444444444	0.67	0.83	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.AMINE-DEG.Urea-Degradation.PWY-5703.	PWY-5703
&beta;-alanine degradation II	0.444444444444	0.5	0.5	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. CIB	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.Beta-Alanine-Degradation.PWY-1781.	PWY-1781
&beta;-alanine biosynthesis II	0.444444444444	0.33	0.33	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. CIB	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-3941.	PWY-3941
fatty acid biosynthesis initiation I	0.666666666667	0.83	1.17	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. CIB, Azoarcus sp. SY39, Azoarcus olearius DQS4	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.PWY-4381.	PWY-4381
lipid A-core biosynthesis (E. coli K-12)	0.666666666667	0.27	0.27	Azoarcus	Azoarcus communis TSNA42, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. CIB, Azoarcus sp. SY39, Azoarcus olearius DQS4	Glycan-Glycan-Biosynthesis.LIPA-CORESYN-PWY./Biosynthesis.Lipid-Biosynthesis.LIPA-CORESYN-PWY./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.LIPA-CORESYN-PWY.	LIPA-CORESYN-PWY
protocatechuate degradation I (meta-cleavage pathway)	0.333333333333	0.63	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Protocatechuate-Degradation.P184-PWY.	P184-PWY
cyanate degradation	0.444444444444	0.67	1.5	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus olearius DQS4	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.CYANCAT-PWY./Detoxification.CYANCAT-PWY.	CYANCAT-PWY
NADH to cytochrome bd oxidase electron transfer I	0.555555555556	1.0	3.5	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1334./Energy-Metabolism.Electron-Transfer.PWY0-1334.	PWY0-1334
hydrogen oxidation I (aerobic)	0.555555555556	1.0	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.Hydrogen-Oxidation.P283-PWY.	P283-PWY
lipoate biosynthesis and incorporation II	0.555555555556	1.0	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-1275.	PWY0-1275
lipoate salvage I	0.555555555556	1.0	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-522.	PWY0-522
L-ornithine biosynthesis I	0.555555555556	1.0	1.2	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.L-Ornithine-Biosynthesis.GLUTORN-PWY.	GLUTORN-PWY
adenosine nucleotides degradation II	0.555555555556	1.0	1.4	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.NUCLEO-DEG.Purine-Degradation.Adenosine-Nucleotides-Degradation.SALVADEHYPOX-PWY.	SALVADEHYPOX-PWY
lipoate salvage II	0.555555555556	0.5	0.5	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus olearius DQS4	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY-6984.	PWY-6984
L-glutamine degradation II	0.666666666667	1.0	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. CIB, Azoarcus sp. SY39	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINEFUM-PWY.	GLUTAMINEFUM-PWY
L-glutamate biosynthesis I	0.666666666667	1.0	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. CIB, Azoarcus sp. SY39	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYN-PWY.	GLUTSYN-PWY
protein S-nitrosylation and denitrosylation	0.777777777778	0.2	0.2	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. CIB, Azoarcus sp. SY39, Azoarcus olearius DQS4	Macromolecule-Modification.Protein-Modification.PWY-7798.	PWY-7798
glutathione-peroxide redox reactions	0.666666666667	0.33	0.33	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. SY39, Azoarcus olearius DQS4	Biosynthesis.Cofactor-Biosynthesis.Reductants.PWY-4081.	PWY-4081
adenosine nucleotides degradation III	0.666666666667	1.0	1.0	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus communis TSPY31, Azoarcus sp. BH72, Azoarcus sp. SY39, Azoarcus olearius DQS4	Degradation.NUCLEO-DEG.Purine-Degradation.Adenosine-Nucleotides-Degradation.PWY-6617.	PWY-6617
4-sulfocatechol degradation	0.444444444444	0.25	0.5	Azoarcus	Azoarcus communis TSNA42, Azoarcus sp. DD4, Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Sulfoaromatics-Degradation.PWY-6041.	PWY-6041
L-carnitine degradation I	0.111111111111	0.25	0.25	Azoarcus	Azoarcus olearius DQS4	Degradation.AMINE-DEG.CARN-DEG.CARNMET-PWY.	CARNMET-PWY
L-tyrosine biosynthesis I	0.111111111111	1.0	1.0	Azoarcus	Azoarcus sp. BH72	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TYROSINE-SYN.TYRSYN.	TYRSYN
4-hydroxyphenylacetate degradation	0.111111111111	0.25	0.25	Azoarcus	Azoarcus sp. BH72	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.3-HYDROXYPHENYLACETATE-DEGRADATION-PWY.	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY
glutaryl-CoA degradation	0.111111111111	0.6	2.2	Azoarcus	Azoarcus sp. BH72	Degradation.CARBOXYLATES-DEG.PWY-5177.	PWY-5177
1,2-dichloroethane degradation	0.111111111111	0.75	1.75	Azoarcus	Azoarcus sp. BH72	Degradation.CHLORINATED-COMPOUNDS-DEG.12DICHLORETHDEG-PWY.	12DICHLORETHDEG-PWY
glycerol-3-phosphate to cytochrome bo oxidase electron transfer	0.111111111111	1.0	1.0	Azoarcus	Azoarcus sp. BH72	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1561./Energy-Metabolism.Electron-Transfer.PWY0-1561.	PWY0-1561
L-methionine biosynthesis II (plants)	0.111111111111	0.67	0.67	Azoarcus	Azoarcus sp. BH72	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-De-novo-Biosynthesis.PWY-702.	PWY-702
glycerol-3-phosphate to fumarate electron transfer	0.111111111111	0.5	0.5	Azoarcus	Azoarcus sp. BH72	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1582./Energy-Metabolism.Electron-Transfer.PWY0-1582.	PWY0-1582
L-phenylalanine biosynthesis II	0.111111111111	0.67	0.67	Azoarcus	Azoarcus sp. BH72	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PWY-3462.	PWY-3462
glycerol-3-phosphate to hydrogen peroxide electron transport	0.111111111111	0.5	0.5	Azoarcus	Azoarcus sp. BH72	Energy-Metabolism.Electron-Transfer.PWY0-1591.	PWY0-1591
heptadecane biosynthesis	0.111111111111	0.33	0.33	Azoarcus	Azoarcus sp. BH72	Biosynthesis.Carbohydrates-Biosynthesis.Alkanes-Biosynthesis.PWY-6622.	PWY-6622
phosphonoacetate degradation	0.111111111111	1.0	1.0	Azoarcus	Azoarcus sp. BH72	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.P483-PWY.	P483-PWY
fluoroacetate degradation	0.111111111111	1.0	1.0	Azoarcus	Azoarcus sp. BH72	Detoxification.PWY-6646.	PWY-6646
nitrate reduction I (denitrification)	0.111111111111	0.6	1.2	Azoarcus	Azoarcus sp. BH72	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.DENITRIFICATION-PWY./Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Denitrification.DENITRIFICATION-PWY./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.DENITRIFICATION-PWY.	DENITRIFICATION-PWY
pseudouridine degradation	0.111111111111	0.5	3.5	Azoarcus	Azoarcus sp. BH72	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-6019.	PWY-6019
gentisate degradation I	0.111111111111	0.67	1.0	Azoarcus	Azoarcus sp. BH72	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Gentisate-Degradation.PWY-6223.	PWY-6223
dTDP-N-acetylthomosamine biosynthesis	0.111111111111	0.75	1.0	Azoarcus	Azoarcus sp. BH72	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.PWY-7315.	PWY-7315
phosphate acquisition	0.222222222222	1.0	1.0	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.PWY-6348.	PWY-6348
methanol oxidation to formaldehyde I	0.222222222222	1.0	3.0	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.C1-COMPOUNDS.Methanol-Oxidation.PWY-6966.	PWY-6966
ethanol degradation I	0.222222222222	1.0	2.5	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.Alcohol-Degradation.Ethanol-Degradation.ETOH-ACETYLCOA-ANA-PWY.	ETOH-ACETYLCOA-ANA-PWY
naphthalene degradation (aerobic)	0.222222222222	0.33	0.5	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Naphthalene-Degradation.PWY-5427.	PWY-5427
D-glucosaminate degradation	0.222222222222	0.33	0.67	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.CARBOXYLATES-DEG.PWY-7310.	PWY-7310
fatty acid biosynthesis initiation II	0.222222222222	1.0	3.25	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.PWY-5966.	PWY-5966
L-alanine biosynthesis II	0.222222222222	1.0	1.0	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-SYN2-PWY.	ALANINE-SYN2-PWY
sulfide oxidation II (sulfide dehydrogenase)	0.222222222222	1.0	1.0	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfide-Oxidation.PWY-5274.	PWY-5274
2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0.222222222222	0.75	1.25	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.CARBOXYLATES-DEG.PWY-5654.	PWY-5654
ethanol degradation II	0.222222222222	1.0	2.5	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.Alcohol-Degradation.Ethanol-Degradation.PWY66-21.	PWY66-21
glycogen biosynthesis I (from ADP-D-Glucose)	0.222222222222	1.0	1.25	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Glycan-Glycan-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.GLYCOGENSYNTH-PWY./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.GLYCOGENSYNTH-PWY./Biosynthesis.Carbohydrates-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.GLYCOGENSYNTH-PWY.	GLYCOGENSYNTH-PWY
methylamine degradation I	0.222222222222	1.0	2.0	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Degradation.AMINE-DEG.Methylamine-Degradation.PWY-6967.	PWY-6967
trehalose biosynthesis IV	0.222222222222	1.0	1.0	Azoarcus	Azoarcus sp. BH72, Azoarcus olearius DQS4	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.PWY-2622./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.PWY-2622.	PWY-2622
UMP biosynthesis II	0.222222222222	1.0	1.33	Azoarcus	Azoarcus sp. BH72, Azoarcus sp. CIB	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-7790.	PWY-7790
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	0.222222222222	0.75	0.75	Azoarcus	Azoarcus sp. BH72, Azoarcus sp. CIB	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PWY-5653.	PWY-5653
methylsalicylate degradation	0.333333333333	1.0	1.0	Azoarcus	Azoarcus sp. BH72, Azoarcus sp. CIB, Azoarcus olearius DQS4	Degradation.SECONDARY-METABOLITE-DEGRADATION.PHENYLPROPANOID-DERIVATIVE-DEG.PWY18C3-24./Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Phenolic-Compounds-Degradation.PHENYLPROPANOID-DERIVATIVE-DEG.PWY18C3-24./Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PWY-6184./Metabolic-Clusters.PWY18C3-24.	PWY18C3-24
chlorosalicylate degradation	0.333333333333	0.29	0.29	Azoarcus	Azoarcus sp. BH72, Azoarcus sp. CIB, Azoarcus olearius DQS4	Degradation.CHLORINATED-COMPOUNDS-DEG.Chloroaromatic-Compounds-Degradation.PWY-6107./Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Chloroaromatic-Compounds-Degradation.PWY-6107.	PWY-6107
salicylate degradation I	0.333333333333	1.0	1.0	Azoarcus	Azoarcus sp. BH72, Azoarcus sp. CIB, Azoarcus olearius DQS4	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Salicylate-Degradation.PWY-6183.	PWY-6183
GDP-L-fucose biosynthesis I (from GDP-D-mannose)	0.333333333333	1.0	1.67	Azoarcus	Azoarcus sp. BH72, Azoarcus sp. SY39, Azoarcus olearius DQS4	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-66.	PWY-66
GDP-D-rhamnose biosynthesis	0.111111111111	1.0	1.0	Azoarcus	Azoarcus sp. CIB	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.GDPRHAMSYN-PWY.	GDPRHAMSYN-PWY
TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	0.111111111111	0.92	1.83	Azoarcus	Azoarcus sp. CIB	Energy-Metabolism.TCA-VARIANTS.PWY-6969.	PWY-6969
heparin degradation	0.111111111111	0.2	0.2	Azoarcus	Azoarcus sp. CIB	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycosaminoglycan-Degradation.PWY-7644./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycosaminoglycan-Degradation.PWY-7644.	PWY-7644
benzene degradation	0.111111111111	0.5	0.5	Azoarcus	Azoarcus sp. CIB	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PWY-5450.	PWY-5450
fatty acid &beta;-oxidation III (unsaturated, odd number)	0.111111111111	1.0	1.0	Azoarcus	Azoarcus sp. CIB	Degradation.Fatty-Acid-and-Lipid-Degradation.Fatty-Acid-Degradation.PWY-5137.	PWY-5137
S-methyl-5'-thioadenosine degradation II	0.111111111111	1.0	1.0	Azoarcus	Azoarcus sp. CIB	Degradation.NUCLEO-DEG.Methylthioadenosine-Degradation.PWY-6756.	PWY-6756
5-hexynoate biosynthesis	0.111111111111	0.33	0.33	Azoarcus	Azoarcus sp. DD4	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.Acetlylenic-Fatty-Acid-Biosynthesis.PWY-7641.	PWY-7641
glycolate and glyoxylate degradation II	0.111111111111	1.0	1.5	Azoarcus	Azoarcus sp. DD4	Degradation.CARBOXYLATES-DEG.Glycolate-Degradation.GLYOXDEG-PWY.	GLYOXDEG-PWY
glycerol degradation II	0.111111111111	0.5	0.5	Azoarcus	Azoarcus sp. DD4	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6131.	PWY-6131
2-oxoisovalerate decarboxylation to isobutanoyl-CoA	0.111111111111	1.0	1.33	Azoarcus	Azoarcus sp. DD4	Energy-Metabolism.Respiration.PWY-5046.	PWY-5046
pyrroloquinoline quinone biosynthesis	0.111111111111	0.14	0.14	Azoarcus	Azoarcus sp. DD4	Biosynthesis.Cofactor-Biosynthesis.PWY-6420.	PWY-6420
glycerol degradation V	0.111111111111	0.5	0.5	Azoarcus	Azoarcus sp. DD4	Degradation.Alcohol-Degradation.GLYCEROL-DEG.GLYCEROLMETAB-PWY.	GLYCEROLMETAB-PWY
D-galactose degradation I (Leloir pathway)	0.111111111111	0.6	0.6	Azoarcus	Azoarcus sp. DD4	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY-6317.	PWY-6317
L-threonine degradation IV	0.111111111111	1.0	2.0	Azoarcus	Azoarcus sp. DD4	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5436.	PWY-5436
NADH to cytochrome bo oxidase electron transfer I	0.333333333333	1.0	4.5	Azoarcus	Azoarcus sp. DD4, Azoarcus sp. BH72, Azoarcus olearius DQS4	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1335./Energy-Metabolism.Electron-Transfer.PWY0-1335.	PWY0-1335
adenine and adenosine salvage III	0.444444444444	1.0	1.0	Azoarcus	Azoarcus sp. DD4, Azoarcus sp. BH72, Azoarcus sp. SY39, Azoarcus olearius DQS4	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6609.	PWY-6609
