Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
biotin biosynthesis from 8-amino-7-oxononanoate I	0.875	1.0	1.0	Anaplasma	Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.BIOTIN-SYN.PWY0-1507.	PWY0-1507
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	0.625	1.0	1.0	Anaplasma	Anaplasma marginale str. Florida, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6613.	PWY-6613
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	0.125	0.75	0.75	Anaplasma	Anaplasma marginale str. St. Maries	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PWY-5653.	PWY-5653
glutathione-peroxide redox reactions	0.125	0.33	0.33	Anaplasma	Anaplasma marginale str. St. Maries	Biosynthesis.Cofactor-Biosynthesis.Reductants.PWY-4081.	PWY-4081
inosine-5'-phosphate biosynthesis II	0.625	1.0	1.2	Anaplasma	Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
NADH repair	0.125	0.25	0.25	Anaplasma	Anaplasma ovis str. Haibei	Energy-Metabolism.PWY-6938.	PWY-6938
UMP biosynthesis I	0.125	1.0	1.17	Anaplasma	Anaplasma ovis str. Haibei	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-5686.	PWY-5686
gondoate biosynthesis (anaerobic)	0.25	0.88	1.0	Anaplasma	Anaplasma ovis str. Haibei, Anaplasma centrale str. Israel	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-7663.	PWY-7663
TCA cycle II (plants and fungi)	0.375	1.0	1.67	Anaplasma	Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2	Energy-Metabolism.TCA-VARIANTS.PWY-5690.	PWY-5690
UMP biosynthesis II	0.375	1.0	1.17	Anaplasma	Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-7790.	PWY-7790
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.5	0.5	0.5	Anaplasma	Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
prenylated FMNH2 biosynthesis	0.25	0.33	0.33	Anaplasma	Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ2	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Flavin-Biosynthesis.PWY0-1597.	PWY0-1597
fatty acid biosynthesis initiation I	0.75	0.5	0.5	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.PWY-4381.	PWY-4381
glycolysis I (from glucose 6-phosphate)	0.875	0.58	0.58	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Energy-Metabolism.GLYCOLYSIS-VARIANTS.GLYCOLYSIS.	GLYCOLYSIS
gluconeogenesis I	0.875	0.62	0.62	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Gluconeogenesis.GLUCONEO-PWY.	GLUCONEO-PWY
vitamin B6 degradation	0.875	0.11	0.11	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Degradation.COFACTOR-DEGRADATION.PWY-5499.	PWY-5499
glutaminyl-tRNAgln biosynthesis via transamidation	0.875	0.75	1.75	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
heme a biosynthesis	0.875	0.75	0.75	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.PWY-7856.	PWY-7856
hydroxymethylpyrimidine salvage	1.0	1.0	1.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6910.	PWY-6910
CDP-diacylglycerol biosynthesis I	1.0	1.0	1.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY-5667.	PWY-5667
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	1.0	1.0	1.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.HMP-PP-Biosynthesis.PWY-6890.	PWY-6890
CDP-diacylglycerol biosynthesis II	1.0	1.0	1.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY0-1319.	PWY0-1319
glutathione biosynthesis	1.0	1.0	1.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUTATHIONESYN-PWY.	GLUTATHIONESYN-PWY
urea cycle	1.0	0.2	0.4	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
NAD de novo biosynthesis I (from aspartate)	1.0	0.5	0.5	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSYN-PWY.	PYRIDNUCSYN-PWY
tetrahydrofolate biosynthesis	1.0	0.67	0.67	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6614.	PWY-6614
glutathione-glutaredoxin redox reactions	1.0	0.5	0.75	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUT-REDOX-PWY.	GLUT-REDOX-PWY
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	1.0	0.5	0.5	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1587.	PWY0-1587
tRNA processing	1.0	0.35	0.55	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1479.	PWY0-1479
pyrimidine deoxyribonucleotide phosphorylation	1.0	1.0	1.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Metabolic-Clusters.PWY-7197./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7197.	PWY-7197
lipoprotein posttranslational modification	1.0	0.5	0.5	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-glutamine degradation I	1.0	1.0	5.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
formate assimilation into 5,10-methylenetetrahydrofolate	1.0	0.67	0.67	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Degradation.C1-COMPOUNDS.PWY-1722.	PWY-1722
fatty acid elongation -- saturated	1.0	0.6	0.6	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.FASYN-ELONG-PWY.	FASYN-ELONG-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.65	0.65	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
thioredoxin pathway	1.0	0.5	0.5	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
S-adenosyl-L-methionine biosynthesis	1.0	1.0	1.5	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.SAM-PWY.	SAM-PWY
CMP phosphorylation	1.0	1.0	1.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7205.	PWY-7205
2-oxoglutarate decarboxylation to succinyl-CoA	1.0	1.0	2.17	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Energy-Metabolism.Respiration.PWY-5084.	PWY-5084
tRNA charging	1.0	0.86	0.98	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
superoxide radicals degradation	1.0	0.5	0.5	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
lipoate biosynthesis and incorporation III (Bacillus)	1.0	0.33	0.33	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY-6987.	PWY-6987
adenosine deoxyribonucleotides de novo biosynthesis	1.0	1.0	1.5	Anaplasma	Anaplasma phagocytophilum str. Norway variant2, Anaplasma marginale str. Florida, Anaplasma ovis str. Haibei, Anaplasma marginale str. St. Maries, Anaplasma phagocytophilum str. JM, Anaplasma phagocytophilum str. HZ, Anaplasma phagocytophilum str. HZ2, Anaplasma centrale str. Israel	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227.	PWY-7227
