Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
geranyl diphosphate biosynthesis	0.222222222222	1.0	1.0	Aerococcus	Aerococcus christensenii CCUG28831, Aerococcus viridans ATCC 11563	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5122.	PWY-5122
L-serine degradation	0.111111111111	0.33	0.33	Aerococcus	Aerococcus sanguinicola CCUG43001	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
UMP biosynthesis III	0.111111111111	1.0	1.17	Aerococcus	Aerococcus sanguinicola CCUG43001	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-7791.	PWY-7791
L-asparagine biosynthesis I	0.111111111111	1.0	1.0	Aerococcus	Aerococcus sanguinicola CCUG43001	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINE-BIOSYNTHESIS.	ASPARAGINE-BIOSYNTHESIS
4-aminobutanoate degradation III	0.111111111111	0.5	0.5	Aerococcus	Aerococcus sanguinicola CCUG43001	Degradation.AMINE-DEG.4-Aminobutyraye-Degradation.PWY-6536.	PWY-6536
L-asparagine biosynthesis II	0.111111111111	1.0	1.0	Aerococcus	Aerococcus sanguinicola CCUG43001	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINESYN-PWY.	ASPARAGINESYN-PWY
UMP biosynthesis I	0.222222222222	0.92	1.17	Aerococcus	Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-5686.	PWY-5686
fatty acid &beta;-oxidation I	0.222222222222	0.36	0.36	Aerococcus	Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Degradation.Fatty-Acid-and-Lipid-Degradation.Fatty-Acid-Degradation.FAO-PWY.	FAO-PWY
D-glucosaminate degradation	0.111111111111	0.67	4.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Degradation.CARBOXYLATES-DEG.PWY-7310.	PWY-7310
adenosylcobinamide-GDP biosynthesis from cobyrinate a,c-diamide	0.111111111111	0.83	1.17	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.PWY-7962.	PWY-7962
peptidoglycan maturation (meso-diaminopimelate containing)	0.111111111111	0.25	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
sulfoquinovosyl diacylglycerol biosynthesis	0.111111111111	0.5	0.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Biosynthesis.Lipid-Biosynthesis.PWYQT-4427.	PWYQT-4427
L-glutamate biosynthesis II	0.111111111111	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTAMATE-SYN2-PWY.	GLUTAMATE-SYN2-PWY
inosine-5'-phosphate biosynthesis II	0.111111111111	1.0	1.2	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
L-glutamate degradation X	0.111111111111	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY-5766.	PWY-5766
adenine and adenosine salvage II	0.111111111111	0.5	0.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6605.	PWY-6605
ethanolamine utilization	0.111111111111	0.8	0.8	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Degradation.AMINE-DEG.PWY0-1477.	PWY0-1477
adenosylcobalamin salvage from cobalamin	0.111111111111	0.6	1.2	Aerococcus	Aerococcus urinae ACS-120-V-Col10a	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.PWY-6268.	PWY-6268
2,3-dihydroxybenzoate biosynthesis	0.333333333333	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5901.	PWY-5901
8-oxo-(d)GTP detoxification I	0.555555555556	0.25	0.25	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881, Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Detoxification.8-Oxo-GTP-Detoxification.PWY-6502./Metabolic-Clusters.PWY-6502.	PWY-6502
L-ornithine degradation I (L-proline biosynthesis)	0.444444444444	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881, Aerococcus viridans ATCC 11563	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.ORN-AMINOPENTANOATE-CAT-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.ORN-AMINOPENTANOATE-CAT-PWY.	ORN-AMINOPENTANOATE-CAT-PWY
2-oxoisovalerate decarboxylation to isobutanoyl-CoA	0.444444444444	1.0	1.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881, Aerococcus viridans ATCC 11563	Energy-Metabolism.Respiration.PWY-5046.	PWY-5046
inosine-5'-phosphate biosynthesis I	0.666666666667	1.0	1.17	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
pyridoxal 5'-phosphate salvage I	0.666666666667	0.6	0.6	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PLPSAL-PWY.	PLPSAL-PWY
L-phenylalanine biosynthesis I	0.666666666667	0.5	0.67	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
CDP-diacylglycerol biosynthesis III	0.666666666667	0.8	0.8	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY-5981.	PWY-5981
L-aspartate degradation I	0.555555555556	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans ATCC 11563	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARTATE-DEG.ASPARTATE-DEG1-PWY.	ASPARTATE-DEG1-PWY
L-aspartate biosynthesis	0.555555555556	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans ATCC 11563	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
trans, trans-farnesyl diphosphate biosynthesis	0.333333333333	0.67	0.67	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus christensenii CCUG28831, Aerococcus viridans ATCC 11563	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7968.	PWY-7968
gondoate biosynthesis (anaerobic)	0.222222222222	0.75	1.13	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-7663.	PWY-7663
5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7966.	PWY-7966
adenosylcobinamide-GDP salvage from cobinamide I	0.222222222222	0.8	1.2	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.B12-Salvage-From-Cobinamide.PWY-7971.	PWY-7971
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7964.	PWY-7964
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	0.222222222222	0.5	0.83	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-5509.	PWY-5509
N-acetylneuraminate and N-acetylmannosamine degradation I	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	0.222222222222	0.5	0.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Cobyrinate-diamide-Biosynthesis.PWY-7377.	PWY-7377
L-lactaldehyde degradation (anaerobic)	0.222222222222	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Degradation.Aldehyde-Degradation.Lactaldehyde-Degradation.PWY0-1315.	PWY0-1315
2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7965.	PWY-7965
5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7967.	PWY-7967
benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7970.	PWY-7970
5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	0.222222222222	0.33	0.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7969.	PWY-7969
siroheme biosynthesis	0.222222222222	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.PWY-5194.	PWY-5194
L-glutamine biosynthesis I	0.444444444444	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881, Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
L-citrulline degradation	0.333333333333	0.67	1.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinae CCUG36881, Aerococcus viridans ATCC 11563	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.CITRULLINE-DEG-PWY.	CITRULLINE-DEG-PWY
UDP-&alpha;-D-glucose biosynthesis I	0.222222222222	1.0	1.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
glutaryl-CoA degradation	0.444444444444	0.6	0.7	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311	Degradation.CARBOXYLATES-DEG.PWY-5177.	PWY-5177
5-aminoimidazole ribonucleotide biosynthesis II	0.777777777778	0.8	1.2	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
urea cycle	0.777777777778	0.6	0.8	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
5-aminoimidazole ribonucleotide biosynthesis I	0.888888888889	0.8	1.2	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001, Aerococcus viridans ATCC 11563	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.777777777778	1.0	1.13	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus viridans ATCC 11563	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
lipoprotein posttranslational modification	0.888888888889	0.5	0.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-glutamine degradation I	0.888888888889	1.0	6.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
acyl carrier protein activation	0.888888888889	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
UDP-&alpha;-D-galactose biosynthesis	0.888888888889	1.0	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	0.888888888889	0.67	1.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
pyrimidine deoxyribonucleotides de novo biosynthesis I	0.888888888889	0.56	0.72	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Metabolic-Clusters.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184.	PWY-7184
pyrimidine deoxyribonucleotide phosphorylation	0.888888888889	0.5	0.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Metabolic-Clusters.PWY-7197./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7197.	PWY-7197
CMP phosphorylation	0.888888888889	0.5	0.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7205.	PWY-7205
adenosine ribonucleotides de novo biosynthesis	0.888888888889	1.0	1.33	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7219.	PWY-7219
lipoate salvage II	0.888888888889	0.5	1.5	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY-6984.	PWY-6984
pyrimidine nucleobases salvage I	0.888888888889	1.0	2.0	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7183.	PWY-7183
[2Fe-2S] iron-sulfur cluster biosynthesis	0.888888888889	0.2	0.4	Aerococcus	Aerococcus urinae ACS-120-V-Col10a, Aerococcus urinaeequi CCUG28094, Aerococcus urinaeequi USDA-ARS-USMARC-56713, Aerococcus christensenii CCUG28831, Aerococcus urinaehominis CCUG42038B, Aerococcus urinae CCUG36881, Aerococcus viridans CCUG4311, Aerococcus sanguinicola CCUG43001	Biosynthesis.Cofactor-Biosynthesis.PWY-7250.	PWY-7250
