Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
long-chain fatty acid activation	1.0	1.0	3.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Activation-Inactivation-Interconversion.Activation.PWY-5143./Biosynthesis.Lipid-Biosynthesis.PWY-5143.	PWY-5143
glycolysis I (from glucose 6-phosphate)	1.0	0.67	0.67	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Energy-Metabolism.GLYCOLYSIS-VARIANTS.GLYCOLYSIS.	GLYCOLYSIS
GDP-mannose biosynthesis	1.0	0.75	0.75	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-5659.	PWY-5659
queuosine biosynthesis	1.0	0.75	0.75	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Macromolecule-Modification.Nucleic-Acid-Processing.PWY-6700.	PWY-6700
UDP-&alpha;-D-glucose biosynthesis I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
acetate and ATP formation from acetyl-CoA I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
L-valine biosynthesis	1.0	0.75	1.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.VALINE-BIOSYNTHESIS.VALSYN-PWY.	VALSYN-PWY
adenine and adenosine salvage I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.P121-PWY.	P121-PWY
Kdo transfer to lipid IVA I	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cell-Structure-Biosynthesis.Lipopolysaccharide-Biosynthesis.KDO-Lipid-IV-Transfer.KDOSYN-PWY.	KDOSYN-PWY
gondoate biosynthesis (anaerobic)	1.0	0.75	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-7663.	PWY-7663
pyrimidine ribonucleosides degradation	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.PWY0-1295.	PWY0-1295
autoinducer AI-2 biosynthesis I	1.0	0.4	0.4	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
2-carboxy-1,4-naphthoquinol biosynthesis	1.0	0.86	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.DHNA-Biosynthesis.PWY-5837.	PWY-5837
L-aspartate degradation I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARTATE-DEG.ASPARTATE-DEG1-PWY.	ASPARTATE-DEG1-PWY
guanine and guanosine salvage	1.0	1.0	1.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6620.	PWY-6620
pentose phosphate pathway (non-oxidative branch)	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Energy-Metabolism.Pentose-Phosphate-Cycle.NONOXIPENT-PWY.	NONOXIPENT-PWY
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1587.	PWY0-1587
thiamine salvage IV (yeast)	1.0	0.57	0.57	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-7356.	PWY-7356
L-threonine degradation I	1.0	0.33	0.33	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
S-adenosyl-L-methionine biosynthesis	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.SAM-PWY.	SAM-PWY
D-mannose degradation	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.MANNCAT-PWY.	MANNCAT-PWY
myo-inositol biosynthesis	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.SUGAR-DERIVS.Sugar-Alcohols-Biosynthesis.Cyclitols-Biosynthesis.PWY-2301.	PWY-2301
L-alanine biosynthesis I	1.0	0.67	0.67	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-VALINESYN-PWY.	ALANINE-VALINESYN-PWY
tRNA processing	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1479.	PWY0-1479
thiosulfate disproportionation IV (rhodanese)	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Thiosulfate-Disproportionation.PWY-5350.	PWY-5350
inosine 5'-phosphate degradation	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
L-alanine biosynthesis III	1.0	1.0	2.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.PWY0-1021.	PWY0-1021
glutathione biosynthesis	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUTATHIONESYN-PWY.	GLUTATHIONESYN-PWY
lipoprotein posttranslational modification	1.0	0.75	0.75	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
octaprenyl diphosphate biosynthesis	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5783.	PWY-5783
trans, trans-farnesyl diphosphate biosynthesis	1.0	0.67	0.67	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
oleate biosynthesis IV (anaerobic)	1.0	0.79	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.Oleate-Biosynthesis.PWY-7664.	PWY-7664
L-selenocysteine biosynthesis I (bacteria)	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.Selenocysteine-Biosynthesis.PWY0-901.	PWY0-901
glycerophosphodiester degradation	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6952.	PWY-6952
L-glutamine biosynthesis I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.8	0.8	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
L-threonine biosynthesis	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.THREONINE-BIOSYNTHESIS.HOMOSER-THRESYN-PWY.	HOMOSER-THRESYN-PWY
N-acetylglucosamine degradation I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.71	1.1	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
geranyl diphosphate biosynthesis	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5122.	PWY-5122
thioredoxin pathway	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	1.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
D-galactose degradation I (Leloir pathway)	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY-6317.	PWY-6317
phosphate acquisition	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.PWY-6348.	PWY-6348
5-aminoimidazole ribonucleotide biosynthesis II	1.0	0.8	0.8	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
N10-formyl-tetrahydrofolate biosynthesis	1.0	0.67	0.67	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
CMP phosphorylation	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7205.	PWY-7205
hydrogen to fumarate electron transfer	1.0	1.0	3.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1576./Energy-Metabolism.Electron-Transfer.PWY0-1576.	PWY0-1576
stearate biosynthesis II (bacteria and plants)	1.0	0.67	1.17	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Stearate-Biosynthesis.PWY-5989.	PWY-5989
ppGpp biosynthesis	1.0	0.83	1.17	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Metabolic-Regulators.PPGPPMET-PWY.	PPGPPMET-PWY
L-isoleucine biosynthesis I (from threonine)	1.0	0.57	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ISOLEUCINE-SYN.ILEUSYN-PWY.	ILEUSYN-PWY
4-aminobenzoate biosynthesis	1.0	0.5	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6543.	PWY-6543
guanine and guanosine salvage II	1.0	0.5	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.95	1.05	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
lipid IVA biosynthesis	1.0	0.83	0.83	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Lipid-Biosynthesis.NAGLIPASYN-PWY./Biosynthesis.Cell-Structure-Biosynthesis.Lipopolysaccharide-Biosynthesis.NAGLIPASYN-PWY.	NAGLIPASYN-PWY
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.33	0.33	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
L-phenylalanine biosynthesis I	1.0	0.67	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
superoxide radicals degradation	1.0	1.0	1.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
glycogen degradation II	1.0	0.67	0.83	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Glycan-Glycan-Degradation.PWY-5941./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-5941./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycogen-Degradation.PWY-5941./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-5941./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycogen-Degradation.PWY-5941.	PWY-5941
(Kdo)2-lipid A biosynthesis I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Lipid-Biosynthesis.KDO-LIPASYN-PWY.	KDO-LIPASYN-PWY
adenosine deoxyribonucleotides de novo biosynthesis	1.0	1.0	1.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227.	PWY-7227
Kdo transfer to lipid IVA II	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cell-Structure-Biosynthesis.Lipopolysaccharide-Biosynthesis.KDO-Lipid-IV-Transfer.PWY-7675.	PWY-7675
pyrimidine deoxyribonucleotide phosphorylation	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Metabolic-Clusters.PWY-7197./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7197.	PWY-7197
hydrogen to dimethyl sulfoxide electron transfer	1.0	0.5	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1577./Energy-Metabolism.Electron-Transfer.PWY0-1577.	PWY0-1577
menaquinol-7 biosynthesis	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
glycerol degradation I	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Fatty-Acid-and-Lipid-Degradation.PWY-4261./Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-4261.	PWY-4261
L-homoserine biosynthesis	1.0	1.0	1.33	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.HOMOSERSYN-PWY.	HOMOSERSYN-PWY
NAD phosphorylation and dephosphorylation	1.0	0.67	0.67	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NADPHOS-DEPHOS-PWY.	NADPHOS-DEPHOS-PWY
N-acetylneuraminate and N-acetylmannosamine degradation I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
L-aspartate biosynthesis	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
arsenate detoxification II (glutaredoxin)	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Detoxification.Arsenate-Detoxification.PWY-4621.	PWY-4621
guanosine deoxyribonucleotides de novo biosynthesis II	1.0	1.0	1.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7222./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7222.	PWY-7222
base-degraded thiamine salvage	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
pyrimidine deoxyribonucleotides dephosphorylation	1.0	0.33	0.33	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7206./Metabolic-Clusters.PWY-7206.	PWY-7206
PRPP biosynthesis	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
pyrimidine deoxyribonucleosides salvage	1.0	0.8	0.8	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7199.	PWY-7199
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
5-aminoimidazole ribonucleotide biosynthesis I	1.0	0.8	0.8	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
thiamine salvage I	1.0	0.5	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6896.	PWY-6896
pentose phosphate pathway (oxidative branch) I	1.0	0.67	0.67	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Energy-Metabolism.Pentose-Phosphate-Cycle.OXIDATIVEPENT-PWY.	OXIDATIVEPENT-PWY
D-galactose degradation V (Leloir pathway)	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY66-422.	PWY66-422
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
L-proline degradation	1.0	0.67	0.67	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PROLINE-DEG.PROUT-PWY.	PROUT-PWY
UTP and CTP de novo biosynthesis	1.0	0.67	1.0	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	1.0	0.25	0.5	Aggregatibacter segnis	Aggregatibacter segnis ATCC 33393	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
