Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
UDP-&alpha;-D-glucose biosynthesis I	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
succinate to cytochrome bo oxidase electron transfer	1.0	1.0	4.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.67	0.67	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7968.	PWY-7968
D-galactarate degradation II	1.0	0.67	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.PWY-6497./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.PWY-6497.	PWY-6497
D-glucarate degradation I	1.0	0.63	1.38	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Glucarate-Degradation.GLUCARDEG-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Glucarate-Degradation.GLUCARDEG-PWY.	GLUCARDEG-PWY
tetrahydrofolate biosynthesis	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6614.	PWY-6614
gondoate biosynthesis (anaerobic)	1.0	0.88	4.88	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-7663.	PWY-7663
L-serine degradation	1.0	0.33	0.67	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
thiazole biosynthesis II (aerobic bacteria)	1.0	0.71	0.86	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6891.	PWY-6891
3-oxoadipate degradation	1.0	1.0	2.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.CARBOXYLATES-DEG.PWY-2361.	PWY-2361
L-threonine degradation I	1.0	0.33	0.92	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
D-mannose degradation	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.MANNCAT-PWY.	MANNCAT-PWY
myo-inositol biosynthesis	1.0	0.5	0.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.SUGAR-DERIVS.Sugar-Alcohols-Biosynthesis.Cyclitols-Biosynthesis.PWY-2301.	PWY-2301
L-valine degradation I	1.0	0.38	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.VALDEG-PWY.	VALDEG-PWY
phosphonoacetate degradation	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.P483-PWY.	P483-PWY
L-tyrosine biosynthesis I	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TYROSINE-SYN.TYRSYN.	TYRSYN
acrylonitrile degradation I	1.0	0.5	2.25	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Other-Degradation.Acrylonitrile-Degradation.PWY-7308.	PWY-7308
inosine 5'-phosphate degradation	1.0	0.75	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
2-oxoisovalerate decarboxylation to isobutanoyl-CoA	1.0	0.83	1.67	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Energy-Metabolism.Respiration.PWY-5046.	PWY-5046
CDP-diacylglycerol biosynthesis II	1.0	0.75	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY0-1319.	PWY0-1319
L-glutamine degradation I	1.0	1.0	14.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
trans, trans-farnesyl diphosphate biosynthesis	1.0	0.67	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
oleate biosynthesis IV (anaerobic)	1.0	0.89	4.39	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.Oleate-Biosynthesis.PWY-7664.	PWY-7664
2-aminoethylphosphonate degradation II	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.2-Aminoethylphosphonate-Degradation.PWY-6832.	PWY-6832
NADH to cytochrome bo oxidase electron transfer II	1.0	0.5	2.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1567./Energy-Metabolism.Electron-Transfer.PWY0-1567.	PWY0-1567
fatty acid elongation -- saturated	1.0	0.7	3.9	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.FASYN-ELONG-PWY.	FASYN-ELONG-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.8	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
glyoxylate cycle	1.0	0.83	1.67	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
L-threonine biosynthesis	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.THREONINE-BIOSYNTHESIS.HOMOSER-THRESYN-PWY.	HOMOSER-THRESYN-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.82	5.4	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
geranyl diphosphate biosynthesis	1.0	1.0	1.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5122.	PWY-5122
thioredoxin pathway	1.0	0.5	0.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
acetone degradation II (to acetoacetate)	1.0	0.5	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Fatty-Acid-and-Lipid-Degradation.Acetone-Degradation.PWY-5533.	PWY-5533
ethylene glycol degradation	1.0	0.0	0.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Alcohol-Degradation.PWY0-1280.	PWY0-1280
5-aminoimidazole ribonucleotide biosynthesis II	1.0	0.8	0.8	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
N10-formyl-tetrahydrofolate biosynthesis	1.0	1.0	1.22	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
protein S-nitrosylation and denitrosylation	1.0	0.2	0.2	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Macromolecule-Modification.Protein-Modification.PWY-7798.	PWY-7798
dTDP-L-rhamnose biosynthesis	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.DTDPRHAMSYN-PWY.	DTDPRHAMSYN-PWY
adenosine nucleotides degradation II	1.0	0.8	1.2	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.NUCLEO-DEG.Purine-Degradation.Adenosine-Nucleotides-Degradation.SALVADEHYPOX-PWY.	SALVADEHYPOX-PWY
4-chloronitrobenzene degradation	1.0	0.33	0.39	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Nitroaromatic-Degradation.Nitrobenzene-Degradation.PWY-5645.	PWY-5645
tRNA charging	1.0	0.95	1.05	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
phosphopantothenate biosynthesis I	1.0	0.75	0.75	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
lipid IVA biosynthesis	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Lipid-Biosynthesis.NAGLIPASYN-PWY./Biosynthesis.Cell-Structure-Biosynthesis.Lipopolysaccharide-Biosynthesis.NAGLIPASYN-PWY.	NAGLIPASYN-PWY
adenosylcobinamide-GDP salvage from cobinamide I	1.0	0.8	1.2	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.B12-Salvage-From-Cobinamide.PWY-7971.	PWY-7971
phenylmercury acetate degradation	1.0	0.5	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Detoxification.Mercury-Detoxification.P641-PWY.	P641-PWY
superoxide radicals degradation	1.0	1.0	1.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
heme a biosynthesis	1.0	0.75	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.PWY-7856.	PWY-7856
menaquinol-7 biosynthesis	1.0	0.5	0.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
inosine-5'-phosphate biosynthesis II	1.0	1.0	1.2	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
choline degradation I	1.0	0.75	2.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.AMINE-DEG.Choline-Degradation.CHOLINE-BETAINE-ANA-PWY.	CHOLINE-BETAINE-ANA-PWY
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
S-adenosyl-L-methionine cycle II	1.0	0.75	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-Salvage.S-adenosyl-L-methionine-cycle.PWY-5041.	PWY-5041
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	1.75	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
L-lysine biosynthesis III	1.0	0.86	1.21	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LYSINE-SYN.PWY-2942.	PWY-2942
L-alanine biosynthesis I	1.0	0.67	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-VALINESYN-PWY.	ALANINE-VALINESYN-PWY
5-aminoimidazole ribonucleotide biosynthesis I	1.0	0.8	0.8	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
assimilatory sulfate reduction III	1.0	0.67	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Assimilatory-Sulfate-Reduction.PWY-6683.	PWY-6683
L-histidine degradation II	1.0	1.0	1.2	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.HISTIDINE-DEG.PWY-5028.	PWY-5028
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
4-nitrotoluene degradation II	1.0	0.22	0.22	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Nitroaromatic-Degradation.Nitro-Toluene-Degradation.4-Nitrotoluene-Degradation.PWY-5644.	PWY-5644
toluene degradation to 2-hydroxypentadienoate (via 4-methylcatechol)	1.0	0.25	0.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.TOLUENE-DEG.TOLUENE-DEG-3-OH-PWY.	TOLUENE-DEG-3-OH-PWY
D-galacturonate degradation I	1.0	0.4	0.4	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY.	GALACTUROCAT-PWY
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	1.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	1.0	1.33	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	1.0	0.33	0.67	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
nitrate reduction V (assimilatory)	1.0	0.75	1.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY-5675.	PWY-5675
trehalose biosynthesis I	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.TRESYN-PWY./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.TRESYN-PWY.	TRESYN-PWY
L-valine biosynthesis	1.0	1.0	1.88	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.VALINE-BIOSYNTHESIS.VALSYN-PWY.	VALSYN-PWY
cyclopropane fatty acid (CFA) biosynthesis	1.0	1.0	1.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Cyclopropane-fatty-acid-biosyn.PWY0-541.	PWY0-541
lipoate biosynthesis and incorporation I	1.0	1.0	1.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.67	0.67	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7966.	PWY-7966
mevalonate degradation	1.0	1.0	3.0	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.CARBOXYLATES-DEG.PWY-5074.	PWY-5074
heme b biosynthesis II (anaerobic)	1.0	0.75	1.13	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
protocatechuate degradation II (ortho-cleavage pathway)	1.0	0.38	0.88	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Protocatechuate-Degradation.PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY.	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY
uracil degradation I (reductive)	1.0	0.33	0.5	Alicycliphilus	Alicycliphilus denitrificans BC, Alicycliphilus denitrificans K601	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.Uracil-Degradation.PWY-3982./Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-3982.	PWY-3982
