Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
pentose phosphate pathway (non-oxidative branch)	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Energy-Metabolism.Pentose-Phosphate-Cycle.NONOXIPENT-PWY.	NONOXIPENT-PWY
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	0.5	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1587.	PWY0-1587
tRNA processing	0.5	0.3	0.3	Anaerococcus	Anaerococcus prevotii DSM 20548	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1479.	PWY0-1479
trans, trans-farnesyl diphosphate biosynthesis	0.5	0.67	0.67	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
coenzyme A biosynthesis I (prokaryotic)	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Cofactor-Biosynthesis.CoA-Biosynthesis.COA-PWY.	COA-PWY
phosphate acquisition	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.PWY-6348.	PWY-6348
adenosine nucleotides degradation II	0.5	0.8	1.6	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.NUCLEO-DEG.Purine-Degradation.Adenosine-Nucleotides-Degradation.SALVADEHYPOX-PWY.	SALVADEHYPOX-PWY
acyl-[acyl-carrier protein] thioesterase pathway	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Lipid-Biosynthesis.PWY-5142.	PWY-5142
melibiose degradation	0.5	1.0	2.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1301.	PWY0-1301
acyl carrier protein activation	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
L-phenylalanine biosynthesis I	0.5	0.33	0.33	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
superoxide radicals degradation	0.5	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
&beta;-alanine biosynthesis III	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-5155.	PWY-5155
&beta;-D-glucuronide and D-glucuronate degradation	0.5	0.33	0.33	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247.	PWY-7247
L-homoserine biosynthesis	0.5	0.33	0.33	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.HOMOSERSYN-PWY.	HOMOSERSYN-PWY
NAD phosphorylation and dephosphorylation	0.5	0.67	0.67	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NADPHOS-DEPHOS-PWY.	NADPHOS-DEPHOS-PWY
L-aspartate biosynthesis	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
D-sorbitol degradation I	0.5	0.67	0.67	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.PWY-4101.	PWY-4101
arsenate detoxification II (glutaredoxin)	0.5	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548	Detoxification.Arsenate-Detoxification.PWY-4621.	PWY-4621
peptidoglycan maturation (meso-diaminopimelate containing)	0.5	0.25	0.25	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
nitrate reduction IV (dissimilatory)	0.5	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY-5674./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY-5674.	PWY-5674
L-ascorbate degradation II (bacterial, aerobic)	0.5	0.13	0.13	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.CARBOXYLATES-DEG.Ascorbate-Degradation.PWY-6961.	PWY-6961
glutathione-peroxide redox reactions	0.5	0.33	0.33	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Cofactor-Biosynthesis.Reductants.PWY-4081.	PWY-4081
lactose and galactose degradation I	0.5	0.75	1.25	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.LACTOSE-DEG.LACTOSECAT-PWY./Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.LACTOSECAT-PWY.	LACTOSECAT-PWY
pyruvate fermentation to (S)-lactate	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Lactate-Fermentation.PWY-5481./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-Lactate.Pyruvate-Lactate-Fermentation.PWY-5481.	PWY-5481
adenine and adenosine salvage III	0.5	1.0	1.25	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6609.	PWY-6609
anhydromuropeptides recycling I	0.5	0.58	0.58	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.Anhydromuropeptides-Recycling.PWY0-1261.	PWY0-1261
glycolysis III (from glucose)	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Energy-Metabolism.GLYCOLYSIS-VARIANTS.ANAGLYCOLYSIS-PWY.	ANAGLYCOLYSIS-PWY
trehalose degradation I (low osmolarity)	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.Trehalose-Degradation.TREDEGLOW-PWY.	TREDEGLOW-PWY
arginine dependent acid resistance	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Detoxification.Acid-Resistance.PWY0-1299.	PWY0-1299
molybdenum cofactor biosynthesis	0.5	0.38	0.75	Anaerococcus	Anaerococcus prevotii DSM 20548	Biosynthesis.Cofactor-Biosynthesis.Molybdenum-Cofactor-Biosynthesis.PWY-6823.	PWY-6823
L-malate degradation II	0.5	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548	Degradation.CARBOXYLATES-DEG.L-Malate-Degradation.PWY-7686.	PWY-7686
hydroxymethylpyrimidine salvage	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6910.	PWY-6910
CDP-diacylglycerol biosynthesis I	1.0	0.63	0.63	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY-5667.	PWY-5667
lipoprotein posttranslational modification	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
glutathione biosynthesis	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUTATHIONESYN-PWY.	GLUTATHIONESYN-PWY
NAD de novo biosynthesis I (from aspartate)	1.0	0.33	0.33	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSYN-PWY.	PYRIDNUCSYN-PWY
thiazole biosynthesis I (facultative anaerobic bacteria)	1.0	0.57	1.29	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6892.	PWY-6892
queuosine biosynthesis	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Macromolecule-Modification.Nucleic-Acid-Processing.PWY-6700.	PWY-6700
adenosine deoxyribonucleotides de novo biosynthesis II	1.0	0.75	1.25	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7220./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7220.	PWY-7220
L-alanine degradation IV	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ALANINE-DEG.PWY1-2.	PWY1-2
heptaprenyl diphosphate biosynthesis	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5807.	PWY-5807
adenine and adenosine salvage I	1.0	1.0	1.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.P121-PWY.	P121-PWY
glutathione-glutaredoxin redox reactions	1.0	0.5	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUT-REDOX-PWY.	GLUT-REDOX-PWY
pyrimidine ribonucleosides degradation	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.PWY0-1295.	PWY0-1295
L-serine degradation	1.0	0.33	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
pyrimidine deoxyribonucleosides degradation	1.0	0.83	0.83	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7181.	PWY-7181
guanine and guanosine salvage	1.0	1.0	1.75	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6620.	PWY-6620
L-threonine degradation I	1.0	0.33	0.33	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
formate assimilation into 5,10-methylenetetrahydrofolate	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.C1-COMPOUNDS.PWY-1722.	PWY-1722
D-mannose degradation	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.MANNCAT-PWY.	MANNCAT-PWY
stearate biosynthesis II (bacteria and plants)	1.0	0.25	0.25	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Stearate-Biosynthesis.PWY-5989.	PWY-5989
inosine 5'-phosphate degradation	1.0	0.63	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
L-glutamine degradation I	1.0	1.0	3.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
glycerophosphodiester degradation	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6952.	PWY-6952
L-glutamine biosynthesis I	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.75	1.75	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
N-acetylglucosamine degradation I	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
L-asparagine biosynthesis III (tRNA-dependent)	1.0	0.75	1.75	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY490-4./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.PWY490-4.	PWY490-4
thioredoxin pathway	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
S-adenosyl-L-methionine biosynthesis	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.SAM-PWY.	SAM-PWY
methylglyoxal degradation I	1.0	0.33	0.33	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Aldehyde-Degradation.Methylglyoxal-Detoxification.PWY-5386./Detoxification.Methylglyoxal-Detoxification.PWY-5386.	PWY-5386
N10-formyl-tetrahydrofolate biosynthesis	1.0	0.56	0.56	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
CMP phosphorylation	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7205.	PWY-7205
tetrahydrofolate biosynthesis	1.0	0.67	0.67	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6614.	PWY-6614
ppGpp biosynthesis	1.0	0.5	0.58	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Metabolic-Regulators.PPGPPMET-PWY.	PPGPPMET-PWY
guanine and guanosine salvage II	1.0	0.5	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.9	1.05	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
phosphopantothenate biosynthesis I	1.0	0.63	0.63	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.5	0.67	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
NADH repair	1.0	0.25	0.25	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Energy-Metabolism.PWY-6938.	PWY-6938
pyrimidine deoxyribonucleotide phosphorylation	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Metabolic-Clusters.PWY-7197./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7197.	PWY-7197
thiamine salvage III	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6898.	PWY-6898
glycerol degradation I	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Degradation.Fatty-Acid-and-Lipid-Degradation.PWY-4261./Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-4261.	PWY-4261
guanosine deoxyribonucleotides de novo biosynthesis II	1.0	0.75	1.25	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7222./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7222.	PWY-7222
5-aminoimidazole ribonucleotide biosynthesis I	1.0	0.8	0.9	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
PRPP biosynthesis	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
methylerythritol phosphate pathway I	1.0	0.5	0.5	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-NONMEVIPP-PWY.	MEP-NONMEVIPP-PWY
5-aminoimidazole ribonucleotide biosynthesis II	1.0	0.8	0.9	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
glycine biosynthesis I	1.0	1.0	1.0	Anaerococcus	Anaerococcus prevotii DSM 20548, Anaerococcus mediterraneensis Marseille-P2765	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLYCINE-SYN.GLYSYN-PWY.	GLYSYN-PWY
