Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	0.011320754717	0.3	0.3	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.Chlorophyll-Biosynthesis.Chlorophyllide-a-Biosynthesis.PWY-5531.	PWY-5531
alkylnitronates degradation	0.0867924528302	1.0	1.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter sp. HA, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Degradation.Other-Degradation.PWY-723.	PWY-723
toluene degradation to 2-hydroxypentadienoate I (via o-cresol)	0.0188679245283	0.25	0.25	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ACICU	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.TOLUENE-DEG.TOLUENE-DEG-2-OH-PWY.	TOLUENE-DEG-2-OH-PWY
ethanol degradation I	0.0377358490566	1.0	2.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii B8300, Acinetobacter baumannii ATCC 17978, Acinetobacter tandoii SE63, Acinetobacter guillouiae CIP 63.46, Acinetobacter junii SH205, Acinetobacter calcoaceticus RUH2202	Degradation.Alcohol-Degradation.Ethanol-Degradation.ETOH-ACETYLCOA-ANA-PWY.	ETOH-ACETYLCOA-ANA-PWY
ethanol degradation II	0.0679245283019	0.67	1.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii B8300, Acinetobacter bereziniae XH901, Acinetobacter baumannii SP304, Acinetobacter nosocomialis KAN01, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii IOMTU 433, Acinetobacter nosocomialis NCTC 8102, Acinetobacter tandoii SE63, Acinetobacter nosocomialis FDAARGOS_129, Acinetobacter baumannii VB16141, Acinetobacter guillouiae CIP 63.46, Acinetobacter junii SH205, Acinetobacter johnsonii SH046, Acinetobacter calcoaceticus RUH2202	Degradation.Alcohol-Degradation.Ethanol-Degradation.PWY66-21.	PWY66-21
anhydromuropeptides recycling I	0.101886792453	0.5	0.5	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii AB307-0294, Acinetobacter baylyi ADP1, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter guillouiae CIP 63.46, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter sp. HA, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.Anhydromuropeptides-Recycling.PWY0-1261.	PWY0-1261
ketolysis	0.022641509434	1.0	4.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ACICU	Energy-Metabolism.OTHER-ENERGY.PWY66-368.	PWY66-368
D-sorbitol degradation I	0.022641509434	1.0	1.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ACICU	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.PWY-4101.	PWY-4101
oxalate degradation II	0.0452830188679	0.25	0.25	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter baumannii 6013150	Degradation.CARBOXYLATES-DEG.Oxalate-Degradation.PWY-6695.	PWY-6695
fatty acid biosynthesis initiation I	0.0264150943396	1.0	2.33	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ACICU, Acinetobacter guillouiae CIP 63.46	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.PWY-4381.	PWY-4381
TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	0.0264150943396	0.75	1.42	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ACICU, Acinetobacter radioresistens SK82	Energy-Metabolism.TCA-VARIANTS.PWY-6969.	PWY-6969
glycine betaine biosynthesis II (Gram-positive bacteria)	0.0867924528302	1.0	2.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter guillouiae CIP 63.46, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter calcoaceticus RUH2202, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Biosynthesis.Polyamine-Biosynthesis.Betaine-Biosynthesis.PWY-3722.	PWY-3722
adenosylcobalamin biosynthesis from cobyrinate a,c-diamide II	0.0981132075472	0.56	0.56	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter guillouiae CIP 63.46, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter lwoffii WJ10621, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.PWY-5508.	PWY-5508
sulfolactate degradation III	0.0981132075472	0.25	0.25	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter guillouiae CIP 63.46, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfolactate-Degradation.PWY-6638.	PWY-6638
8-amino-7-oxononanoate biosynthesis I	0.101886792453	0.73	1.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter guillouiae CIP 63.46, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter lwoffii WJ10621, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Biosynthesis.Other-biosynthesis.7-Keto-8-aminopelargonate-Biosynthesis.PWY-6519.	PWY-6519
cholesterol degradation to androstenedione I (cholesterol oxidase)	0.0867924528302	0.24	0.29	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter guillouiae CIP 63.46, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900	Degradation.Fatty-Acid-and-Lipid-Degradation.Steroids-Degradation.Cholesterol-Degradation.PWY-6945.	PWY-6945
CMP-N-acetylneuraminate biosynthesis II (bacteria)	0.0867924528302	0.33	0.33	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.CMP-N-Acetylneuraminate-Biosynthesis.PWY-6139.	PWY-6139
(R)-cysteate degradation	0.0943396226415	0.25	0.25	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-6642.	PWY-6642
L-valine degradation II	0.0943396226415	1.0	1.67	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.PWY-5057.	PWY-5057
D-arginine degradation	0.0867924528302	0.5	1.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.D-Amino-Acid-Degradation.PWY-6422.	PWY-6422
photosynthesis light reactions	0.0301886792453	0.25	0.5	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter calcoaceticus RUH2202	Energy-Metabolism.Electron-Transfer.PWY-101./Energy-Metabolism.Photosynthesis.PWY-101.	PWY-101
L-phenylalanine degradation I (aerobic)	0.0339622641509	0.33	0.33	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter radioresistens SH164, Acinetobacter radioresistens SK82	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PHENYLALANINE-DEG.PHENYLALANINE-DEG1-PWY.	PHENYLALANINE-DEG1-PWY
propanoyl CoA degradation I	0.0301886792453	0.33	0.33	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter sp. ATCC 27244	Degradation.CARBOXYLATES-DEG.Propionate-Degradation.PROPIONMET-PWY.	PROPIONMET-PWY
phenylethanol biosynthesis	0.128301886792	0.5	1.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baumannii B8300, Acinetobacter baumannii SP304, Acinetobacter nosocomialis KAN01, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii IOMTU 433, Acinetobacter nosocomialis NCTC 8102, Acinetobacter tandoii SE63, Acinetobacter pittii 2014S07-126, Acinetobacter baumannii ACICU, Acinetobacter nosocomialis FDAARGOS_129, Acinetobacter baumannii VB16141, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PHENYLPROPANOID-SYN.PWY-5751./Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5751.	PWY-5751
creatinine degradation I	0.0490566037736	0.25	0.25	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baylyi ADP1, Acinetobacter baumannii ABNIH28, Acinetobacter baumannii ACICU, Acinetobacter nosocomialis 6411, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter haemolyticus ATCC 19194	Degradation.AMINE-DEG.Creatinine-Degradation.CRNFORCAT-PWY.	CRNFORCAT-PWY
creatinine degradation II	0.0264150943396	0.2	0.2	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baylyi ADP1, Acinetobacter baumannii ACICU	Degradation.AMINE-DEG.Creatinine-Degradation.PWY-4722.	PWY-4722
glucose degradation (oxidative)	0.0339622641509	0.4	0.6	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baylyi ADP1, Acinetobacter baumannii ACICU, Acinetobacter baumannii 6014059, Acinetobacter sp. HA	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.DHGLUCONATE-PYR-CAT-PWY./Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.DHGLUCONATE-PYR-CAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.DHGLUCONATE-PYR-CAT-PWY.	DHGLUCONATE-PYR-CAT-PWY
phospholipases	0.120754716981	0.6	0.6	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baylyi ADP1, Acinetobacter baumannii AR_0070, Acinetobacter baumannii ATCC 17978, Acinetobacter pittii AP_882, Acinetobacter baumannii ACICU, Acinetobacter baumannii AR_0052, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter guillouiae CIP 63.46, Acinetobacter radioresistens SH164, Acinetobacter sp. RUH2624, Acinetobacter sp. SH024, Acinetobacter junii SH205, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter johnsonii SH046, Acinetobacter lwoffii SH145, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter sp. HA, Acinetobacter lwoffii WJ10621, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244, Acinetobacter baumannii AB900, Acinetobacter radioresistens SK82	Degradation.Fatty-Acid-and-Lipid-Degradation.LIPASYN-PWY./Metabolic-Clusters.LIPASYN-PWY.	LIPASYN-PWY
indole-3-acetate biosynthesis III (bacteria)	0.0716981132075	0.5	1.0	Acinetobacter	Acinetobacter baumannii 1656-2, Acinetobacter baumannii AB0057, Acinetobacter oleivorans DR1, Acinetobacter baumannii BJAB07104, Acinetobacter baumannii AB307-0294, Acinetobacter baylyi ADP1, Acinetobacter baumannii ATCC 17978, Acinetobacter baumannii ACICU, Acinetobacter baumannii AB058, Acinetobacter baumannii AB056, Acinetobacter baumannii ATCC 19606, Acinetobacter baumannii 6013113, Acinetobacter baumannii AB059, Acinetobacter haemolyticus ATCC 19194, Acinetobacter baumannii 6014059, Acinetobacter baumannii 6013150, Acinetobacter sp. HA, Acinetobacter calcoaceticus RUH2202, Acinetobacter sp. ATCC 27244	Biosynthesis.HORMONE-SYN.Plant-Hormone-Biosynthesis.Auxin-Biosynthesis.PWY-3161.	PWY-3161
