Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
inosine-5'-phosphate biosynthesis I	0.260869565217	1.0	1.0	Arcobacter	Arcobacter bivalviorum LMG 26154, Arcobacter ellisii LMG 26155, Arcobacter pacificus LMG 26638, Arcobacter halophilus CCUG 53805, Arcobacter marinus JCM 15502, Arcobacter canalis LMG 29148	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
glutathionylspermidine biosynthesis	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h	Biosynthesis.Polyamine-Biosynthesis.PWY-4121./Biosynthesis.Cofactor-Biosynthesis.Reductants.PWY-4121.	PWY-4121
adenosylcobalamin salvage from cobalamin	0.0434782608696	0.6	0.6	Arcobacter	Arcobacter butzleri 7h1h	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.PWY-6268.	PWY-6268
heptadecane biosynthesis	0.0434782608696	0.33	0.33	Arcobacter	Arcobacter butzleri 7h1h	Biosynthesis.Carbohydrates-Biosynthesis.Alkanes-Biosynthesis.PWY-6622.	PWY-6622
demethylmenaquinol-8 biosynthesis I	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Demethylmenaquinone-Biosynthesis.Demethylmenaquinol-8-Biosynthesis.PWY-5852.	PWY-5852
citrate degradation	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h	Degradation.CARBOXYLATES-DEG.PWY-6038.	PWY-6038
demethylmenaquinol-9 biosynthesis	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Demethylmenaquinone-Biosynthesis.PWY-5851.	PWY-5851
demethylmenaquinol-6 biosynthesis I	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Demethylmenaquinone-Biosynthesis.Demethylmenaquinol-6-Biosynthesis.PWY-5853.	PWY-5853
lipid A-core biosynthesis (E. coli K-12)	0.130434782609	0.18	0.18	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter anaerophilus DSM 24636, Arcobacter cibarius H743	Glycan-Glycan-Biosynthesis.LIPA-CORESYN-PWY./Biosynthesis.Lipid-Biosynthesis.LIPA-CORESYN-PWY./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.LIPA-CORESYN-PWY.	LIPA-CORESYN-PWY
UDP-&alpha;-D-glucuronate biosynthesis (from UDP-glucose)	0.130434782609	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7346.	PWY-7346
pseudouridine degradation	0.130434782609	0.5	3.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-6019.	PWY-6019
nitrate reduction V (assimilatory)	0.130434782609	0.5	1.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY-5675.	PWY-5675
nitrate reduction IX (dissimilatory)	0.130434782609	0.5	0.5	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1581./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1581./Energy-Metabolism.Electron-Transfer.PWY0-1581.	PWY0-1581
mannitol degradation I	0.130434782609	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.MANNIDEG-PWY.	MANNIDEG-PWY
nitrate reduction X (dissimilatory, periplasmic)	0.130434782609	0.67	1.33	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1584./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1584./Energy-Metabolism.Electron-Transfer.PWY0-1584.	PWY0-1584
chitin degradation II (Vibrio)	0.130434782609	0.4	0.4	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-6902./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-6902.	PWY-6902
nitrate reduction VIIIb (dissimilatory)	0.130434782609	0.5	0.5	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1573./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1573./Energy-Metabolism.Electron-Transfer.PWY0-1573.	PWY0-1573
phosphonoacetate degradation	0.173913043478	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481, Arcobacter butzleri ED-1	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.P483-PWY.	P483-PWY
peptidoglycan maturation (meso-diaminopimelate containing)	0.173913043478	0.42	0.54	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481, Arcobacter cibarius H743	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
mixed acid fermentation	0.217391304348	0.63	1.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481, Arcobacter pacificus LMG 26638, Arcobacter anaerophilus DSM 24636	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.FERMENTATION-PWY./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.FERMENTATION-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.FERMENTATION-PWY.	FERMENTATION-PWY
trans, trans-farnesyl diphosphate biosynthesis	0.217391304348	0.33	0.33	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter mytili LMG 24559, Arcobacter butzleri NCTC 12481, Arcobacter butzleri ED-1	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
formate oxidation to CO2	0.304347826087	1.0	2.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter mytili LMG 24559, Arcobacter butzleri NCTC 12481, Arcobacter halophilus CCUG 53805, Arcobacter anaerophilus DSM 24636, Arcobacter canalis LMG 29148	Degradation.C1-COMPOUNDS.PWY-1881./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.PWY-1881.	PWY-1881
succinate to cytochrome bo oxidase electron transfer	0.304347826087	1.0	1.5	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter mytili LMG 24559, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter ellisii LMG 26155, Arcobacter anaerophilus DSM 24636	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
succinate to cytochrome bd oxidase electron transfer	0.304347826087	1.0	2.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter mytili LMG 24559, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter ellisii LMG 26155, Arcobacter anaerophilus DSM 24636	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1353./Energy-Metabolism.Electron-Transfer.PWY0-1353.	PWY0-1353
ammonia oxidation III	0.173913043478	0.33	0.33	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri ED-1	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-oxidation.PWY-2242.	PWY-2242
ammonia oxidation I (aerobic)	0.173913043478	0.5	0.5	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri ED-1	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-oxidation.AMMOXID-PWY./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.AMMOXID-PWY.	AMMOXID-PWY
NADH to cytochrome bo oxidase electron transfer I	0.260869565217	1.0	2.75	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter anaerophilus DSM 24636, Arcobacter canalis LMG 29148	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1335./Energy-Metabolism.Electron-Transfer.PWY0-1335.	PWY0-1335
NADH to cytochrome bd oxidase electron transfer I	0.260869565217	1.0	3.25	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter anaerophilus DSM 24636, Arcobacter canalis LMG 29148	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1334./Energy-Metabolism.Electron-Transfer.PWY0-1334.	PWY0-1334
L-ornithine biosynthesis I	0.217391304348	0.8	1.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter bivalviorum LMG 26154	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.L-Ornithine-Biosynthesis.GLUTORN-PWY.	GLUTORN-PWY
aerobic respiration I (cytochrome c)	0.217391304348	1.0	3.75	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter butzleri ED-1	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-3781./Energy-Metabolism.Electron-Transfer.PWY-3781.	PWY-3781
putrescine biosynthesis I	0.304347826087	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter molluscorum LMG 25693, Arcobacter butzleri NCTC 12481, Arcobacter bivalviorum LMG 26154, Arcobacter anaerophilus DSM 24636	Biosynthesis.Polyamine-Biosynthesis.Putrescine-Biosynthesis.PWY-40.	PWY-40
L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	0.304347826087	1.0	1.0	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter molluscorum LMG 25693, Arcobacter butzleri NCTC 12481, Arcobacter bivalviorum LMG 26154, Arcobacter anaerophilus DSM 24636	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.PWY0-823.	PWY0-823
2-hydroxypenta-2,4-dienoate degradation	0.173913043478	0.33	0.33	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter molluscorum LMG 25693, Arcobacter halophilus CCUG 53805, Arcobacter anaerophilus DSM 24636	Degradation.CARBOXYLATES-DEG.PWY-5162.	PWY-5162
urea degradation I	0.173913043478	0.67	0.83	Arcobacter	Arcobacter butzleri 7h1h, Arcobacter nitrofigilis DSM 7299, Arcobacter ellisii LMG 26155, Arcobacter anaerophilus DSM 24636	Degradation.AMINE-DEG.Urea-Degradation.PWY-5703.	PWY-5703
adenosylcobinamide-GDP salvage from cobinamide I	0.173913043478	0.4	0.4	Arcobacter	Arcobacter butzleri JV22, Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.B12-Salvage-From-Cobinamide.PWY-7971.	PWY-7971
NADH repair	0.260869565217	0.25	0.25	Arcobacter	Arcobacter butzleri JV22, Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter butzleri ED-1	Energy-Metabolism.PWY-6938.	PWY-6938
sulfide oxidation I (sulfide-quinone reductase)	0.304347826087	1.0	1.0	Arcobacter	Arcobacter butzleri JV22, Arcobacter thereius LMG 24486, Arcobacter butzleri 7h1h, Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter butzleri ED-1	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfide-Oxidation.P222-PWY./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.P222-PWY.	P222-PWY
(Kdo)2-lipid A biosynthesis I	0.869565217391	0.5	0.5	Arcobacter	Arcobacter butzleri JV22, Arcobacter thereius LMG 24486, Arcobacter butzleri 7h1h, Arcobacter trophiarum LMG 25534, Arcobacter cryaerophilus D2610, Arcobacter butzleri RM4018, Arcobacter mytili LMG 24559, Arcobacter cryaerophilus ATCC 43158, Arcobacter nitrofigilis DSM 7299, Arcobacter molluscorum LMG 25693, Arcobacter skirrowii CCUG 10374, Arcobacter butzleri NCTC 12481, Arcobacter bivalviorum LMG 26154, Arcobacter skirrowii A2S6, Arcobacter halophilus CCUG 53805, Arcobacter anaerophilus DSM 24636, Arcobacter marinus JCM 15502, Arcobacter cibarius H743, Arcobacter butzleri ED-1, Arcobacter canalis LMG 29148	Biosynthesis.Lipid-Biosynthesis.KDO-LIPASYN-PWY.	KDO-LIPASYN-PWY
5-aminoimidazole ribonucleotide biosynthesis II	0.434782608696	0.8	1.2	Arcobacter	Arcobacter butzleri JV22, Arcobacter thereius LMG 24486, Arcobacter trophiarum LMG 25534, Arcobacter cryaerophilus ATCC 43158, Arcobacter nitrofigilis DSM 7299, Arcobacter molluscorum LMG 25693, Arcobacter skirrowii CCUG 10374, Arcobacter halophilus CCUG 53805, Arcobacter marinus JCM 15502, Arcobacter butzleri ED-1	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
trehalose biosynthesis I	0.0869565217391	0.5	0.5	Arcobacter	Arcobacter butzleri RM4018, Arcobacter butzleri ED-1	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.TRESYN-PWY./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.TRESYN-PWY.	TRESYN-PWY
L-phenylalanine biosynthesis I	0.0869565217391	0.67	0.67	Arcobacter	Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
L-phenylalanine degradation II (anaerobic)	0.0869565217391	0.33	0.33	Arcobacter	Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PHENYLALANINE-DEG.ANAPHENOXI-PWY.	ANAPHENOXI-PWY
L-aspartate degradation I	0.0869565217391	1.0	1.0	Arcobacter	Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARTATE-DEG.ASPARTATE-DEG1-PWY.	ASPARTATE-DEG1-PWY
L-aspartate biosynthesis	0.0869565217391	1.0	1.0	Arcobacter	Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
phosphate acquisition	0.130434782609	1.0	1.0	Arcobacter	Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481, Arcobacter butzleri ED-1	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.PWY-6348.	PWY-6348
NAD phosphorylation and dephosphorylation	0.130434782609	0.67	0.67	Arcobacter	Arcobacter butzleri RM4018, Arcobacter butzleri NCTC 12481, Arcobacter butzleri ED-1	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NADPHOS-DEPHOS-PWY.	NADPHOS-DEPHOS-PWY
fatty acid biosynthesis initiation I	0.0869565217391	1.0	1.33	Arcobacter	Arcobacter butzleri RM4018, Arcobacter cibarius H743	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.PWY-4381.	PWY-4381
NADH to cytochrome bd oxidase electron transfer II	0.0869565217391	0.5	1.0	Arcobacter	Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1568./Energy-Metabolism.Electron-Transfer.PWY0-1568.	PWY0-1568
NADH to cytochrome bo oxidase electron transfer II	0.0869565217391	0.5	0.5	Arcobacter	Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1567./Energy-Metabolism.Electron-Transfer.PWY0-1567.	PWY0-1567
L-malate degradation II	0.130434782609	1.0	1.0	Arcobacter	Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481	Degradation.CARBOXYLATES-DEG.L-Malate-Degradation.PWY-7686.	PWY-7686
cyclopropane fatty acid (CFA) biosynthesis	0.173913043478	1.0	1.0	Arcobacter	Arcobacter butzleri RM4018, Arcobacter nitrofigilis DSM 7299, Arcobacter butzleri NCTC 12481, Arcobacter anaerophilus DSM 24636	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Cyclopropane-fatty-acid-biosyn.PWY0-541.	PWY0-541
pyruvate to cytochrome bd oxidase electron transfer	0.0434782608696	1.0	1.5	Arcobacter	Arcobacter canalis LMG 29148	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-7545./Energy-Metabolism.Electron-Transfer.PWY-7545.	PWY-7545
pyruvate to cytochrome bo oxidase electron transfer	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter canalis LMG 29148	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-7544./Energy-Metabolism.Electron-Transfer.PWY-7544.	PWY-7544
adenine salvage	0.0434782608696	0.67	0.67	Arcobacter	Arcobacter cibarius H743	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6610.	PWY-6610
GDP-mannose biosynthesis	0.217391304348	1.0	1.0	Arcobacter	Arcobacter cryaerophilus ATCC 43158, Arcobacter molluscorum LMG 25693, Arcobacter skirrowii A2S6, Arcobacter ellisii LMG 26155, Arcobacter pacificus LMG 26638	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-5659.	PWY-5659
D-mannose degradation	0.217391304348	1.0	1.0	Arcobacter	Arcobacter cryaerophilus ATCC 43158, Arcobacter molluscorum LMG 25693, Arcobacter skirrowii A2S6, Arcobacter ellisii LMG 26155, Arcobacter pacificus LMG 26638	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.MANNCAT-PWY.	MANNCAT-PWY
UDP-N,N'-diacetylbacillosamine biosynthesis	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter cryaerophilus D2610	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7028.	PWY-7028
dTDP-N-acetylthomosamine biosynthesis	0.0869565217391	0.75	1.0	Arcobacter	Arcobacter cryaerophilus D2610, Arcobacter cryaerophilus ATCC 43158	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.PWY-7315.	PWY-7315
acrylonitrile degradation I	0.0869565217391	0.5	0.5	Arcobacter	Arcobacter ellisii LMG 26155, Arcobacter anaerophilus DSM 24636	Degradation.Other-Degradation.Acrylonitrile-Degradation.PWY-7308.	PWY-7308
indole-3-acetate biosynthesis IV (bacteria)	0.0869565217391	0.5	0.5	Arcobacter	Arcobacter ellisii LMG 26155, Arcobacter anaerophilus DSM 24636	Biosynthesis.HORMONE-SYN.Plant-Hormone-Biosynthesis.Auxin-Biosynthesis.PWY-5025.	PWY-5025
L-carnitine degradation I	0.0869565217391	0.75	0.75	Arcobacter	Arcobacter halophilus CCUG 53805, Arcobacter marinus JCM 15502	Degradation.AMINE-DEG.CARN-DEG.CARNMET-PWY.	CARNMET-PWY
CMP-diacetamido-8-epilegionaminic acid biosynthesis	0.0434782608696	0.29	0.29	Arcobacter	Arcobacter marinus JCM 15502	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.PWY-7719.	PWY-7719
NAD phosphorylation and transhydrogenation	0.0869565217391	1.0	1.0	Arcobacter	Arcobacter marinus JCM 15502, Arcobacter canalis LMG 29148	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NADPHOS-DEPHOS-PWY-1.	NADPHOS-DEPHOS-PWY-1
acetoin degradation	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter mytili LMG 24559	Degradation.Carbohydrates-Degradation.PWY-6028.	PWY-6028
geranyl diphosphate biosynthesis	0.0434782608696	1.0	1.0	Arcobacter	Arcobacter mytili LMG 24559	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5122.	PWY-5122
glutathione biosynthesis	0.304347826087	0.5	0.5	Arcobacter	Arcobacter mytili LMG 24559, Arcobacter molluscorum LMG 25693, Arcobacter bivalviorum LMG 26154, Arcobacter halophilus CCUG 53805, Arcobacter anaerophilus DSM 24636, Arcobacter marinus JCM 15502, Arcobacter canalis LMG 29148	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUTATHIONESYN-PWY.	GLUTATHIONESYN-PWY
glyphosate degradation III	0.130434782609	0.57	0.71	Arcobacter	Arcobacter mytili LMG 24559, Arcobacter nitrofigilis DSM 7299, Arcobacter anaerophilus DSM 24636	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.Glyphosate-Degradation.PWY-7807.	PWY-7807
methylphosphonate degradation I	0.130434782609	0.75	1.0	Arcobacter	Arcobacter mytili LMG 24559, Arcobacter nitrofigilis DSM 7299, Arcobacter anaerophilus DSM 24636	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.Methylphosphonate-Degradation.PWY0-1533.	PWY0-1533
(aminomethyl)phosphonate degradation	0.130434782609	0.63	0.75	Arcobacter	Arcobacter mytili LMG 24559, Arcobacter nitrofigilis DSM 7299, Arcobacter anaerophilus DSM 24636	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.PWY-7805.	PWY-7805
L-glutamate biosynthesis II	0.434782608696	1.0	1.0	Arcobacter	Arcobacter mytili LMG 24559, Arcobacter nitrofigilis DSM 7299, Arcobacter molluscorum LMG 25693, Arcobacter bivalviorum LMG 26154, Arcobacter ellisii LMG 26155, Arcobacter pacificus LMG 26638, Arcobacter halophilus CCUG 53805, Arcobacter anaerophilus DSM 24636, Arcobacter marinus JCM 15502, Arcobacter canalis LMG 29148	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTAMATE-SYN2-PWY.	GLUTAMATE-SYN2-PWY
