Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
salicylate degradation I	0.0188679245283	1.0	1.0	Alteromonas	Alteromonas lipolytica JW12	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Salicylate-Degradation.PWY-6183.	PWY-6183
L-arginine degradation IX (arginine:pyruvate transaminase pathway)	0.0188679245283	0.25	0.25	Alteromonas	Alteromonas lipolytica JW12	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.PWY-5742.	PWY-5742
glycerol degradation V	0.0566037735849	0.5	0.5	Alteromonas	Alteromonas lipolytica JW12, Alteromonas confluentis KCTC 42603, Alteromonas pelagimontana 5.12	Degradation.Alcohol-Degradation.GLYCEROL-DEG.GLYCEROLMETAB-PWY.	GLYCEROLMETAB-PWY
ethanolamine utilization	0.0566037735849	1.0	2.0	Alteromonas	Alteromonas lipolytica JW12, Alteromonas confluentis KCTC 42603, Alteromonas sp 190	Degradation.AMINE-DEG.PWY0-1477.	PWY0-1477
ferulate degradation	0.0566037735849	0.67	0.67	Alteromonas	Alteromonas lipolytica JW12, Alteromonas confluentis KCTC 42603, Alteromonas sp 190	Degradation.SECONDARY-METABOLITE-DEGRADATION.PHENYLPROPANOID-DERIVATIVE-DEG.PWY-6343./Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Phenolic-Compounds-Degradation.PHENYLPROPANOID-DERIVATIVE-DEG.PWY-6343.	PWY-6343
autoinducer AI-2 biosynthesis I	0.0377358490566	0.4	0.4	Alteromonas	Alteromonas lipolytica JW12, Alteromonas sp 190	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0.0377358490566	0.5	0.75	Alteromonas	Alteromonas lipolytica JW12, Alteromonas sp 190	Degradation.CARBOXYLATES-DEG.PWY-5654.	PWY-5654
2-aminophenol degradation	0.0377358490566	0.5	0.75	Alteromonas	Alteromonas lipolytica JW12, Alteromonas sp 190	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.PWY-6210.	PWY-6210
sulfide oxidation I (sulfide-quinone reductase)	0.0566037735849	1.0	1.0	Alteromonas	Alteromonas lipolytica JW12, Alteromonas sp 190, Alteromonas sp P0213	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfide-Oxidation.P222-PWY./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.P222-PWY.	P222-PWY
pyruvate fermentation to acetoin III	0.0566037735849	0.33	0.33	Alteromonas	Alteromonas lipolytica JW12, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Acetoin-Biosynthesis.PWY3O-440.	PWY3O-440
pyruvate oxidation pathway	0.0566037735849	1.0	1.0	Alteromonas	Alteromonas lipolytica JW12, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603	Energy-Metabolism.Electron-Transfer.PYRUVOX-PWY.	PYRUVOX-PWY
curcumin degradation	0.0754716981132	0.5	0.5	Alteromonas	Alteromonas lipolytica JW12, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603, Alteromonas sp 190	Degradation.SECONDARY-METABOLITE-DEGRADATION.PWY0-1527.	PWY0-1527
pyruvate fermentation to (R)-acetoin I	0.207547169811	0.67	1.33	Alteromonas	Alteromonas macleodii ATCC 27126, Alteromonas stellipolaris LMG 21856, Alteromonas naphthalenivorans SN2, Alteromonas sp. BL110, Alteromonas stellipolaris LMG 21861, Alteromonas stellipolaris PQQ-42, Alteromonas sp. RW2A1, Alteromonas sp. Mac1, Alteromonas macleodii D7, Alteromonas sp. MB-3u-76, Alteromonas sp. Mac2	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Acetoin-Biosynthesis.PWY-5938.	PWY-5938
pyruvate fermentation to (S)-acetoin	0.207547169811	0.67	1.33	Alteromonas	Alteromonas macleodii ATCC 27126, Alteromonas stellipolaris LMG 21856, Alteromonas naphthalenivorans SN2, Alteromonas sp. BL110, Alteromonas stellipolaris LMG 21861, Alteromonas stellipolaris PQQ-42, Alteromonas sp. RW2A1, Alteromonas sp. Mac1, Alteromonas macleodii D7, Alteromonas sp. MB-3u-76, Alteromonas sp. Mac2	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Acetoin-Biosynthesis.PWY-6389.	PWY-6389
GDP-D-perosamine biosynthesis	0.0754716981132	0.5	0.5	Alteromonas	Alteromonas macleodii D7, Alteromonas mediterranea CP48, Alteromonas sp P0211, Alteromonas sp P0213	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-5739.	PWY-5739
GDP-L-fucose biosynthesis I (from GDP-D-mannose)	0.283018867925	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii ATCC 27126, Alteromonas mediterranea MED64, Alteromonas macleodii str. 'Black Sea 11', Alteromonas mediterranea 615, Alteromonas mediterranea PT11, Alteromonas macleodii HOT1A3, Alteromonas mediterranea CP48, Alteromonas stellipolaris PQQ-44, Alteromonas sp I10, Alteromonas gracilis 9a2, Alteromonas aestuariivivens KCTC 52655, Alteromonas sp V450, Alteromonas sp IO390401, Alteromonas sp. ALT199	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-66.	PWY-66
D-galacturonate degradation I	0.698113207547	0.75	1.0	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii ATCC 27126, Alteromonas macleodii str. 'Black Sea 11', Alteromonas mediterranea 615, Alteromonas mediterranea U7, Alteromonas stellipolaris LMG 21856, Alteromonas sp. BL110, Alteromonas stellipolaris LMG 21861, Alteromonas sp. RKMC-009, Alteromonas mediterranea AR43, Alteromonas australica H 17, Alteromonas stellipolaris PQQ-42, Alteromonas mediterranea PT15, Alteromonas macleodii HOT1A3, Alteromonas mediterranea RG65, Alteromonas sp. Mac1, Alteromonas mediterranea CP49, Alteromonas mediterranea CP48, Alteromonas stellipolaris PQQ-44, Alteromonas macleodii Te101, Alteromonas addita R10SW13, Alteromonas australica DE170, Alteromonas sp I10, Alteromonas gracilis 9a2, Alteromonas lipolytica JW12, Alteromonas aestuariivivens KCTC 52655, Alteromonas sp W12, Alteromonas sp V450, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603, Alteromonas sp. ALT199, Alteromonas macleodii Ionian Sea U4, Alteromonas pelagimontana 5.12, Alteromonas sp 190, Alteromonas marina AD001, Alteromonas sp. Mac2	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY.	GALACTUROCAT-PWY
4-deoxy-L-threo-hex-4-enopyranuronate degradation	0.698113207547	0.75	1.25	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii ATCC 27126, Alteromonas macleodii str. 'Black Sea 11', Alteromonas mediterranea 615, Alteromonas mediterranea U7, Alteromonas stellipolaris LMG 21856, Alteromonas stellipolaris LMG 21861, Alteromonas sp. RKMC-009, Alteromonas mediterranea AR43, Alteromonas australica H 17, Alteromonas stellipolaris PQQ-42, Alteromonas mediterranea PT15, Alteromonas macleodii HOT1A3, Alteromonas mediterranea RG65, Alteromonas sp. 76-1, Alteromonas sp. Mac1, Alteromonas mediterranea CP49, Alteromonas mediterranea CP48, Alteromonas stellipolaris PQQ-44, Alteromonas macleodii Te101, Alteromonas addita R10SW13, Alteromonas australica DE170, Alteromonas sp I10, Alteromonas gracilis 9a2, Alteromonas lipolytica JW12, Alteromonas sp LTR, Alteromonas aestuariivivens KCTC 52655, Alteromonas sp W12, Alteromonas sp V450, Alteromonas confluentis KCTC 42603, Alteromonas macleodii Ionian Sea U4, Alteromonas pelagimontana 5.12, Alteromonas sp 190, Alteromonas marina AD001, Alteromonas sp. Mac2, Alteromonas sp LOR	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.PWY-6507.	PWY-6507
3-chlorocatechol degradation II (ortho)	0.584905660377	0.2	0.4	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii ATCC 27126, Alteromonas macleodii str. 'Black Sea 11', Alteromonas stellipolaris LMG 21856, Alteromonas naphthalenivorans SN2, Alteromonas sp. BL110, Alteromonas stellipolaris LMG 21861, Alteromonas sp. RKMC-009, Alteromonas australica H 17, Alteromonas stellipolaris PQQ-42, Alteromonas macleodii HOT1A3, Alteromonas sp. RW2A1, Alteromonas sp. Mac1, Alteromonas macleodii D7, Alteromonas stellipolaris PQQ-44, Alteromonas macleodii Te101, Alteromonas sp. MB-3u-76, Alteromonas addita R10SW13, Alteromonas australica DE170, Alteromonas gracilis 9a2, Alteromonas sp LTR, Alteromonas sp V450, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603, Alteromonas sp. ALT199, Alteromonas pelagimontana 5.12, Alteromonas sp 190, Alteromonas sp. Mac2, Alteromonas sp LOR, Alteromonas sp P0213	Degradation.CHLORINATED-COMPOUNDS-DEG.Chloroaromatic-Compounds-Degradation.Chlorocatechol-Degradation.3-Chlorocatechol-Degradation.PWY-6193./Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Chloroaromatic-Compounds-Degradation.Chlorocatechol-Degradation.3-Chlorocatechol-Degradation.PWY-6193.	PWY-6193
2,3-dihydroxybenzoate biosynthesis	0.452830188679	0.33	0.33	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii ATCC 27126, Alteromonas mediterranea DE, Alteromonas stellipolaris LMG 21861, Alteromonas sp. RKMC-009, Alteromonas australica H 17, Alteromonas stellipolaris PQQ-42, Alteromonas macleodii HOT1A3, Alteromonas sp. Mac1, Alteromonas macleodii D7, Alteromonas stellipolaris PQQ-44, Alteromonas macleodii Te101, Alteromonas addita R10SW13, Alteromonas australica DE170, Alteromonas sp I10, Alteromonas gracilis 9a2, Alteromonas lipolytica JW12, Alteromonas sp W12, Alteromonas sp V450, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603, Alteromonas marina AD001, Alteromonas sp. Mac2	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5901.	PWY-5901
indole-3-acetate biosynthesis V (bacteria and fungi)	0.264150943396	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii ATCC 27126, Alteromonas mediterranea MED64, Alteromonas macleodii str. 'Black Sea 11', Alteromonas mediterranea DE, Alteromonas mediterranea U7, Alteromonas sp. BL110, Alteromonas sp. RKMC-009, Alteromonas macleodii HOT1A3, Alteromonas macleodii D7, Alteromonas macleodii Te101, Alteromonas sp. ALT199, Alteromonas macleodii Ionian Sea U4	Biosynthesis.HORMONE-SYN.Plant-Hormone-Biosynthesis.Auxin-Biosynthesis.PWY-5026.	PWY-5026
protocatechuate degradation II (ortho-cleavage pathway)	0.735849056604	0.25	0.5	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii ATCC 27126, Alteromonas mediterranea MED64, Alteromonas macleodii str. 'Black Sea 11', Alteromonas mediterranea DE, Alteromonas stellipolaris LMG 21856, Alteromonas sp. BL110, Alteromonas stellipolaris LMG 21861, Alteromonas sp. RKMC-009, Alteromonas mediterranea AR43, Alteromonas australica H 17, Alteromonas mediterranea UM8, Alteromonas stellipolaris PQQ-42, Alteromonas macleodii HOT1A3, Alteromonas mediterranea RG65, Alteromonas sp. RW2A1, Alteromonas sp. Mac1, Alteromonas mediterranea CP49, Alteromonas macleodii D7, Alteromonas mediterranea CP48, Alteromonas stellipolaris PQQ-44, Alteromonas macleodii Te101, Alteromonas sp. MB-3u-76, Alteromonas addita R10SW13, Alteromonas australica DE170, Alteromonas sp I10, Alteromonas gracilis 9a2, Alteromonas lipolytica JW12, Alteromonas sp LTR, Alteromonas aestuariivivens KCTC 52655, Alteromonas sp V450, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603, Alteromonas sp. ALT199, Alteromonas pelagimontana 5.12, Alteromonas sp 190, Alteromonas sp. Mac2, Alteromonas sp LOR	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Protocatechuate-Degradation.PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY.	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY
D-gluconate degradation	0.584905660377	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii ATCC 27126, Alteromonas mediterranea MED64, Alteromonas macleodii str. 'Black Sea 11', Alteromonas stellipolaris LMG 21856, Alteromonas naphthalenivorans SN2, Alteromonas sp. BL110, Alteromonas stellipolaris LMG 21861, Alteromonas mediterranea AR43, Alteromonas australica H 17, Alteromonas stellipolaris PQQ-42, Alteromonas macleodii HOT1A3, Alteromonas sp. 76-1, Alteromonas sp. Mac1, Alteromonas mediterranea CP49, Alteromonas macleodii D7, Alteromonas stellipolaris PQQ-44, Alteromonas macleodii Te101, Alteromonas addita R10SW13, Alteromonas australica DE170, Alteromonas sp I10, Alteromonas lipolytica JW12, Alteromonas aestuariivivens KCTC 52655, Alteromonas sp W12, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603, Alteromonas sp. ALT199, Alteromonas pelagimontana 5.12, Alteromonas sp 190, Alteromonas sp. Mac2	Degradation.CARBOXYLATES-DEG.GLUCONSUPER-PWY.	GLUCONSUPER-PWY
sulfite oxidation IV	0.396226415094	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii ATCC 27126, Alteromonas stellipolaris LMG 21856, Alteromonas naphthalenivorans SN2, Alteromonas sp. BL110, Alteromonas stellipolaris LMG 21861, Alteromonas mediterranea AR43, Alteromonas australica H 17, Alteromonas stellipolaris PQQ-42, Alteromonas macleodii HOT1A3, Alteromonas mediterranea RG65, Alteromonas sp. RW2A1, Alteromonas sp. Mac1, Alteromonas mediterranea CP49, Alteromonas mediterranea CP48, Alteromonas stellipolaris PQQ-44, Alteromonas macleodii Te101, Alteromonas sp. MB-3u-76, Alteromonas addita R10SW13, Alteromonas sp. Mac2	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfite-Oxidation.PWY-5326.	PWY-5326
homogalacturonan degradation	0.339622641509	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas macleodii str. 'English Channel 673', Alteromonas macleodii str. 'Black Sea 11', Alteromonas mediterranea 615, Alteromonas mediterranea U7, Alteromonas stellipolaris LMG 21856, Alteromonas stellipolaris LMG 21861, Alteromonas sp. RKMC-009, Alteromonas australica H 17, Alteromonas stellipolaris PQQ-42, Alteromonas macleodii HOT1A3, Alteromonas mediterranea RG65, Alteromonas sp. Mac1, Alteromonas mediterranea CP48, Alteromonas stellipolaris PQQ-44, Alteromonas macleodii Te101, Alteromonas macleodii Ionian Sea U4, Alteromonas sp. Mac2	Glycan-Glycan-Degradation.PWY-1081./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-1081./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Pectin-Degradation.PWY-1081./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-1081./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Pectin-Degradation.PWY-1081.	PWY-1081
superpathway of purine deoxyribonucleosides degradation	0.471698113208	0.29	0.57	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas mediterranea AR43, Alteromonas australica H 17, Alteromonas macleodii HOT1A3, Alteromonas sp. RW2A1, Alteromonas mediterranea CP49, Alteromonas mediterranea CP48, Alteromonas macleodii Te101, Alteromonas sp. MB-3u-76, Alteromonas australica DE170, Alteromonas sp I10, Alteromonas gracilis 9a2, Alteromonas sp P0211, Alteromonas lipolytica JW12, Alteromonas sp LTR, Alteromonas aestuariivivens KCTC 52655, Alteromonas sp W12, Alteromonas sp V450, Alteromonas sp IO390401, Alteromonas confluentis KCTC 42603, Alteromonas pelagimontana 5.12, Alteromonas sp 190, Alteromonas marina AD001, Alteromonas sp LOR, Alteromonas sp P0213	Degradation.NUCLEO-DEG.PWY0-1297./Super-PWY0-1297.	/Super-PWY0-1297
alkylnitronates degradation	0.0943396226415	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas mediterranea RG65, Alteromonas lipolytica JW12, Alteromonas confluentis KCTC 42603, Alteromonas marina AD001	Degradation.Other-Degradation.PWY-723.	PWY-723
toluene degradation to 4-methylphenol	0.283018867925	0.25	0.25	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas sp. RKMC-009, Alteromonas mediterranea RG65, Alteromonas sp. RW2A1, Alteromonas mediterranea CP48, Alteromonas macleodii Te101, Alteromonas sp. MB-3u-76, Alteromonas addita R10SW13, Alteromonas lipolytica JW12, Alteromonas sp LTR, Alteromonas confluentis KCTC 42603, Alteromonas sp. ALT199, Alteromonas sp 190, Alteromonas marina AD001, Alteromonas sp LOR	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.TOLUENE-DEG.TOLUENE-DEG-4-OH-PWY.	TOLUENE-DEG-4-OH-PWY
epoxysqualene biosynthesis	0.0566037735849	0.33	0.33	Alteromonas	Alteromonas macleodii str. 'Balearic Sea AD45', Alteromonas stellipolaris LMG 21856, Alteromonas macleodii HOT1A3	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.TRITERPENOID-SYN.PWY-5670./Biosynthesis.Lipid-Biosynthesis.PWY-5670.	PWY-5670
ribitol degradation	0.0377358490566	0.67	0.67	Alteromonas	Alteromonas macleodii str. 'Black Sea 11', Alteromonas macleodii D7	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.RIBITOLUTIL-PWY.	RIBITOLUTIL-PWY
UDP-N-acetyl-D-galactosamine biosynthesis I	0.0566037735849	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'Black Sea 11', Alteromonas mediterranea AR43, Alteromonas mediterranea CP49	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-Nac-Galactosamine-Biosynthesis.PWY-5512.	PWY-5512
L-ascorbate degradation II (bacterial, aerobic)	0.0188679245283	0.13	0.13	Alteromonas	Alteromonas macleodii str. 'English Channel 673'	Degradation.CARBOXYLATES-DEG.Ascorbate-Degradation.PWY-6961.	PWY-6961
L-arginine degradation VII (arginase 3 pathway)	0.0188679245283	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'English Channel 673'	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.ARG-GLU-PWY.	ARG-GLU-PWY
pyruvate fermentation to (S)-lactate	0.0754716981132	1.0	1.0	Alteromonas	Alteromonas macleodii str. 'English Channel 673', Alteromonas australica H 17, Alteromonas macleodii HOT1A3, Alteromonas australica DE170	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Lactate-Fermentation.PWY-5481./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-Lactate.Pyruvate-Lactate-Fermentation.PWY-5481.	PWY-5481
