Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
purine deoxyribonucleosides salvage	1.0	0.67	0.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Metabolic-Clusters.PWY-7224./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.PWY-7224.	PWY-7224
L-serine degradation	1.0	0.33	0.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
autoinducer AI-2 biosynthesis I	1.0	0.4	0.4	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
pyruvate fermentation to propanoate I	1.0	0.57	0.71	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Propanoate-Fermentation.P108-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-propanoate.Pyruvate-Propanoate-Fermentation.P108-PWY.	P108-PWY
thiazole biosynthesis II (aerobic bacteria)	1.0	0.43	1.14	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6891.	PWY-6891
L-ornithine biosynthesis I	1.0	0.8	0.8	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.L-Ornithine-Biosynthesis.GLUTORN-PWY.	GLUTORN-PWY
L-threonine degradation I	1.0	0.33	0.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
D-mannose degradation	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.MANNCAT-PWY.	MANNCAT-PWY
myo-inositol biosynthesis	1.0	0.5	0.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.SUGAR-DERIVS.Sugar-Alcohols-Biosynthesis.Cyclitols-Biosynthesis.PWY-2301.	PWY-2301
L-valine degradation I	1.0	0.25	0.25	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.VALDEG-PWY.	VALDEG-PWY
L-arginine degradation I (arginase pathway)	1.0	1.0	1.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.ARGASEDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.ARGASEDEG-PWY.	ARGASEDEG-PWY
inosine 5'-phosphate degradation	1.0	0.75	1.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
2-oxoisovalerate decarboxylation to isobutanoyl-CoA	1.0	1.0	2.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Energy-Metabolism.Respiration.PWY-5046.	PWY-5046
lipoprotein posttranslational modification	1.0	0.5	0.75	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-glutamine degradation I	1.0	1.0	11.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
L-idonate degradation	1.0	0.67	0.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.IDNCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.IDNCAT-PWY.	IDNCAT-PWY
menaquinol-8 biosynthesis	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.MENAQUINONESYN-PWY.	MENAQUINONESYN-PWY
fatty acid elongation -- saturated	1.0	0.8	3.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.FASYN-ELONG-PWY.	FASYN-ELONG-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.6	0.6	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
glyoxylate cycle	1.0	0.83	0.83	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.75	3.25	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
N-acetylglucosamine degradation I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.71	3.06	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.13	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
thioredoxin pathway	1.0	0.5	0.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
N10-formyl-tetrahydrofolate biosynthesis	1.0	0.89	0.89	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
adenosylcobalamin salvage from cobalamin	1.0	0.6	1.2	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.PWY-6268.	PWY-6268
dTDP-L-rhamnose biosynthesis	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.DTDPRHAMSYN-PWY.	DTDPRHAMSYN-PWY
adenosylcobinamide-GDP biosynthesis from cobyrinate a,c-diamide	1.0	0.5	0.83	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.PWY-7962.	PWY-7962
adenosine nucleotides degradation II	1.0	0.6	1.2	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.NUCLEO-DEG.Purine-Degradation.Adenosine-Nucleotides-Degradation.SALVADEHYPOX-PWY.	SALVADEHYPOX-PWY
guanine and guanosine salvage II	1.0	0.5	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.9	1.05	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
L-arabinose degradation I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.L-Arabinose-Degradation.ARABCAT-PWY.	ARABCAT-PWY
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.67	0.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
superoxide radicals degradation	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
NADH repair	1.0	0.25	0.25	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Energy-Metabolism.PWY-6938.	PWY-6938
heme a biosynthesis	1.0	0.75	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.PWY-7856.	PWY-7856
menaquinol-7 biosynthesis	1.0	0.5	0.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	2.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
fructan biosynthesis	1.0	0.4	0.4	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Glycan-Glycan-Biosynthesis.Polysaccharides-Biosynthesis.PWY-822./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.Polysaccharides-Biosynthesis.PWY-822./Biosynthesis.Carbohydrates-Biosynthesis.Polysaccharides-Biosynthesis.PWY-822.	PWY-822
base-degraded thiamine salvage	1.0	0.5	0.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
pyrimidine deoxyribonucleotides dephosphorylation	1.0	0.33	0.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7206./Metabolic-Clusters.PWY-7206.	PWY-7206
assimilatory sulfate reduction III	1.0	1.0	1.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Assimilatory-Sulfate-Reduction.PWY-6683.	PWY-6683
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
5-aminoimidazole ribonucleotide biosynthesis I	1.0	0.8	1.4	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
phosphopantothenate biosynthesis I	1.0	1.0	1.25	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
queuosine biosynthesis	1.0	0.75	0.75	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Macromolecule-Modification.Nucleic-Acid-Processing.PWY-6700.	PWY-6700
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	2.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	1.0	1.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	1.0	0.33	0.42	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
pyridoxal 5'-phosphate salvage I	1.0	0.6	0.6	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PLPSAL-PWY.	PLPSAL-PWY
UDP-&alpha;-D-glucose biosynthesis I	1.0	1.0	1.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
chitobiose degradation	1.0	0.5	2.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1309.	PWY0-1309
lipoate biosynthesis and incorporation I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
pyrimidine ribonucleosides salvage I	1.0	0.67	0.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7193.	PWY-7193
L-phenylalanine biosynthesis I	1.0	0.67	0.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7964.	PWY-7964
purine ribonucleosides degradation	1.0	1.0	1.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.NUCLEO-DEG.Purine-Degradation.PWY0-1296.	PWY0-1296
heme b biosynthesis II (anaerobic)	1.0	0.75	0.75	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
acetate and ATP formation from acetyl-CoA I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
L-glutamate degradation I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.GLUTAMATE-DEG1-PWY.	GLUTAMATE-DEG1-PWY
5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7966.	PWY-7966
fructose degradation	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1314.	PWY0-1314
glycine cleavage	1.0	1.0	2.67	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLYCINE-DEG.GLYCLEAV-PWY.	GLYCLEAV-PWY
L-methionine degradation II	1.0	0.33	0.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.METHIONINE-DEG.PWY-701.	PWY-701
L-glutamate biosynthesis III	1.0	1.0	2.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYNIII-PWY.	GLUTSYNIII-PWY
D-galactonate degradation	1.0	0.33	0.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.GALACTCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.GALACTCAT-PWY.	GALACTCAT-PWY
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	1.0	0.33	0.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-5509.	PWY-5509
L-glutamate biosynthesis II	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTAMATE-SYN2-PWY.	GLUTAMATE-SYN2-PWY
thiamine diphosphate biosynthesis I (E. coli)	1.0	0.5	0.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Diphosphate-Biosynthesis.PWY-6894.	PWY-6894
spermidine biosynthesis I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Polyamine-Biosynthesis.Spermidine-Biosynthesis.BSUBPOLYAMSYN-PWY.	BSUBPOLYAMSYN-PWY
glycolysis III (from glucose)	1.0	0.91	1.18	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Energy-Metabolism.GLYCOLYSIS-VARIANTS.ANAGLYCOLYSIS-PWY.	ANAGLYCOLYSIS-PWY
phosphatidylserine and phosphatidylethanolamine biosynthesis I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.Phosphatidylserine-Biosynthesis.PWY-5669./Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.PhosphatidylethanolamineBiosynthesis.PWY-5669.	PWY-5669
flavin biosynthesis I (bacteria and plants)	1.0	0.89	0.89	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Flavin-Biosynthesis.RIBOSYN2-PWY.	RIBOSYN2-PWY
chorismate biosynthesis from 3-dehydroquinate	1.0	0.8	0.8	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.Chorismate-Biosynthesis.PWY-6163.	PWY-6163
2-oxoglutarate decarboxylation to succinyl-CoA	1.0	1.0	2.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Energy-Metabolism.Respiration.PWY-5084.	PWY-5084
pyrimidine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	1.44	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Metabolic-Clusters.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184.	PWY-7184
N-acetylneuraminate and N-acetylmannosamine degradation I	1.0	0.33	0.33	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
lipoate salvage I	1.0	1.0	1.0	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-522.	PWY0-522
glycerol degradation II	1.0	0.5	0.5	Bacillus thermoamylovorans	Bacillus thermoamylovorans SSBM	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6131.	PWY-6131
