Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
UDP-&alpha;-D-xylose biosynthesis	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Super-PWY-4821./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-4821.	PWY-4821
ethanol degradation II	0.04	0.67	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Alcohol-Degradation.Ethanol-Degradation.PWY66-21.	PWY66-21
&beta;-alanine biosynthesis III	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-5155.	PWY-5155
superpathway of adenosine nucleotides de novo biosynthesis II	0.04	0.63	2.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Super-PWY-6126./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.PWY-6126.	PWY-6126
heme b biosynthesis II (anaerobic)	0.04	0.25	0.25	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
hydrogen production I	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Hydrogen-Production.PWY-6744.	PWY-6744
D-sorbitol degradation I	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.PWY-4101.	PWY-4101
TCA cycle I (prokaryotic)	0.04	0.9	1.1	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.TCA-VARIANTS.TCA.	TCA
purine and pyrimidine metabolism	0.04	0.41	0.41	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.P1-PWY./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.P1-PWY./Metabolic-Clusters.P1-PWY.	P1-PWY
wound-induced proteolysis I	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Protein-Degradation.PWY-5988.	PWY-5988
8-amino-7-oxononanoate biosynthesis I	0.04	0.27	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Other-biosynthesis.7-Keto-8-aminopelargonate-Biosynthesis.PWY-6519.	PWY-6519
sulfite oxidation III	0.04	1.0	1.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfite-Oxidation.PWY-5278.	PWY-5278
acetyl-CoA biosynthesis II (NADP-dependent pyruvate dehydrogenase)	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Acetyl-CoA-Biosynthesis.PWY-6970.	PWY-6970
L-threonine degradation IV	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5436.	PWY-5436
respiration (anaerobic)	0.04	0.69	0.77	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.ANARESP1-PWY.	ANARESP1-PWY
acetate and ATP formation from acetyl-CoA I	0.04	0.5	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
(R)-cysteate degradation	0.04	0.25	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-6642.	PWY-6642
L-glutamate degradation I	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.GLUTAMATE-DEG1-PWY.	GLUTAMATE-DEG1-PWY
pentose phosphate pathway (partial)	0.04	1.0	1.67	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Pentose-Phosphate-Cycle.P21-PWY.	P21-PWY
L-glutamate biosynthesis II	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTAMATE-SYN2-PWY.	GLUTAMATE-SYN2-PWY
tetrapyrrole biosynthesis I (from glutamate)	0.04	1.0	1.17	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Tetrapyrrole-Biosynthesis.PWY-5188.	PWY-5188
adenosylcobalamin biosynthesis from cobyrinate a,c-diamide II	0.04	0.44	0.44	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.PWY-5508.	PWY-5508
inosine-5'-phosphate biosynthesis II	0.04	0.8	0.8	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0.04	0.25	0.25	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.CARBOXYLATES-DEG.PWY-5654.	PWY-5654
N-acetylneuraminate and N-acetylmannosamine degradation I	0.04	0.33	0.33	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
methylerythritol phosphate pathway I	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-NONMEVIPP-PWY.	MEP-NONMEVIPP-PWY
(5Z)-dodecenoate biosynthesis I	0.04	0.33	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.5Z-Dodec-5-enoate-Biosynthesis.PWY0-862.	PWY0-862
starch degradation V	0.04	0.83	1.17	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Starch-Degradation.PWY-6737./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Starch-Degradation.PWY-6737.	PWY-6737
sulfate activation for sulfonation	0.04	0.5	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-5340./Activation-Inactivation-Interconversion.Activation.PWY-5340.	PWY-5340
acyl carrier protein metabolism	0.04	0.5	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Activation-Inactivation-Interconversion.Interconversion.PWY-6012./Biosynthesis.Cofactor-Biosynthesis.PWY-6012.	PWY-6012
GDP-mannose biosynthesis	0.04	0.75	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-5659.	PWY-5659
ethanol degradation I	0.04	1.0	1.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Alcohol-Degradation.Ethanol-Degradation.ETOH-ACETYLCOA-ANA-PWY.	ETOH-ACETYLCOA-ANA-PWY
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.04	0.46	0.46	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Super-PWY0-166./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY0-166./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY0-166.	PWY0-166
neurosporene biosynthesis	0.04	0.4	0.8	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.TETRATERPENOID-SYN.C40-Carotenoids-Biosynthesis.PWY-6287./Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.CAROTENOID-SYN.C40-Carotenoids-Biosynthesis.PWY-6287.	PWY-6287
GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.04	0.25	0.25	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-6478.	PWY-6478
mixed acid fermentation	0.04	0.75	0.81	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.FERMENTATION-PWY./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.FERMENTATION-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.FERMENTATION-PWY.	FERMENTATION-PWY
pentose phosphate pathway (non-oxidative branch)	0.04	0.8	1.2	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Pentose-Phosphate-Cycle.NONOXIPENT-PWY.	NONOXIPENT-PWY
salvage pathways of pyrimidine ribonucleotides	0.04	0.25	0.25	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY0-163.	PWY0-163
L-isoleucine biosynthesis I (from threonine)	0.04	1.0	1.2	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ISOLEUCINE-SYN.ILEUSYN-PWY.	ILEUSYN-PWY
L-aspartate degradation II	0.04	1.0	1.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARTATE-DEG.MALATE-ASPARTATE-SHUTTLE-PWY.	MALATE-ASPARTATE-SHUTTLE-PWY
ubiquinol-8 biosynthesis (prokaryotic)	0.04	0.13	0.13	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Ubiquinone-Biosynthesis.PWY-6708.	PWY-6708
siroheme biosynthesis	0.04	0.5	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.PWY-5194.	PWY-5194
guanosine nucleotides degradation III	0.04	0.5	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.NUCLEO-DEG.Purine-Degradation.Guanosine-Nucleotides-Degradation.PWY-6608.	PWY-6608
coenzyme A biosynthesis I (prokaryotic)	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.CoA-Biosynthesis.COA-PWY.	COA-PWY
pyruvate fermentation to ethanol I	0.04	1.0	1.33	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.PWY-5480./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.PWY-5480.	PWY-5480
sulfolactate degradation III	0.04	0.25	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfolactate-Degradation.PWY-6638.	PWY-6638
phenylethanol biosynthesis	0.04	0.25	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PHENYLPROPANOID-SYN.PWY-5751./Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5751.	PWY-5751
ammonia assimilation cycle II	0.04	1.0	1.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.PWY-6964.	PWY-6964
hydrogen production III	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Hydrogen-Production.PWY-6759.	PWY-6759
L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.ARGDEG-III-PWY.	ARGDEG-III-PWY
L-glutamate biosynthesis V	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.PWY-4341.	PWY-4341
L-aspartate biosynthesis	0.04	1.0	2.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
seed germination protein turnover	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Protein-Degradation.PWY-6018.	PWY-6018
L-methionine biosynthesis III	0.04	0.5	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Super-HSERMETANA-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-De-novo-Biosynthesis.HSERMETANA-PWY.	HSERMETANA-PWY
L-valine degradation II	0.04	0.67	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.PWY-5057.	PWY-5057
glycine biosynthesis I	0.04	1.0	2.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLYCINE-SYN.GLYSYN-PWY.	GLYSYN-PWY
L-proline degradation	0.04	0.5	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PROLINE-DEG.PROUT-PWY.	PROUT-PWY
trans, trans-farnesyl diphosphate biosynthesis	0.04	0.67	0.67	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
L-phenylalanine degradation I (aerobic)	0.04	0.33	0.67	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PHENYLALANINE-DEG.PHENYLALANINE-DEG1-PWY.	PHENYLALANINE-DEG1-PWY
pentose phosphate pathway (oxidative branch) I	0.04	0.33	0.33	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Pentose-Phosphate-Cycle.OXIDATIVEPENT-PWY.	OXIDATIVEPENT-PWY
hydrogen production II	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Hydrogen-Production.PWY-6758.	PWY-6758
propanoyl CoA degradation I	0.04	1.0	1.33	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.CARBOXYLATES-DEG.Propionate-Degradation.PROPIONMET-PWY.	PROPIONMET-PWY
2-carboxy-1,4-naphthoquinol biosynthesis	0.04	0.57	0.57	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.DHNA-Biosynthesis.PWY-5837.	PWY-5837
reductive monocarboxylic acid cycle	0.04	0.5	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.C1-COMPOUNDS.CO2-Fixation.PWY-5493.	PWY-5493
trehalose biosynthesis V	0.04	0.33	0.67	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.PWY-2661./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.PWY-2661.	PWY-2661
L-glutamate degradation X	0.04	1.0	1.0	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY-5766.	PWY-5766
hydrogen production V	0.04	0.5	0.5	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Hydrogen-Production.PWY-6772.	PWY-6772
pyridoxal 5'-phosphate salvage I	0.04	0.4	0.4	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PLPSAL-PWY.	PLPSAL-PWY
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.04	0.75	0.88	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
cardiolipin biosynthesis I	0.04	0.67	0.67	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.Cardiolipin-Biosynthesis.PWY-5668.	PWY-5668
folate polyglutamylation	0.52	0.8	0.8	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila 139, Akkermansia muciniphila EB-AMDK-16, Akkermansia muciniphila EB-AMDK-15, Akkermansia muciniphila DSM 22959, Akkermansia muciniphila YL44, Akkermansia muciniphila CBA5201, Akkermansia muciniphila EB-AMDK-18, Akkermansia muciniphila EB-AMDK-4, Akkermansia muciniphila EB-AMDK-1, Akkermansia muciniphila EB-AMDK-7, Akkermansia muciniphila EB-AMDK-17, Akkermansia muciniphila EB-AMDK-10	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-2161.	PWY-2161
tetrahydrofolate biosynthesis	0.6	0.67	0.67	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila 139, Akkermansia muciniphila EB-AMDK-3, Akkermansia muciniphila EB-AMDK-16, Akkermansia muciniphila EB-AMDK-15, Akkermansia muciniphila DSM 22959, Akkermansia muciniphila, Akkermansia muciniphila YL44, Akkermansia muciniphila CBA5201, Akkermansia muciniphila EB-AMDK-18, Akkermansia muciniphila EB-AMDK-4, Akkermansia muciniphila EB-AMDK-1, Akkermansia muciniphila EB-AMDK-7, Akkermansia muciniphila EB-AMDK-17, Akkermansia muciniphila EB-AMDK-10	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6614.	PWY-6614
tRNA processing	0.96	0.3	0.3	Akkermansia muciniphila	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila 139, Akkermansia muciniphila EB-AMDK-8, Akkermansia muciniphila EB-AMDK-3, Akkermansia muciniphila EB-AMDK-16, Akkermansia muciniphila EB-AMDK-14, Akkermansia muciniphila EB-AMDK-15, Akkermansia muciniphila EB-AMDK-20, Akkermansia muciniphila EB-AMDK-2, Akkermansia muciniphila DSM 22959, Akkermansia muciniphila EB-AMDK-13, Akkermansia muciniphila EB-AMDK-21, Akkermansia muciniphila EB-AMDK-19, Akkermansia muciniphila EB-AMDK-22, Akkermansia muciniphila, Akkermansia muciniphila YL44, Akkermansia muciniphila CBA5201, Akkermansia muciniphila EB-AMDK-18, Akkermansia muciniphila EB-AMDK-4, Akkermansia muciniphila EB-AMDK-1, Akkermansia muciniphila EB-AMDK-7, Akkermansia muciniphila EB-AMDK-17, Akkermansia muciniphila EB-AMDK-10, Akkermansia muciniphila EB-AMDK-12	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1479.	PWY0-1479
