Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
acyl-[acyl-carrier protein] thioesterase pathway	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Lipid-Biosynthesis.PWY-5142.	PWY-5142
tRNA charging	1.0	0.95	1.14	Atopobium	Atopobium parvulum DSM 20469	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.67	0.67	Atopobium	Atopobium parvulum DSM 20469	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
purine deoxyribonucleosides degradation I	1.0	1.0	2.0	Atopobium	Atopobium parvulum DSM 20469	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-7179.	PWY-7179
S-methyl-5'-thioadenosine degradation IV	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Degradation.NUCLEO-DEG.Methylthioadenosine-Degradation.PWY0-1391.	PWY0-1391
NADH repair	1.0	0.25	0.25	Atopobium	Atopobium parvulum DSM 20469	Energy-Metabolism.PWY-6938.	PWY-6938
L-asparagine degradation I	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARAGINE-DEG.ASPARAGINE-DEG1-PWY.	ASPARAGINE-DEG1-PWY
UMP biosynthesis III	1.0	1.0	1.17	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-7791.	PWY-7791
thiamine salvage III	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6898.	PWY-6898
L-homoserine biosynthesis	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.HOMOSERSYN-PWY.	HOMOSERSYN-PWY
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1587.	PWY0-1587
N-acetylneuraminate and N-acetylmannosamine degradation I	1.0	0.33	0.33	Atopobium	Atopobium parvulum DSM 20469	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
PRPP biosynthesis	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
L-alanine biosynthesis I	1.0	0.67	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-VALINESYN-PWY.	ALANINE-VALINESYN-PWY
pyrimidine deoxyribonucleotides dephosphorylation	1.0	0.33	0.33	Atopobium	Atopobium parvulum DSM 20469	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7206./Metabolic-Clusters.PWY-7206.	PWY-7206
spermine biosynthesis	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Polyamine-Biosynthesis.ARGSPECAT-PWY.	ARGSPECAT-PWY
methylerythritol phosphate pathway I	1.0	0.89	0.89	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-NONMEVIPP-PWY.	MEP-NONMEVIPP-PWY
glycerol degradation V	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Degradation.Alcohol-Degradation.GLYCEROL-DEG.GLYCEROLMETAB-PWY.	GLYCEROLMETAB-PWY
5-aminoimidazole ribonucleotide biosynthesis II	1.0	0.8	0.8	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
D-galactose degradation V (Leloir pathway)	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY66-422.	PWY66-422
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	0.67	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	1.0	0.25	0.42	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
muropeptide degradation	1.0	0.25	0.25	Atopobium	Atopobium parvulum DSM 20469	Degradation.Polymer-Degradation.PWY0-1546.	PWY0-1546
glycerol degradation II	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6131.	PWY-6131
pyridoxal 5'-phosphate salvage I	1.0	0.6	0.6	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PLPSAL-PWY.	PLPSAL-PWY
glutathione-peroxide redox reactions	1.0	0.33	0.33	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cofactor-Biosynthesis.Reductants.PWY-4081.	PWY-4081
folate polyglutamylation	1.0	0.8	0.8	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-2161.	PWY-2161
D-galactose degradation I (Leloir pathway)	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY-6317.	PWY-6317
purine ribonucleosides degradation	1.0	1.0	1.83	Atopobium	Atopobium parvulum DSM 20469	Degradation.NUCLEO-DEG.Purine-Degradation.PWY0-1296.	PWY0-1296
adenine and adenosine salvage III	1.0	1.0	1.75	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6609.	PWY-6609
uracil degradation I (reductive)	1.0	0.33	0.67	Atopobium	Atopobium parvulum DSM 20469	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.Uracil-Degradation.PWY-3982./Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-3982.	PWY-3982
fructose degradation	1.0	1.0	3.0	Atopobium	Atopobium parvulum DSM 20469	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1314.	PWY0-1314
glycogen degradation II	1.0	0.67	1.17	Atopobium	Atopobium parvulum DSM 20469	Glycan-Glycan-Degradation.PWY-5941./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-5941./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycogen-Degradation.PWY-5941./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-5941./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycogen-Degradation.PWY-5941.	PWY-5941
pyrimidine nucleobases salvage I	1.0	1.0	2.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7183.	PWY-7183
L-glutamate biosynthesis III	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYNIII-PWY.	GLUTSYNIII-PWY
inosine-5'-phosphate biosynthesis II	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
chorismate biosynthesis from 3-dehydroquinate	1.0	0.8	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.Chorismate-Biosynthesis.PWY-6163.	PWY-6163
CDP-diacylglycerol biosynthesis III	1.0	0.6	0.6	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.CDP-diacylglycerol-Biosynthesis.PWY-5981.	PWY-5981
di-trans,poly-cis-undecaprenyl phosphate biosynthesis	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5785.	PWY-5785
spermidine biosynthesis I	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Polyamine-Biosynthesis.Spermidine-Biosynthesis.BSUBPOLYAMSYN-PWY.	BSUBPOLYAMSYN-PWY
[2Fe-2S] iron-sulfur cluster biosynthesis	1.0	0.2	0.6	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cofactor-Biosynthesis.PWY-7250.	PWY-7250
tetrahydrofolate biosynthesis	1.0	0.67	0.67	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6614.	PWY-6614
trehalose degradation I (low osmolarity)	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.Trehalose-Degradation.TREDEGLOW-PWY.	TREDEGLOW-PWY
L-alanine biosynthesis III	1.0	1.0	3.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.PWY0-1021.	PWY0-1021
guanosine nucleotides degradation III	1.0	0.5	0.75	Atopobium	Atopobium parvulum DSM 20469	Degradation.NUCLEO-DEG.Purine-Degradation.Guanosine-Nucleotides-Degradation.PWY-6608.	PWY-6608
pyrimidine deoxyribonucleotides de novo biosynthesis I	1.0	0.33	0.33	Atopobium	Atopobium parvulum DSM 20469	Metabolic-Clusters.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184.	PWY-7184
L-homocysteine biosynthesis	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.PWY-5344.	PWY-5344
pyrimidine deoxyribonucleosides degradation	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7181.	PWY-7181
adenosine ribonucleotides de novo biosynthesis	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7219.	PWY-7219
L-asparagine biosynthesis II	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINESYN-PWY.	ASPARAGINESYN-PWY
5-oxo-L-proline metabolism	1.0	0.17	0.17	Atopobium	Atopobium parvulum DSM 20469	Macromolecule-Modification.Protein-Modification.PWY-7942.	PWY-7942
L-cysteine biosynthesis I	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.CYSTEINE-SYN.CYSTSYN-PWY.	CYSTSYN-PWY
molybdenum cofactor biosynthesis	1.0	0.38	0.63	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Cofactor-Biosynthesis.Molybdenum-Cofactor-Biosynthesis.PWY-6823.	PWY-6823
guanosine ribonucleotides de novo biosynthesis	1.0	0.5	0.5	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7221.	PWY-7221
L-malate degradation II	1.0	1.0	1.0	Atopobium	Atopobium parvulum DSM 20469	Degradation.CARBOXYLATES-DEG.L-Malate-Degradation.PWY-7686.	PWY-7686
anhydromuropeptides recycling I	1.0	0.58	0.67	Atopobium	Atopobium parvulum DSM 20469	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.Anhydromuropeptides-Recycling.PWY0-1261.	PWY0-1261
thymine degradation	1.0	0.33	0.67	Atopobium	Atopobium parvulum DSM 20469	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.PWY-6430.	PWY-6430
xanthine and xanthosine salvage	1.0	0.5	1.0	Atopobium	Atopobium parvulum DSM 20469	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.SALVPURINE2-PWY.	SALVPURINE2-PWY
