Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
hydroxymethylpyrimidine salvage	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6910.	PWY-6910
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.HMP-PP-Biosynthesis.PWY-6890.	PWY-6890
UDP-&alpha;-D-glucose biosynthesis I	0.333333333333	1.0	2.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
thiazole biosynthesis II (aerobic bacteria)	0.333333333333	0.57	0.86	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6891.	PWY-6891
thiazole biosynthesis I (facultative anaerobic bacteria)	0.333333333333	0.57	0.86	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6892.	PWY-6892
acyl carrier protein activation	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
UTP and CTP de novo biosynthesis	0.333333333333	1.0	1.33	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	0.333333333333	0.33	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
adenosine ribonucleotides de novo biosynthesis	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7219.	PWY-7219
CMP phosphorylation	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7205.	PWY-7205
[2Fe-2S] iron-sulfur cluster biosynthesis	0.333333333333	0.2	0.4	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.PWY-7250.	PWY-7250
bis(guanylyl molybdenum cofactor) biosynthesis	0.333333333333	0.5	0.5	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.PWY-7639.	PWY-7639
urea cycle	0.333333333333	0.8	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
menaquinol-9 biosynthesis	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5844.	PWY-5844
gondoate biosynthesis (anaerobic)	0.333333333333	1.0	1.25	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-7663.	PWY-7663
guanosine deoxyribonucleotides de novo biosynthesis I	0.333333333333	1.0	1.5	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
N-end rule pathway I (prokaryotic)	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Macromolecule-Modification.Protein-Modification.PWY-7801./Metabolic-Clusters.PWY-7801.	PWY-7801
pyrimidine nucleobases salvage I	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7183.	PWY-7183
guanosine ribonucleotides de novo biosynthesis	0.333333333333	1.0	1.25	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7221.	PWY-7221
lipoprotein posttranslational modification	0.333333333333	0.75	0.75	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
spermidine biosynthesis III	0.333333333333	0.75	0.75	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Polyamine-Biosynthesis.Spermidine-Biosynthesis.PWY-6834.	PWY-6834
menaquinol-7 biosynthesis	0.333333333333	0.5	0.5	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	0.333333333333	0.75	0.75	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PWY-5653.	PWY-5653
S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	0.333333333333	0.43	0.43	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Degradation.NUCLEO-DEG.MTR-1P-Degradation.PWY-4361./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-Salvage.MTR-1P-Degradation.PWY-4361.	PWY-4361
lipoate biosynthesis and incorporation III (Bacillus)	0.333333333333	0.67	0.67	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY-6987.	PWY-6987
pyrimidine deoxyribonucleotide phosphorylation	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Metabolic-Clusters.PWY-7197./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7197.	PWY-7197
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	0.333333333333	1.0	2.0	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1587.	PWY0-1587
adenosine deoxyribonucleotides de novo biosynthesis	0.333333333333	1.0	1.5	Acidithiobacillus	Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227.	PWY-7227
3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.111111111111	0.4	0.5	Acidithiobacillus	Acidithiobacillus caldus SM-1	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.Chlorophyll-Biosynthesis.Chlorophyllide-a-Biosynthesis.CHLOROPHYLL-SYN.	CHLOROPHYLL-SYN
glycolysis III (from glucose)	0.111111111111	1.0	1.5	Acidithiobacillus	Acidithiobacillus caldus SM-1	Energy-Metabolism.GLYCOLYSIS-VARIANTS.ANAGLYCOLYSIS-PWY.	ANAGLYCOLYSIS-PWY
glucose and glucose-1-phosphate degradation	0.111111111111	0.33	0.33	Acidithiobacillus	Acidithiobacillus caldus SM-1	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GLUCOSE1PMETAB-PWY.	GLUCOSE1PMETAB-PWY
2,3-dihydroxybenzoate biosynthesis	0.111111111111	0.33	0.33	Acidithiobacillus	Acidithiobacillus caldus SM-1	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5901.	PWY-5901
3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	0.111111111111	0.4	0.5	Acidithiobacillus	Acidithiobacillus caldus SM-1	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.Chlorophyll-Biosynthesis.Chlorophyllide-a-Biosynthesis.PWY-5531.	PWY-5531
&beta;-alanine degradation II	0.111111111111	0.5	0.5	Acidithiobacillus	Acidithiobacillus caldus SM-1	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.Beta-Alanine-Degradation.PWY-1781.	PWY-1781
ethanol degradation II	0.111111111111	0.67	0.67	Acidithiobacillus	Acidithiobacillus caldus SM-1	Degradation.Alcohol-Degradation.Ethanol-Degradation.PWY66-21.	PWY66-21
N-acetylneuraminate and N-acetylmannosamine degradation I	0.111111111111	0.33	0.33	Acidithiobacillus	Acidithiobacillus caldus SM-1	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
pseudouridine degradation	0.111111111111	0.5	0.5	Acidithiobacillus	Acidithiobacillus caldus SM-1	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-6019.	PWY-6019
&beta;-alanine biosynthesis II	0.111111111111	0.17	0.17	Acidithiobacillus	Acidithiobacillus caldus SM-1	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-3941.	PWY-3941
2-carboxy-1,4-naphthoquinol biosynthesis	0.111111111111	0.14	0.14	Acidithiobacillus	Acidithiobacillus caldus SM-1	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.DHNA-Biosynthesis.PWY-5837.	PWY-5837
polymyxin resistance	0.222222222222	0.17	0.17	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus caldus ATCC 51756	Detoxification.Antibiotic-Resistance.PWY0-1338./Biosynthesis.Cell-Structure-Biosynthesis.Lipopolysaccharide-Biosynthesis.PWY0-1338.	PWY0-1338
D-gluconate degradation	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus caldus MTH-04	Degradation.CARBOXYLATES-DEG.GLUCONSUPER-PWY.	GLUCONSUPER-PWY
glutathione-peroxide redox reactions	0.666666666667	0.67	1.0	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981, Acidithiobacillus thiooxidans ATCC 19377	Biosynthesis.Cofactor-Biosynthesis.Reductants.PWY-4081.	PWY-4081
acetate and ATP formation from acetyl-CoA I	0.666666666667	1.0	1.25	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus ferridurans JCM 18981, Acidithiobacillus thiooxidans ATCC 19377	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
L-proline degradation	0.333333333333	0.5	0.5	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus thiooxidans ATCC 19377	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PROLINE-DEG.PROUT-PWY.	PROUT-PWY
L-asparagine biosynthesis II	0.222222222222	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINESYN-PWY.	ASPARAGINESYN-PWY
L-asparagine biosynthesis I	0.222222222222	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINE-BIOSYNTHESIS.	ASPARAGINE-BIOSYNTHESIS
Kdo transfer to lipid IVA I	0.666666666667	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus caldus MTH-04, Acidithiobacillus ferridurans JCM 18981, Acidithiobacillus thiooxidans ATCC 19377	Biosynthesis.Cell-Structure-Biosynthesis.Lipopolysaccharide-Biosynthesis.KDO-Lipid-IV-Transfer.KDOSYN-PWY.	KDOSYN-PWY
N10-formyl-tetrahydrofolate biosynthesis	0.666666666667	0.55	0.81	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus thiooxidans ATCC 19377	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
CMP-3-deoxy-D-manno-octulosonate biosynthesis	0.777777777778	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus ferrooxidans ATCC 53993, Acidithiobacillus caldus MTH-04, Acidithiobacillus ferridurans JCM 18981, Acidithiobacillus thiooxidans ATCC 19377	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.CMP-KDO-Biosynthesis.PWY-1269./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.PWY-1269.	PWY-1269
NADH to cytochrome bd oxidase electron transfer I	0.777777777778	1.0	9.5	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus ferrooxidans ATCC 53993, Acidithiobacillus caldus MTH-04, Acidithiobacillus sp. 'AMD consortium', Acidithiobacillus thiooxidans ATCC 19377	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1334./Energy-Metabolism.Electron-Transfer.PWY0-1334.	PWY0-1334
formate assimilation into 5,10-methylenetetrahydrofolate	0.555555555556	0.5	0.5	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus ferrooxidans ATCC 53993, Acidithiobacillus thiooxidans ATCC 19377	Degradation.C1-COMPOUNDS.PWY-1722.	PWY-1722
sulfide oxidation I (sulfide-quinone reductase)	0.444444444444	1.0	2.0	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus caldus ATCC 51756, Acidithiobacillus thiooxidans ATCC 19377	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfide-Oxidation.P222-PWY./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.P222-PWY.	P222-PWY
tetrathionate oxidation	0.333333333333	1.0	1.0	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus ferridurans JCM 18981	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Tetrathionate-Oxidation.PWY-6327./Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.Tetrathionate-Oxidation.PWY-6327.	PWY-6327
D-glucarate degradation I	0.333333333333	0.25	0.25	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus ferrooxidans ATCC 53993	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Glucarate-Degradation.GLUCARDEG-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Glucarate-Degradation.GLUCARDEG-PWY.	GLUCARDEG-PWY
phenylethanol biosynthesis	0.333333333333	0.25	0.25	Acidithiobacillus	Acidithiobacillus caldus SM-1, Acidithiobacillus ferrooxidans ATCC 23270, Acidithiobacillus ferrooxidans ATCC 53993	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PHENYLPROPANOID-SYN.PWY-5751./Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5751.	PWY-5751
