Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
L-threonine degradation I	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	1.0	0.15	0.15	Allobaculum	Allobaculum stercoricanis DSM 13633	Super-PWY0-166./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY0-166./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY0-166.	PWY0-166
pyruvate fermentation to ethanol I	1.0	0.67	0.67	Allobaculum	Allobaculum stercoricanis DSM 13633	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.PWY-5480./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.PWY-5480.	PWY-5480
tRNA processing	1.0	0.5	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1479.	PWY0-1479
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6613.	PWY-6613
L-leucine biosynthesis	1.0	0.83	1.17	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LEUCINE-SYN.LEUSYN-PWY.	LEUSYN-PWY
L-glutamine degradation I	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
trans, trans-farnesyl diphosphate biosynthesis	1.0	0.67	0.67	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
L-glutamine degradation II	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINEFUM-PWY.	GLUTAMINEFUM-PWY
glycine betaine biosynthesis II (Gram-positive bacteria)	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Polyamine-Biosynthesis.Betaine-Biosynthesis.PWY-3722.	PWY-3722
L-glutamine biosynthesis I	1.0	1.0	3.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.5	1.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
N-acetylglucosamine degradation I	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
superpathway of guanosine nucleotides de novo biosynthesis II	1.0	0.44	0.56	Allobaculum	Allobaculum stercoricanis DSM 13633	Super-PWY-6125./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.PWY-6125.	PWY-6125
formaldehyde assimilation I (serine pathway)	1.0	0.31	0.31	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.C1-COMPOUNDS.Formaldehyde-Assimilation.PWY-1622.	PWY-1622
thioredoxin pathway	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
S-adenosyl-L-methionine biosynthesis	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.SAM-PWY.	SAM-PWY
coenzyme A biosynthesis I (prokaryotic)	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.CoA-Biosynthesis.COA-PWY.	COA-PWY
glutaryl-CoA degradation	1.0	0.2	0.2	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.CARBOXYLATES-DEG.PWY-5177.	PWY-5177
thiamine salvage III	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6898.	PWY-6898
acetoacetate degradation (to acetyl CoA)	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Fatty-Acid-and-Lipid-Degradation.ACETOACETATE-DEG-PWY.	ACETOACETATE-DEG-PWY
4-aminobutanoate degradation V	1.0	0.13	0.13	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.AMINE-DEG.4-Aminobutyraye-Degradation.PWY-5022./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetyl-CoA-Butyrate.PWY-5022.	PWY-5022
dTDP-L-rhamnose biosynthesis	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.DTDPRHAMSYN-PWY.	DTDPRHAMSYN-PWY
ppGpp biosynthesis	1.0	0.67	0.67	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Metabolic-Regulators.PPGPPMET-PWY.	PPGPPMET-PWY
L-isoleucine biosynthesis I (from threonine)	1.0	1.0	1.2	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ISOLEUCINE-SYN.ILEUSYN-PWY.	ILEUSYN-PWY
guanine and guanosine salvage II	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.95	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
phosphopantothenate biosynthesis I	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
L-arginine biosynthesis II (acetyl cycle)	1.0	1.0	1.33	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ARGININE-SYN.ARGSYNBSUB-PWY.	ARGSYNBSUB-PWY
D-allose degradation	1.0	0.33	0.33	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-44.	PWY0-44
superpathway of adenosine nucleotides de novo biosynthesis II	1.0	0.5	1.38	Allobaculum	Allobaculum stercoricanis DSM 13633	Super-PWY-6126./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.PWY-6126.	PWY-6126
purine nucleobases degradation II (anaerobic)	1.0	0.32	0.36	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5497./Energy-Metabolism.Fermentation.PWY-5497.	PWY-5497
calcium transport I	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Transport-PWY-6166	Transport-PWY-6166
NAD salvage pathway I (PNC VI cycle)	1.0	0.25	0.25	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSAL-PWY.	PYRIDNUCSAL-PWY
(1,4)-&beta;-D-xylan degradation	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Glycan-Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717.	PWY-6717
L-homoserine biosynthesis	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.HOMOSERSYN-PWY.	HOMOSERSYN-PWY
lactose and galactose degradation I	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.LACTOSE-DEG.LACTOSECAT-PWY./Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.LACTOSECAT-PWY.	LACTOSECAT-PWY
L-aspartate biosynthesis	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
seed germination protein turnover	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Protein-Degradation.PWY-6018.	PWY-6018
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	0.25	0.25	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
L-lysine biosynthesis III	1.0	0.86	0.86	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LYSINE-SYN.PWY-2942.	PWY-2942
L-alanine biosynthesis I	1.0	0.67	0.67	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-VALINESYN-PWY.	ALANINE-VALINESYN-PWY
5-aminoimidazole ribonucleotide biosynthesis I	1.0	1.0	1.4	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
phenylethanol biosynthesis	1.0	0.25	0.25	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PHENYLPROPANOID-SYN.PWY-5751./Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5751.	PWY-5751
sucrose degradation I (sucrose phosphotransferase)	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.SUCROSE-DEG.SUCUTIL-PWY.	SUCUTIL-PWY
inosine-5'-phosphate biosynthesis I	1.0	0.83	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
ethanol degradation I	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Alcohol-Degradation.Ethanol-Degradation.ETOH-ACETYLCOA-ANA-PWY.	ETOH-ACETYLCOA-ANA-PWY
L-valine degradation II	1.0	0.67	0.67	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.PWY-5057.	PWY-5057
L-glutamate biosynthesis I	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYN-PWY.	GLUTSYN-PWY
purine and pyrimidine metabolism	1.0	0.53	0.53	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.P1-PWY./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.P1-PWY./Metabolic-Clusters.P1-PWY.	P1-PWY
pyruvate fermentation to butanoate	1.0	0.14	0.14	Allobaculum	Allobaculum stercoricanis DSM 13633	Energy-Metabolism.Fermentation.Pyruvate-Degradation.CENTFERM-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetyl-CoA-Butyrate.CENTFERM-PWY.	CENTFERM-PWY
sulfur reduction II (via polysulfide)	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfur-reduction.PWY-5364.	PWY-5364
glycine biosynthesis I	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLYCINE-SYN.GLYSYN-PWY.	GLYSYN-PWY
wound-induced proteolysis I	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Protein-Degradation.PWY-5988.	PWY-5988
PRPP biosynthesis	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
L-histidine biosynthesis	1.0	0.9	1.3	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.HISTIDINE-SYN.HISTSYN-PWY.	HISTSYN-PWY
D-galactarate degradation I	1.0	0.25	0.25	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.GALACTARDEG-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.GALACTARDEG-PWY.	GALACTARDEG-PWY
pyridoxal 5'-phosphate salvage I	1.0	0.6	0.6	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PLPSAL-PWY.	PLPSAL-PWY
sedoheptulose bisphosphate bypass	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Energy-Metabolism.PWY0-1517.	PWY0-1517
L-valine biosynthesis	1.0	1.0	1.25	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.VALINE-BIOSYNTHESIS.VALSYN-PWY.	VALSYN-PWY
thiamine diphosphate biosynthesis III (Staphylococcus)	1.0	0.67	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Diphosphate-Biosynthesis.PWY-6907.	PWY-6907
L-proline biosynthesis I	1.0	0.75	0.75	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.PROSYN-PWY.	PROSYN-PWY
L-threonine degradation IV	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5436.	PWY-5436
L-cysteine biosynthesis I	1.0	1.0	1.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.CYSTEINE-SYN.CYSTSYN-PWY.	CYSTSYN-PWY
pyrimidine ribonucleotides interconversion	1.0	0.18	0.18	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.PWY-5687.	PWY-5687
chondroitin sulfate degradation I (bacterial)	1.0	0.08	0.08	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycosaminoglycan-Degradation.PWY-6572./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycosaminoglycan-Degradation.PWY-6572.	PWY-6572
pyruvate fermentation to (S)-lactate	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Lactate-Fermentation.PWY-5481./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-Lactate.Pyruvate-Lactate-Fermentation.PWY-5481.	PWY-5481
D-galactose degradation I (Leloir pathway)	1.0	0.83	0.83	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY-6317.	PWY-6317
L-asparagine degradation I	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARAGINE-DEG.ASPARAGINE-DEG1-PWY.	ASPARAGINE-DEG1-PWY
heme b biosynthesis II (anaerobic)	1.0	0.25	0.25	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.13	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
L-asparagine biosynthesis I	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINE-BIOSYNTHESIS.	ASPARAGINE-BIOSYNTHESIS
sulfide oxidation II (sulfide dehydrogenase)	1.0	1.0	1.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfide-Oxidation.PWY-5274.	PWY-5274
reductive monocarboxylic acid cycle	1.0	0.5	0.5	Allobaculum	Allobaculum stercoricanis DSM 13633	Degradation.C1-COMPOUNDS.CO2-Fixation.PWY-5493.	PWY-5493
L-glutamate biosynthesis III	1.0	1.0	2.0	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYNIII-PWY.	GLUTSYNIII-PWY
chorismate biosynthesis from 3-dehydroquinate	1.0	0.83	0.83	Allobaculum	Allobaculum stercoricanis DSM 13633	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.Chorismate-Biosynthesis.PWY-6163.	PWY-6163
