Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
heptaprenyl diphosphate biosynthesis	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5807.	PWY-5807
hydrogen oxidation III (anaerobic, NADP)	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.Hydrogen-Oxidation.PWY-6512.	PWY-6512
L-serine biosynthesis I	0.0357142857143	0.33	0.33	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.SERINE-BIOSYNTHESIS.SERSYN-PWY.	SERSYN-PWY
UDP-&alpha;-D-xylose biosynthesis	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Super-PWY-4821./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-4821.	PWY-4821
ethanol degradation II	0.0357142857143	0.67	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Alcohol-Degradation.Ethanol-Degradation.PWY66-21.	PWY66-21
hydrogen production I	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Hydrogen-Production.PWY-6744.	PWY-6744
D-sorbitol degradation I	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.PWY-4101.	PWY-4101
sulfite oxidation III	0.0357142857143	1.0	1.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfite-Oxidation.PWY-5278.	PWY-5278
L-glutamate degradation I	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.GLUTAMATE-DEG1-PWY.	GLUTAMATE-DEG1-PWY
tetrapyrrole biosynthesis I (from glutamate)	0.0357142857143	1.0	1.17	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Tetrapyrrole-Biosynthesis.PWY-5188.	PWY-5188
2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate	0.0357142857143	0.25	0.25	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.CARBOXYLATES-DEG.PWY-5654.	PWY-5654
N-acetylneuraminate and N-acetylmannosamine degradation I	0.0357142857143	0.33	0.33	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
starch degradation V	0.0357142857143	0.83	1.17	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Starch-Degradation.PWY-6737./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Starch-Degradation.PWY-6737.	PWY-6737
ethanol degradation I	0.0357142857143	1.0	1.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Alcohol-Degradation.Ethanol-Degradation.ETOH-ACETYLCOA-ANA-PWY.	ETOH-ACETYLCOA-ANA-PWY
neurosporene biosynthesis	0.0357142857143	0.4	0.8	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.TETRATERPENOID-SYN.C40-Carotenoids-Biosynthesis.PWY-6287./Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.CAROTENOID-SYN.C40-Carotenoids-Biosynthesis.PWY-6287.	PWY-6287
siroheme biosynthesis	0.0357142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.PWY-5194.	PWY-5194
guanosine nucleotides degradation III	0.0357142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.NUCLEO-DEG.Purine-Degradation.Guanosine-Nucleotides-Degradation.PWY-6608.	PWY-6608
L-glutamate biosynthesis II	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTAMATE-SYN2-PWY.	GLUTAMATE-SYN2-PWY
ammonia assimilation cycle II	0.0357142857143	1.0	1.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.PWY-6964.	PWY-6964
hydrogen production III	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Hydrogen-Production.PWY-6759.	PWY-6759
L-glutamate biosynthesis V	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.PWY-4341.	PWY-4341
cellulose degradation I (cellulosome)	0.0357142857143	0.13	1.75	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Glycan-Glycan-Degradation.PWY-6805./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6805./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Cellulose-Degradation.PWY-6805./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6805./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Cellulose-Degradation.PWY-6805.	PWY-6805
L-methionine biosynthesis III	0.0357142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Super-HSERMETANA-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-De-novo-Biosynthesis.HSERMETANA-PWY.	HSERMETANA-PWY
L-proline degradation	0.0357142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PROLINE-DEG.PROUT-PWY.	PROUT-PWY
L-phenylalanine degradation I (aerobic)	0.0357142857143	0.33	0.67	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PHENYLALANINE-DEG.PHENYLALANINE-DEG1-PWY.	PHENYLALANINE-DEG1-PWY
hydrogen production II	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Hydrogen-Production.PWY-6758.	PWY-6758
2-carboxy-1,4-naphthoquinol biosynthesis	0.0357142857143	0.57	0.57	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.DHNA-Biosynthesis.PWY-5837.	PWY-5837
trehalose biosynthesis V	0.0357142857143	0.33	0.67	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.PWY-2661./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.PWY-2661.	PWY-2661
L-glutamate degradation X	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY-5766.	PWY-5766
hydrogen production V	0.0357142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Hydrogen-Production.PWY-6772.	PWY-6772
acetyl-CoA biosynthesis II (NADP-dependent pyruvate dehydrogenase)	0.0357142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835	Energy-Metabolism.Acetyl-CoA-Biosynthesis.PWY-6970.	PWY-6970
pentose phosphate pathway (non-oxidative branch)	0.0714285714286	0.9	1.3	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia glycaniphila	Energy-Metabolism.Pentose-Phosphate-Cycle.NONOXIPENT-PWY.	NONOXIPENT-PWY
hydrogen oxidation I (aerobic)	0.107142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia glycaniphila, Akkermansia muciniphila YL44	Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.Hydrogen-Oxidation.P283-PWY.	P283-PWY
L-ornithine biosynthesis I	0.178571428571	0.8	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia glycaniphila, Akkermansia muciniphila YL44, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.L-Ornithine-Biosynthesis.GLUTORN-PWY.	GLUTORN-PWY
folate polyglutamylation	0.571428571429	0.8	0.8	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila 139, Akkermansia muciniphila EB-AMDK-16, Akkermansia muciniphila EB-AMDK-15, Akkermansia muciniphila DSM 22959, Akkermansia glycaniphila, Akkermansia muciniphila YL44, Akkermansia muciniphila CBA5201, Akkermansia muciniphila EB-AMDK-18, Akkermansia muciniphila EB-AMDK-4, Akkermansia muciniphila EB-AMDK-1, Akkermansia muciniphila EB-AMDK-7, Akkermansia muciniphila EB-AMDK-17, Akkermansia muciniphila EB-AMDK-10, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-2161.	PWY-2161
tetrahydrofolate biosynthesis	0.642857142857	0.67	0.67	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila 139, Akkermansia muciniphila EB-AMDK-3, Akkermansia muciniphila EB-AMDK-16, Akkermansia muciniphila EB-AMDK-15, Akkermansia muciniphila DSM 22959, Akkermansia glycaniphila, Akkermansia muciniphila, Akkermansia muciniphila YL44, Akkermansia muciniphila CBA5201, Akkermansia muciniphila EB-AMDK-18, Akkermansia muciniphila EB-AMDK-4, Akkermansia muciniphila EB-AMDK-1, Akkermansia muciniphila EB-AMDK-7, Akkermansia muciniphila EB-AMDK-17, Akkermansia muciniphila EB-AMDK-10, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6614.	PWY-6614
tRNA processing	0.964285714286	0.3	0.3	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila 139, Akkermansia muciniphila EB-AMDK-8, Akkermansia muciniphila EB-AMDK-3, Akkermansia muciniphila EB-AMDK-16, Akkermansia muciniphila EB-AMDK-14, Akkermansia muciniphila EB-AMDK-15, Akkermansia muciniphila EB-AMDK-20, Akkermansia muciniphila EB-AMDK-2, Akkermansia muciniphila DSM 22959, Akkermansia muciniphila EB-AMDK-13, Akkermansia muciniphila EB-AMDK-21, Akkermansia muciniphila EB-AMDK-19, Akkermansia muciniphila EB-AMDK-22, Akkermansia glycaniphila, Akkermansia muciniphila, Akkermansia muciniphila YL44, Akkermansia muciniphila CBA5201, Akkermansia muciniphila EB-AMDK-18, Akkermansia muciniphila EB-AMDK-4, Akkermansia muciniphila EB-AMDK-1, Akkermansia muciniphila EB-AMDK-7, Akkermansia muciniphila EB-AMDK-17, Akkermansia muciniphila EB-AMDK-10, Akkermansia muciniphila EB-AMDK-12, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1479.	PWY0-1479
pyruvate fermentation to propanoate I	0.214285714286	0.71	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila 139, Akkermansia muciniphila YL44, Akkermansia muciniphila EB-AMDK-7, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Propanoate-Fermentation.P108-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-propanoate.Pyruvate-Propanoate-Fermentation.P108-PWY.	P108-PWY
sulfate activation for sulfonation	0.0714285714286	0.5	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-5340./Activation-Inactivation-Interconversion.Activation.PWY-5340.	PWY-5340
pyruvate decarboxylation to acetyl CoA	0.0714285714286	0.67	0.83	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
trans, trans-farnesyl diphosphate biosynthesis	0.0714285714286	0.67	0.67	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
gluconeogenesis I	0.107142857143	0.62	0.77	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Gluconeogenesis.GLUCONEO-PWY.	GLUCONEO-PWY
lactose degradation III	0.107142857143	1.0	3.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.LACTOSE-DEG.BGALACT-PWY.	BGALACT-PWY
8-amino-7-oxononanoate biosynthesis III	0.107142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Other-biosynthesis.7-Keto-8-aminopelargonate-Biosynthesis.PWY-6578.	PWY-6578
pyruvate fermentation to ethanol I	0.107142857143	0.67	0.67	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.PWY-5480./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.PWY-5480.	PWY-5480
putrescine biosynthesis II	0.107142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Polyamine-Biosynthesis.Putrescine-Biosynthesis.PWY-43.	PWY-43
L-tyrosine biosynthesis I	0.107142857143	0.67	0.67	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TYROSINE-SYN.TYRSYN.	TYRSYN
pyrimidine ribonucleotides interconversion	0.107142857143	0.36	0.36	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.PWY-5687.	PWY-5687
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.107142857143	0.4	0.4	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
superpathway of guanosine nucleotides de novo biosynthesis II	0.107142857143	0.78	0.78	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Super-PWY-6125./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.PWY-6125.	PWY-6125
glutaryl-CoA degradation	0.107142857143	0.2	0.2	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Degradation.CARBOXYLATES-DEG.PWY-5177.	PWY-5177
aerobic respiration I (cytochrome c)	0.107142857143	0.5	2.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-3781./Energy-Metabolism.Electron-Transfer.PWY-3781.	PWY-3781
dTDP-L-rhamnose biosynthesis	0.107142857143	0.75	0.75	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.DTDPRHAMSYN-PWY.	DTDPRHAMSYN-PWY
&beta;-alanine biosynthesis III	0.107142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-5155.	PWY-5155
superpathway of adenosine nucleotides de novo biosynthesis II	0.107142857143	0.75	1.75	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Super-PWY-6126./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.PWY-6126.	PWY-6126
heme b biosynthesis II (anaerobic)	0.107142857143	0.25	0.25	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
TCA cycle I (prokaryotic)	0.107142857143	0.9	1.1	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Energy-Metabolism.TCA-VARIANTS.TCA.	TCA
purine and pyrimidine metabolism	0.107142857143	0.41	0.41	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.P1-PWY./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.P1-PWY./Metabolic-Clusters.P1-PWY.	P1-PWY
wound-induced proteolysis I	0.107142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Degradation.Protein-Degradation.PWY-5988.	PWY-5988
8-amino-7-oxononanoate biosynthesis I	0.107142857143	0.73	0.73	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Other-biosynthesis.7-Keto-8-aminopelargonate-Biosynthesis.PWY-6519.	PWY-6519
L-threonine degradation IV	0.107142857143	1.0	1.0	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5436.	PWY-5436
respiration (anaerobic)	0.107142857143	0.69	0.77	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.ANARESP1-PWY.	ANARESP1-PWY
acetate and ATP formation from acetyl-CoA I	0.107142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
(R)-cysteate degradation	0.107142857143	0.25	0.25	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-6642.	PWY-6642
adenosylcobalamin biosynthesis from cobyrinate a,c-diamide II	0.107142857143	0.44	0.56	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.PWY-5508.	PWY-5508
inosine-5'-phosphate biosynthesis II	0.107142857143	0.8	0.8	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
sulfolactate degradation III	0.107142857143	0.25	0.25	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfolactate-Degradation.PWY-6638.	PWY-6638
methylerythritol phosphate pathway I	0.107142857143	0.89	0.89	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-NONMEVIPP-PWY.	MEP-NONMEVIPP-PWY
(5Z)-dodecenoate biosynthesis I	0.107142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.5Z-Dodec-5-enoate-Biosynthesis.PWY0-862.	PWY0-862
acyl carrier protein metabolism	0.107142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Activation-Inactivation-Interconversion.Interconversion.PWY-6012./Biosynthesis.Cofactor-Biosynthesis.PWY-6012.	PWY-6012
GDP-mannose biosynthesis	0.107142857143	0.5	0.5	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-5659.	PWY-5659
superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.107142857143	0.46	0.46	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Super-PWY0-166./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY0-166./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY0-166.	PWY0-166
GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.107142857143	0.25	0.25	Akkermansia	Akkermansia muciniphila ATCC BAA-835, Akkermansia muciniphila CAG:154, Akkermansia sp. CAG:344	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-6478.	PWY-6478
