Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
cytidylyl molybdenum cofactor biosynthesis	0.485714285714	1.0	1.0	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas hydrophila subsp. hydrophila, Aeromonas hydrophila YL17, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas hydrophila WCX23, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas veronii FDAARGOS_632, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas veronii TH0426, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas hydrophila GSH8-2, Aeromonas hydrophila D4, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas veronii MS-18-37, Aeromonas schubertii WL1483, Aeromonas dhakensis KN-Mc-6U21, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11, Aeromonas dhakensis AAK1, Aeromonas hydrophila SSU	Biosynthesis.Cofactor-Biosynthesis.PWY-6476.	PWY-6476
D-galactosamine and N-acetyl-D-galactosamine degradation	0.3	0.5	0.75	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas hydrophila subsp. hydrophila, Aeromonas hydrophila YL17, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas hydrophila WCX23, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas hydrophila GSH8-2, Aeromonas hydrophila D4, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas dhakensis KN-Mc-6U21, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7395.	PWY-7395
choline degradation III	0.257142857143	1.0	1.0	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas hydrophila subsp. hydrophila, Aeromonas hydrophila YL17, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas hydrophila WCX23, Aeromonas hydrophila MX16A, Aeromonas hydrophila KN-Mc-1R2, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas hydrophila GSH8-2, Aeromonas hydrophila D4, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301	Degradation.AMINE-DEG.Choline-Degradation.PWY-7167.	PWY-7167
thymine degradation	0.528571428571	0.33	0.33	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas hydrophila subsp. hydrophila, Aeromonas hydrophila YL17, Aeromonas veronii B565, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila subsp. hydrophila ATCC 7966, Aeromonas hydrophila NJ-35, Aeromonas hydrophila WCX23, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas veronii FDAARGOS_632, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas veronii TH0426, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas hydrophila GSH8-2, Oceanimonas sp. GK1, Aeromonas hydrophila D4, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas veronii MS-18-37, Zobellella denitrificans F13-1, Aeromonas schubertii WL1483, Aeromonas dhakensis KN-Mc-6U21, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11, Aeromonas schubertii LF1708	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.PWY-6430.	PWY-6430
uracil degradation I (reductive)	0.571428571429	0.33	0.33	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas hydrophila subsp. hydrophila, Aeromonas hydrophila YL17, Aeromonas veronii B565, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas salmonicida subsp. salmonicida A449, Aeromonas hydrophila subsp. hydrophila ATCC 7966, Aeromonas hydrophila NJ-35, Aeromonas hydrophila WCX23, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas veronii FDAARGOS_632, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas veronii TH0426, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas hydrophila GSH8-2, Oceanimonas sp. GK1, Aeromonas hydrophila D4, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas veronii MS-18-37, Zobellella denitrificans F13-1, Aeromonas schubertii WL1483, Aeromonas dhakensis KN-Mc-6U21, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11, Aeromonas schubertii LF1708, Aeromonas dhakensis AAK1, Aeromonas hydrophila SSU	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.Uracil-Degradation.PWY-3982./Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-3982.	PWY-3982
UMP biosynthesis II	0.428571428571	1.0	1.5	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas salmonicida subsp. pectinolytica 34mel, Aeromonas salmonicida subsp. masoucida, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas salmonicida subsp. salmonicida 01-B526, Tolumonas auensis DSM 9187, Aeromonas sp. ASNIH5, Aeromonas salmonicida S121, Aeromonas caviae FDAARGOS_72, Aeromonas salmonicida S44, Aeromonas salmonicida O23A, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. CU5, Aeromonas encheleia NCTC12917, Aeromonas sp. ASNIH1, Aeromonas salmonicida S68, Aeromonas sp. ASNIH3, Aeromonas hydrophila D4, Aeromonas salmonicida A527, Aeromonas hydrophila ZYAH72, Aeromonas caviae R25-6, Zobellella denitrificans F13-1, Aeromonas caviae NCTC12244, Aeromonas hydrophila JBN2301, Aeromonas caviae GSH8M-1, Aeromonas caviae T25-39, Aeromonas sp. ASNIH2	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-7790.	PWY-7790
L-malate degradation II	0.714285714286	1.0	2.0	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas salmonicida subsp. salmonicida, Aeromonas hydrophila subsp. hydrophila, Aeromonas hydrophila YL17, Aeromonas salmonicida subsp. masoucida, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas hydrophila 4AK4, Aeromonas salmonicida subsp. salmonicida 01-B526, Tolumonas auensis DSM 9187, Aeromonas sp. ASNIH5, Aeromonas hydrophila WCX23, Aeromonas rivipollensis KN-Mc-11N1, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas salmonicida S121, Aeromonas caviae FDAARGOS_72, Aeromonas salmonicida S44, Oceanisphaera profunda SM1222, Aeromonas veronii FC951, Aeromonas veronii X12, Oceanisphaera avium AMac2203, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas encheleia NCTC12917, Aeromonas sp. ASNIH1, Aeromonas salmonicida S68, Aeromonas caviae 8LM, Aeromonas sp. ASNIH3, Aeromonas caviae R25-2, Aeromonas hydrophila D4, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas caviae R25-6, Zobellella denitrificans F13-1, Aeromonas caviae NCTC12244, Aeromonas dhakensis KN-Mc-6U21, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas caviae GSH8M-1, Aeromonas veronii 17ISAe, Aeromonas caviae T25-39, Aeromonas sp. ASNIH2, Aeromonas veronii X11, Aeromonas schubertii LF1708	Degradation.CARBOXYLATES-DEG.L-Malate-Degradation.PWY-7686.	PWY-7686
hydrogen to dimethyl sulfoxide electron transfer	0.714285714286	0.5	1.0	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas salmonicida subsp. salmonicida, Aeromonas hydrophila subsp. hydrophila, Aeromonas salmonicida subsp. pectinolytica 34mel, Aeromonas hydrophila YL17, Aeromonas salmonicida subsp. masoucida, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas hydrophila 4AK4, Aeromonas salmonicida subsp. salmonicida 01-B526, Aeromonas sp. ASNIH5, Aeromonas hydrophila WCX23, Aeromonas rivipollensis KN-Mc-11N1, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas salmonicida S121, Aeromonas caviae FDAARGOS_72, Aeromonas veronii FDAARGOS_632, Aeromonas salmonicida S44, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas salmonicida O23A, Aeromonas veronii TH0426, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas encheleia NCTC12917, Aeromonas salmonicida S68, Aeromonas caviae 8LM, Aeromonas hydrophila GSH8-2, Aeromonas sp. ASNIH3, Aeromonas hydrophila D4, Aeromonas salmonicida A527, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas caviae R25-6, Aeromonas veronii MS-18-37, Aeromonas schubertii WL1483, Aeromonas caviae NCTC12244, Aeromonas dhakensis KN-Mc-6U21, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1577./Energy-Metabolism.Electron-Transfer.PWY0-1577.	PWY0-1577
hydrogen to trimethylamine N-oxide electron transfer	0.714285714286	0.5	1.0	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas salmonicida subsp. salmonicida, Aeromonas hydrophila subsp. hydrophila, Aeromonas salmonicida subsp. pectinolytica 34mel, Aeromonas hydrophila YL17, Aeromonas salmonicida subsp. masoucida, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas hydrophila 4AK4, Aeromonas salmonicida subsp. salmonicida 01-B526, Aeromonas sp. ASNIH5, Aeromonas hydrophila WCX23, Aeromonas rivipollensis KN-Mc-11N1, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas salmonicida S121, Aeromonas caviae FDAARGOS_72, Aeromonas veronii FDAARGOS_632, Aeromonas salmonicida S44, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas salmonicida O23A, Aeromonas veronii TH0426, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas encheleia NCTC12917, Aeromonas salmonicida S68, Aeromonas caviae 8LM, Aeromonas hydrophila GSH8-2, Aeromonas sp. ASNIH3, Aeromonas hydrophila D4, Aeromonas salmonicida A527, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas caviae R25-6, Aeromonas veronii MS-18-37, Aeromonas schubertii WL1483, Aeromonas caviae NCTC12244, Aeromonas dhakensis KN-Mc-6U21, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1578./Energy-Metabolism.Electron-Transfer.PWY0-1578.	PWY0-1578
hydrogen to fumarate electron transfer	0.714285714286	1.0	3.0	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas salmonicida subsp. salmonicida, Aeromonas hydrophila subsp. hydrophila, Aeromonas salmonicida subsp. pectinolytica 34mel, Aeromonas hydrophila YL17, Aeromonas salmonicida subsp. masoucida, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas hydrophila 4AK4, Aeromonas salmonicida subsp. salmonicida 01-B526, Aeromonas sp. ASNIH5, Aeromonas hydrophila WCX23, Aeromonas rivipollensis KN-Mc-11N1, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas salmonicida S121, Aeromonas caviae FDAARGOS_72, Aeromonas veronii FDAARGOS_632, Aeromonas salmonicida S44, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas salmonicida O23A, Aeromonas veronii TH0426, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas encheleia NCTC12917, Aeromonas salmonicida S68, Aeromonas caviae 8LM, Aeromonas hydrophila GSH8-2, Aeromonas sp. ASNIH3, Aeromonas hydrophila D4, Aeromonas salmonicida A527, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas caviae R25-6, Aeromonas veronii MS-18-37, Aeromonas schubertii WL1483, Aeromonas caviae NCTC12244, Aeromonas dhakensis KN-Mc-6U21, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1576./Energy-Metabolism.Electron-Transfer.PWY0-1576.	PWY0-1576
cadaverine biosynthesis	0.657142857143	1.0	1.0	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas salmonicida subsp. salmonicida, Aeromonas hydrophila subsp. hydrophila, Aeromonas salmonicida subsp. pectinolytica 34mel, Aeromonas hydrophila YL17, Aeromonas salmonicida subsp. masoucida, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas salmonicida subsp. salmonicida 01-B526, Aeromonas hydrophila WCX23, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas salmonicida S121, Aeromonas veronii FDAARGOS_632, Aeromonas salmonicida S44, Oceanisphaera profunda SM1222, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas salmonicida O23A, Oceanisphaera avium AMac2203, Aeromonas veronii TH0426, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas encheleia NCTC12917, Aeromonas salmonicida S68, Aeromonas hydrophila GSH8-2, Aeromonas hydrophila D4, Aeromonas salmonicida A527, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas veronii MS-18-37, Zobellella denitrificans F13-1, Aeromonas schubertii WL1483, Aeromonas dhakensis KN-Mc-6U21, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11, Aeromonas schubertii LF1708	Detoxification.Acid-Resistance.PWY0-1601./Biosynthesis.Polyamine-Biosynthesis.PWY0-1601.	PWY0-1601
pyrimidine deoxyribonucleotides de novo biosynthesis II	0.6	1.0	1.0	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas salmonicida subsp. salmonicida, Aeromonas hydrophila subsp. hydrophila, Aeromonas salmonicida subsp. pectinolytica 34mel, Aeromonas hydrophila YL17, Aeromonas salmonicida subsp. masoucida, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas salmonicida subsp. salmonicida 01-B526, Tolumonas auensis DSM 9187, Aeromonas hydrophila WCX23, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas salmonicida S121, Aeromonas veronii FDAARGOS_632, Aeromonas salmonicida S44, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas salmonicida O23A, Oceanisphaera avium AMac2203, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas salmonicida S68, Aeromonas caviae 8LM, Aeromonas hydrophila GSH8-2, Aeromonas caviae R25-2, Aeromonas hydrophila D4, Aeromonas salmonicida A527, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas caviae WCW1-2, Aeromonas veronii MS-18-37, Aeromonas dhakensis KN-Mc-6U21, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7187./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7187.	PWY-7187
peptidoglycan maturation (meso-diaminopimelate containing)	0.571428571429	0.33	0.42	Aeromonadaceae	Aeromonas hydrophila AL09-71, Aeromonas salmonicida subsp. salmonicida, Aeromonas hydrophila subsp. hydrophila, Aeromonas salmonicida subsp. pectinolytica 34mel, Aeromonas hydrophila pc104A, Aeromonas hydrophila J-1, Aeromonas hydrophila NJ-35, Aeromonas hydrophila 4AK4, Aeromonas sp. ASNIH5, Aeromonas hydrophila WCX23, Aeromonas hydrophila MX16A, Aeromonas hydrophila AHNIH1, Aeromonas hydrophila KN-Mc-1R2, Aeromonas veronii FDAARGOS_632, Aeromonas veronii FC951, Aeromonas veronii X12, Aeromonas salmonicida O23A, Oceanisphaera avium AMac2203, Aeromonas veronii TH0426, Aeromonas sp. CA23, Aeromonas hydrophila GYK1, Aeromonas sp. ASNIH4, Aeromonas sp. CU5, Aeromonas caviae 8LM, Aeromonas hydrophila GSH8-2, Aeromonas sp. ASNIH3, Aeromonas hydrophila D4, Aeromonas salmonicida A527, Aeromonas hydrophila ZYAH72, Aeromonas hydrophila 23-C-23, Aeromonas caviae WCW1-2, Aeromonas schubertii WL1483, Aeromonas veronii AVNIH1, Aeromonas hydrophila ZYAH75, Aeromonas hydrophila AL06-06, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301, Aeromonas veronii 17ISAe, Aeromonas veronii X11, Aeromonas schubertii LF1708	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
glyphosate degradation II	0.0428571428571	1.0	1.0	Aeromonadaceae	Aeromonas hydrophila J-1, Aeromonas hydrophila D4, Aeromonas hydrophila JBN2301	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.Glyphosate-Degradation.PWY-7806.	PWY-7806
hydroxymethylpyrimidine salvage	0.157142857143	1.0	1.0	Aeromonadaceae	Aeromonas hydrophila J-1, Tolumonas auensis DSM 9187, Oceanisphaera profunda SM1222, Oceanisphaera avium AMac2203, Aeromonas veronii TH0426, Aeromonas hydrophila D4, Zobellella denitrificans F13-1, Aeromonas schubertii WL1483, Aeromonas veronii AVNIH1, Aeromonas hydrophila AH10, Aeromonas hydrophila JBN2301	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6910.	PWY-6910
starch biosynthesis	0.0142857142857	0.83	1.33	Aeromonadaceae	Aeromonas hydrophila ML09-119	Glycan-Glycan-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.PWY-622./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.PWY-622./Biosynthesis.Carbohydrates-Biosynthesis.Polysaccharides-Biosynthesis.GLYCOGEN-BIOSYN.PWY-622.	PWY-622
ammonia assimilation cycle I	0.0142857142857	1.0	2.0	Aeromonadaceae	Aeromonas hydrophila ML09-119	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.PWY-6963./Super-PWY-6963.	/Super-PWY-6963
L-glutamate biosynthesis IV	0.0142857142857	1.0	2.0	Aeromonadaceae	Aeromonas hydrophila ML09-119	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUGLNSYN-PWY.	GLUGLNSYN-PWY
