Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
5-oxo-L-proline metabolism	1.0	0.33	0.33	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Macromolecule-Modification.Protein-Modification.PWY-7942.	PWY-7942
4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	1.0	0.5	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.HMP-PP-Biosynthesis.PWY-6890.	PWY-6890
sulfate activation for sulfonation	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-5340./Activation-Inactivation-Interconversion.Activation.PWY-5340.	PWY-5340
urea cycle	1.0	0.8	1.4	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
NAD de novo biosynthesis I (from aspartate)	1.0	0.67	0.67	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSYN-PWY.	PYRIDNUCSYN-PWY
selenate reduction	1.0	0.2	0.2	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Noncarbon-Nutrients.Selenium-Metabolism.PWY-6932.	PWY-6932
L-ornithine degradation I (L-proline biosynthesis)	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.ORN-AMINOPENTANOATE-CAT-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.ORN-AMINOPENTANOATE-CAT-PWY.	ORN-AMINOPENTANOATE-CAT-PWY
pyruvate decarboxylation to acetyl CoA	1.0	0.67	1.33	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
gluconeogenesis I	1.0	0.77	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Gluconeogenesis.GLUCONEO-PWY.	GLUCONEO-PWY
succinate to cytochrome bo oxidase electron transfer	1.0	1.0	2.5	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
heptaprenyl diphosphate biosynthesis	1.0	1.0	2.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5807.	PWY-5807
menaquinol-9 biosynthesis	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5844.	PWY-5844
adenine and adenosine salvage I	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.P121-PWY.	P121-PWY
purine deoxyribonucleosides salvage	1.0	0.67	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Metabolic-Clusters.PWY-7224./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.PWY-7224.	PWY-7224
L-serine degradation	1.0	0.33	0.33	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
autoinducer AI-2 biosynthesis I	1.0	0.4	0.4	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
ribose phosphorylation	1.0	1.0	1.5	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.RIBOKIN-PWY.	RIBOKIN-PWY
thiazole biosynthesis II (aerobic bacteria)	1.0	0.43	1.29	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6891.	PWY-6891
L-threonine degradation I	1.0	0.33	0.5	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
myo-inositol biosynthesis	1.0	0.5	0.5	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.SUGAR-DERIVS.Sugar-Alcohols-Biosynthesis.Cyclitols-Biosynthesis.PWY-2301.	PWY-2301
L-valine degradation I	1.0	0.38	0.38	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.VALDEG-PWY.	VALDEG-PWY
L-arginine degradation I (arginase pathway)	1.0	1.0	1.33	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.ARGASEDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.ARGASEDEG-PWY.	ARGASEDEG-PWY
inosine 5'-phosphate degradation	1.0	0.75	0.75	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
lipoprotein posttranslational modification	1.0	0.5	0.5	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-glutamine degradation I	1.0	1.0	11.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
formate assimilation into 5,10-methylenetetrahydrofolate	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.C1-COMPOUNDS.PWY-1722.	PWY-1722
glyoxylate cycle	1.0	1.0	1.17	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
N-acetylglucosamine degradation I	1.0	1.0	1.5	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.71	2.26	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.13	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
thioredoxin pathway	1.0	0.5	0.5	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
N10-formyl-tetrahydrofolate biosynthesis	1.0	0.89	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
guanine and guanosine salvage II	1.0	0.5	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.9	0.95	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
L-arabinose degradation I	1.0	0.67	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.L-Arabinose-Degradation.ARABCAT-PWY.	ARABCAT-PWY
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.67	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
superoxide radicals degradation	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
menaquinol-7 biosynthesis	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.2	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	2.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
base-degraded thiamine salvage	1.0	0.5	0.5	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
5-aminoimidazole ribonucleotide biosynthesis I	1.0	0.8	1.2	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
PRPP biosynthesis	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
assimilatory sulfate reduction III	1.0	1.0	1.33	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Assimilatory-Sulfate-Reduction.PWY-6683.	PWY-6683
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
phosphopantothenate biosynthesis I	1.0	0.75	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	1.0	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	1.0	1.33	Bacillus coagulans	Bacillus coagulans 2-6, Bacillus coagulans 36D1, Bacillus coagulans LA204, Bacillus coagulans R11, Bacillus coagulans HM-08, Bacillus coagulans IDCC1201, Bacillus coagulans BC-HY1, Bacillus coagulans DSM 2314, Bacillus coagulans S-lac	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
