Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
propene degradation	0.315789473684	0.29	0.29	Actinomyces	Actinomyces gaoshouyii pika_114, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces sp. 410	Degradation.Carbohydrates-Degradation.Alkene-Degradation.PWY-5534.	PWY-5534
ethene and chloroethene degradation	0.315789473684	0.25	0.25	Actinomyces	Actinomyces gaoshouyii pika_114, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces sp. 410	Degradation.Carbohydrates-Degradation.Alkene-Degradation.PWY-7776.	PWY-7776
L-ascorbate degradation II (bacterial, aerobic)	0.368421052632	0.38	0.38	Actinomyces	Actinomyces gaoshouyii pika_114, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces viscosus NCTC10951, Actinomyces sp. 410	Degradation.CARBOXYLATES-DEG.Ascorbate-Degradation.PWY-6961.	PWY-6961
protocatechuate degradation II (ortho-cleavage pathway)	0.315789473684	0.25	0.25	Actinomyces	Actinomyces gaoshouyii pika_114, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces viscosus NCTC10951, Actinomyces sp. 410	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Protocatechuate-Degradation.PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY.	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY
pentose phosphate pathway (non-oxidative branch)	0.526315789474	1.0	1.3	Actinomyces	Actinomyces gaoshouyii pika_114, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces oris T14V	Energy-Metabolism.Pentose-Phosphate-Cycle.NONOXIPENT-PWY.	NONOXIPENT-PWY
urea degradation II	0.157894736842	1.0	3.0	Actinomyces	Actinomyces gaoshouyii pika_114, Actinomyces viscosus NCTC10951, Actinomyces oris T14V	Degradation.AMINE-DEG.Urea-Degradation.PWY-5704.	PWY-5704
L-isoleucine biosynthesis II	0.0526315789474	0.5	0.63	Actinomyces	Actinomyces howellii NCTC11636	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ISOLEUCINE-SYN.PWY-5101.	PWY-5101
arsenate detoxification II (glutaredoxin)	0.0526315789474	0.5	0.5	Actinomyces	Actinomyces howellii NCTC11636	Detoxification.Arsenate-Detoxification.PWY-4621.	PWY-4621
pseudouridine degradation	0.0526315789474	0.5	0.5	Actinomyces	Actinomyces howellii NCTC11636	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-6019.	PWY-6019
L-glutamine degradation II	0.105263157895	1.0	1.0	Actinomyces	Actinomyces howellii NCTC11636, Actinomyces slackii NCTC11923	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINEFUM-PWY.	GLUTAMINEFUM-PWY
L-glutamate biosynthesis I	0.105263157895	1.0	1.0	Actinomyces	Actinomyces howellii NCTC11636, Actinomyces slackii NCTC11923	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYN-PWY.	GLUTSYN-PWY
sulfate activation for sulfonation	0.0526315789474	0.5	0.5	Actinomyces	Actinomyces israelii NCTC12972	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-5340./Activation-Inactivation-Interconversion.Activation.PWY-5340.	PWY-5340
creatinine degradation I	0.263157894737	0.25	0.25	Actinomyces	Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces slackii NCTC11923, Actinomyces sp. 410	Degradation.AMINE-DEG.Creatinine-Degradation.CRNFORCAT-PWY.	CRNFORCAT-PWY
inosine-5'-phosphate biosynthesis II	0.210526315789	1.0	1.0	Actinomyces	Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces viscosus NCTC10951	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
phosphatidylcholine biosynthesis VI	0.473684210526	1.0	1.0	Actinomyces	Actinomyces israelii NCTC12972, Actinomyces naeslundii ATCC 27039, Actinomyces slackii NCTC11923, Actinomyces pacaensis Marseille-P2985, Actinomyces viscosus NCTC10951, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.PhosphatidylcholineBiosynthesis.PWY-6826.	PWY-6826
tetrapyrrole biosynthesis I (from glutamate)	0.105263157895	1.0	1.0	Actinomyces	Actinomyces israelii NCTC12972, Actinomyces sp. 299	Biosynthesis.Cofactor-Biosynthesis.Tetrapyrrole-Biosynthesis.PWY-5188.	PWY-5188
geranyl diphosphate biosynthesis	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces oris T14V	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5122.	PWY-5122
putrescine degradation IV	0.0526315789474	0.33	0.33	Actinomyces	Actinomyces oris T14V	Degradation.AMINE-DEG.Putrescine-Degradation.PWY-2.	PWY-2
putrescine degradation I	0.0526315789474	0.5	0.5	Actinomyces	Actinomyces oris T14V	Degradation.AMINE-DEG.Putrescine-Degradation.PUTDEG-PWY.	PUTDEG-PWY
trans, trans-farnesyl diphosphate biosynthesis	0.0526315789474	0.67	0.67	Actinomyces	Actinomyces oris T14V	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
S-adenosyl-L-methionine cycle II	0.0526315789474	0.75	0.75	Actinomyces	Actinomyces pacaensis Marseille-P2985	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-Salvage.S-adenosyl-L-methionine-cycle.PWY-5041.	PWY-5041
L-methionine degradation I (to L-homocysteine)	0.0526315789474	0.67	0.67	Actinomyces	Actinomyces pacaensis Marseille-P2985	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.METHIONINE-DEG.METHIONINE-DEG1-PWY.	METHIONINE-DEG1-PWY
purine deoxyribonucleosides salvage	0.0526315789474	0.5	0.5	Actinomyces	Actinomyces radicidentis CCUG 36733	Metabolic-Clusters.PWY-7224./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.PWY-7224.	PWY-7224
base-degraded thiamine salvage	0.0526315789474	0.5	0.5	Actinomyces	Actinomyces radicidentis CCUG 36733	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
sulfur reduction II (via polysulfide)	0.0526315789474	0.5	0.5	Actinomyces	Actinomyces radicidentis CCUG 36733	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfur-reduction.PWY-5364.	PWY-5364
pyruvate fermentation to (R)-acetoin II	0.0526315789474	1.0	1.5	Actinomyces	Actinomyces radicidentis CCUG 36733	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Acetoin-Biosynthesis.PWY-5939.	PWY-5939
fructan biosynthesis	0.0526315789474	0.4	0.4	Actinomyces	Actinomyces radicidentis CCUG 36733	Glycan-Glycan-Biosynthesis.Polysaccharides-Biosynthesis.PWY-822./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.Polysaccharides-Biosynthesis.PWY-822./Biosynthesis.Carbohydrates-Biosynthesis.Polysaccharides-Biosynthesis.PWY-822.	PWY-822
thiamine salvage IV (yeast)	0.0526315789474	0.71	1.0	Actinomyces	Actinomyces radicidentis CCUG 36733	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-7356.	PWY-7356
thiamine formation from pyrithiamine and oxythiamine (yeast)	0.0526315789474	1.0	1.33	Actinomyces	Actinomyces radicidentis CCUG 36733	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.PWY-7357.	PWY-7357
folate transformations I	0.315789473684	0.58	0.67	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces howellii NCTC11636, Actinomyces slackii NCTC11923, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.Folate-Transformations.PWY-2201.	PWY-2201
NADH to cytochrome bo oxidase electron transfer II	0.157894736842	0.5	0.5	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces israelii NCTC12972, Actinomyces slackii NCTC11923	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1567./Energy-Metabolism.Electron-Transfer.PWY0-1567.	PWY0-1567
NADH to cytochrome bd oxidase electron transfer II	0.157894736842	0.5	1.0	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces israelii NCTC12972, Actinomyces slackii NCTC11923	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1568./Energy-Metabolism.Electron-Transfer.PWY0-1568.	PWY0-1568
L-methionine biosynthesis II (plants)	0.157894736842	0.67	0.83	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. Chiba101, Actinomyces sp. oral taxon 414 F0588	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-De-novo-Biosynthesis.PWY-702.	PWY-702
NAD salvage pathway I (PNC VI cycle)	0.368421052632	0.67	0.67	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PYRIDNUCSAL-PWY.	PYRIDNUCSAL-PWY
mixed acid fermentation	0.578947368421	0.69	0.81	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces slackii NCTC11923, Actinomyces viscosus NCTC10951, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.FERMENTATION-PWY./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.FERMENTATION-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.FERMENTATION-PWY.	FERMENTATION-PWY
glycerol-3-phosphate to cytochrome bo oxidase electron transfer	0.315789473684	1.0	1.5	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces pacaensis Marseille-P2985, Actinomyces sp. 410	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1561./Energy-Metabolism.Electron-Transfer.PWY0-1561.	PWY0-1561
glycerol-3-phosphate to fumarate electron transfer	0.315789473684	1.0	3.0	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces pacaensis Marseille-P2985, Actinomyces sp. 410	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1582./Energy-Metabolism.Electron-Transfer.PWY0-1582.	PWY0-1582
glycerol-3-phosphate to hydrogen peroxide electron transport	0.315789473684	0.5	1.0	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces pacaensis Marseille-P2985, Actinomyces sp. 410	Energy-Metabolism.Electron-Transfer.PWY0-1591.	PWY0-1591
glycolysis III (from glucose)	0.526315789474	0.73	0.82	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces naeslundii ATCC 27039, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces sp. Chiba101, Actinomyces viscosus NCTC10951, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Energy-Metabolism.GLYCOLYSIS-VARIANTS.ANAGLYCOLYSIS-PWY.	ANAGLYCOLYSIS-PWY
chitobiose degradation	0.210526315789	0.5	0.5	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 410	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1309.	PWY0-1309
L-threonine degradation II	0.105263157895	1.0	1.0	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. oral taxon 897 F0631	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.THREONINE-DEG2-PWY.	THREONINE-DEG2-PWY
anhydromuropeptides recycling I	0.157894736842	0.5	0.5	Actinomyces	Actinomyces radicidentis CCUG 36733, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.Anhydromuropeptides-Recycling.PWY0-1261.	PWY0-1261
palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	0.210526315789	0.22	0.22	Actinomyces	Actinomyces slackii NCTC11923, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.Palmitoleate-Biosynthesis.PWY-6282.	PWY-6282
NAD salvage pathway II (PNC IV cycle)	0.105263157895	0.75	0.75	Actinomyces	Actinomyces slackii NCTC11923, Actinomyces sp. oral taxon 414 F0588	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.PWY-7761.	PWY-7761
L-asparagine biosynthesis I	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces sp. 299	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINE-BIOSYNTHESIS.	ASPARAGINE-BIOSYNTHESIS
L-asparagine biosynthesis II	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces sp. 299	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARAGINE-SYN.ASPARAGINESYN-PWY.	ASPARAGINESYN-PWY
2,3-dihydroxybenzoate biosynthesis	0.157894736842	0.67	0.67	Actinomyces	Actinomyces sp. Chiba101, Actinomyces sp. oral taxon 414 F0588, Actinomyces oris T14V	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5901.	PWY-5901
L-idonate degradation	0.0526315789474	0.67	0.67	Actinomyces	Actinomyces sp. Z16	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.IDNCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.IDNCAT-PWY.	IDNCAT-PWY
cellulose and hemicellulose degradation (cellulolosome)	0.0526315789474	0.33	0.33	Actinomyces	Actinomyces sp. Z16	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Cellulose-Degradation.PWY-6784./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Cellulose-Degradation.PWY-6784./Metabolic-Clusters.PWY-6784.	PWY-6784
L-aspartate degradation I	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces sp. Z16	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARTATE-DEG.ASPARTATE-DEG1-PWY.	ASPARTATE-DEG1-PWY
GDP-mannose biosynthesis	0.0526315789474	0.75	0.75	Actinomyces	Actinomyces sp. Z16	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-5659.	PWY-5659
L-phenylalanine biosynthesis I	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces sp. Z16	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
L-aspartate biosynthesis	0.0526315789474	1.0	1.0	Actinomyces	Actinomyces sp. Z16	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
sucrose degradation IV (sucrose phosphorylase)	0.105263157895	0.75	0.75	Actinomyces	Actinomyces sp. Z16, Actinomyces pacaensis Marseille-P2985	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.SUCROSE-DEG.PWY-5384.	PWY-5384
L-sorbose degradation	0.105263157895	0.5	0.5	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. 410	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.P302-PWY.	P302-PWY
NAD phosphorylation and transhydrogenation	0.105263157895	1.0	1.0	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. Chiba101	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NADPHOS-DEPHOS-PWY-1.	NADPHOS-DEPHOS-PWY-1
palmitate biosynthesis II (bacteria and plants)	0.315789473684	0.26	0.48	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. Chiba101, Actinomyces slackii NCTC11923, Actinomyces sp. 410, Actinomyces sp. oral taxon 897 F0631, Actinomyces sp. oral taxon 414 F0588	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UMP biosynthesis I	0.315789473684	0.92	1.08	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces howellii NCTC11636, Actinomyces sp. 299, Actinomyces viscosus NCTC10951, Actinomyces sp. oral taxon 897 F0631	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-5686.	PWY-5686
(1,4)-&beta;-D-xylan degradation	0.210526315789	0.5	0.5	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces howellii NCTC11636, Actinomyces sp. 410	Glycan-Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717.	PWY-6717
reductive monocarboxylic acid cycle	0.263157894737	1.0	1.5	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces israelii NCTC12972, Actinomyces howellii NCTC11636, Actinomyces sp. 410	Degradation.C1-COMPOUNDS.CO2-Fixation.PWY-5493.	PWY-5493
glycine biosynthesis IV	0.157894736842	1.0	1.0	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces pacaensis Marseille-P2985	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLYCINE-SYN.GLYSYN-THR-PWY.	GLYSYN-THR-PWY
L-glutamate degradation IX (via 4-aminobutanoate)	0.210526315789	1.0	1.0	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces sp. 410	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY0-1305./Detoxification.Acid-Resistance.PWY0-1305.	PWY0-1305
L-rhamnose degradation I	0.210526315789	0.8	0.8	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces sp. 299, Actinomyces sp. 410	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.L-rhamnose-Degradation.RHAMCAT-PWY.	RHAMCAT-PWY
D-fructuronate degradation	0.210526315789	0.5	0.5	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.PWY-7242./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.PWY-7242.	PWY-7242
&beta;-D-glucuronide and D-glucuronate degradation	0.210526315789	0.5	0.5	Actinomyces	Actinomyces sp. Z16, Actinomyces sp. dk561, Actinomyces tangfeifanii VUL4_3, Actinomyces sp. 410	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247.	PWY-7247
nitrate reduction X (dissimilatory, periplasmic)	0.0526315789474	0.67	2.0	Actinomyces	Actinomyces sp. dk561	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1584./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1584./Energy-Metabolism.Electron-Transfer.PWY0-1584.	PWY0-1584
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.0526315789474	0.6	0.6	Actinomyces	Actinomyces sp. dk561	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
