Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
indole-3-acetate biosynthesis V (bacteria and fungi)	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.HORMONE-SYN.Plant-Hormone-Biosynthesis.Auxin-Biosynthesis.PWY-5026.	PWY-5026
thiazole biosynthesis II (aerobic bacteria)	1.0	0.57	0.57	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6891.	PWY-6891
cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	1.0	0.23	0.23	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Cobyrinate-diamide-Biosynthesis.PWY-7376.	PWY-7376
protein S-nitrosylation and denitrosylation	1.0	0.2	0.2	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Macromolecule-Modification.Protein-Modification.PWY-7798.	PWY-7798
glycerophosphodiester degradation	1.0	0.5	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6952.	PWY-6952
myo-inositol biosynthesis	1.0	0.5	0.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.SUGAR-DERIVS.Sugar-Alcohols-Biosynthesis.Cyclitols-Biosynthesis.PWY-2301.	PWY-2301
L-valine degradation I	1.0	0.38	0.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.VALDEG-PWY.	VALDEG-PWY
tRNA processing	1.0	0.7	0.7	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1479.	PWY0-1479
acrylonitrile degradation I	1.0	0.5	3.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Other-Degradation.Acrylonitrile-Degradation.PWY-7308.	PWY-7308
inosine 5'-phosphate degradation	1.0	0.5	0.75	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
lipoprotein posttranslational modification	1.0	0.75	0.75	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-glutamine degradation I	1.0	1.0	12.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
menaquinol-8 biosynthesis	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.MENAQUINONESYN-PWY.	MENAQUINONESYN-PWY
NADH to cytochrome bo oxidase electron transfer II	1.0	0.5	2.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1567./Energy-Metabolism.Electron-Transfer.PWY0-1567.	PWY0-1567
L-glutamine biosynthesis I	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.6	0.6	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
glyoxylate cycle	1.0	0.83	1.17	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.75	5.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
itaconate degradation	1.0	0.25	0.25	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.CARBOXYLATES-DEG.PWY-5749.	PWY-5749
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
cyclopropane fatty acid (CFA) biosynthesis	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Cyclopropane-fatty-acid-biosyn.PWY0-541.	PWY0-541
thioredoxin pathway	1.0	0.5	0.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
phosphate acquisition	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.PWY-6348.	PWY-6348
5-aminoimidazole ribonucleotide biosynthesis II	1.0	0.8	0.8	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6122.	PWY-6122
N10-formyl-tetrahydrofolate biosynthesis	1.0	1.0	1.22	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
adenosylcobalamin salvage from cobalamin	1.0	0.6	0.8	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.PWY-6268.	PWY-6268
5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.67	0.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7966.	PWY-7966
L-serine biosynthesis I	1.0	0.67	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.SERINE-BIOSYNTHESIS.SERSYN-PWY.	SERSYN-PWY
guanine and guanosine salvage II	1.0	0.5	0.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	0.9	1.05	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
phosphopantothenate biosynthesis I	1.0	0.75	1.25	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
lipid IVA biosynthesis	1.0	0.83	0.83	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Lipid-Biosynthesis.NAGLIPASYN-PWY./Biosynthesis.Cell-Structure-Biosynthesis.Lipopolysaccharide-Biosynthesis.NAGLIPASYN-PWY.	NAGLIPASYN-PWY
adenosylcobinamide-GDP salvage from cobinamide I	1.0	0.8	1.2	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.B12-Salvage-From-Cobinamide.PWY-7971.	PWY-7971
superoxide radicals degradation	1.0	1.0	1.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
NADH repair	1.0	0.25	0.25	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Energy-Metabolism.PWY-6938.	PWY-6938
methylamine degradation I	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.AMINE-DEG.Methylamine-Degradation.PWY-6967.	PWY-6967
lipid A-core biosynthesis (E. coli K-12)	1.0	0.27	0.27	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Glycan-Glycan-Biosynthesis.LIPA-CORESYN-PWY./Biosynthesis.Lipid-Biosynthesis.LIPA-CORESYN-PWY./Biosynthesis.Carbohydrates-Biosynthesis.Glycan-Biosynthesis.LIPA-CORESYN-PWY.	LIPA-CORESYN-PWY
heme a biosynthesis	1.0	0.75	0.75	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.PWY-7856.	PWY-7856
menaquinol-7 biosynthesis	1.0	0.5	0.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
salicylate biosynthesis I	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.Salicylate-Biosynthesis.PWY-6406.	PWY-6406
octane oxidation	1.0	0.4	6.2	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Other-Degradation.P221-PWY.	P221-PWY
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
S-adenosyl-L-methionine cycle II	1.0	0.75	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-Salvage.S-adenosyl-L-methionine-cycle.PWY-5041.	PWY-5041
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	1.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
L-alanine biosynthesis I	1.0	0.67	2.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ALANINE-SYN.ALANINE-VALINESYN-PWY.	ALANINE-VALINESYN-PWY
pyrimidine deoxyribonucleotides dephosphorylation	1.0	0.33	0.33	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7206./Metabolic-Clusters.PWY-7206.	PWY-7206
assimilatory sulfate reduction III	1.0	0.67	0.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Assimilatory-Sulfate-Reduction.PWY-6683.	PWY-6683
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
5-aminoimidazole ribonucleotide biosynthesis I	1.0	0.8	0.8	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
cis-vaccenate biosynthesis	1.0	0.8	1.6	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-5973.	PWY-5973
thiamine salvage I	1.0	0.5	0.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6896.	PWY-6896
queuosine biosynthesis	1.0	0.75	0.75	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Macromolecule-Modification.Nucleic-Acid-Processing.PWY-6700.	PWY-6700
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	1.0	1.33	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	1.0	0.25	0.25	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
L-valine biosynthesis	1.0	0.75	1.75	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.VALINE-BIOSYNTHESIS.VALSYN-PWY.	VALSYN-PWY
arsenite oxidation I (respiratory)	1.0	0.5	3.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Detoxification.Arsenate-Detoxification.PWY-4521./Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-4521./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.PWY-4521./Energy-Metabolism.Electron-Transfer.PWY-4521.	PWY-4521
lipoate biosynthesis and incorporation I	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.67	0.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7964.	PWY-7964
heme b biosynthesis II (anaerobic)	1.0	0.75	0.75	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
uracil degradation I (reductive)	1.0	0.33	0.33	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Base-Degradation.Uracil-Degradation.PWY-3982./Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-3982.	PWY-3982
N-end rule pathway I (prokaryotic)	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Macromolecule-Modification.Protein-Modification.PWY-7801./Metabolic-Clusters.PWY-7801.	PWY-7801
L-methionine degradation I (to L-homocysteine)	1.0	0.67	0.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.METHIONINE-DEG.METHIONINE-DEG1-PWY.	METHIONINE-DEG1-PWY
L-glutamate biosynthesis III	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYNIII-PWY.	GLUTSYNIII-PWY
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	1.0	0.67	0.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-5509.	PWY-5509
cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	1.0	0.27	0.27	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Cobyrinate-diamide-Biosynthesis.PWY-7377.	PWY-7377
thiamine diphosphate biosynthesis I (E. coli)	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Diphosphate-Biosynthesis.PWY-6894.	PWY-6894
spermidine biosynthesis I	1.0	0.5	0.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Polyamine-Biosynthesis.Spermidine-Biosynthesis.BSUBPOLYAMSYN-PWY.	BSUBPOLYAMSYN-PWY
phosphatidylserine and phosphatidylethanolamine biosynthesis I	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.Phosphatidylserine-Biosynthesis.PWY-5669./Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.PhosphatidylethanolamineBiosynthesis.PWY-5669.	PWY-5669
flavin biosynthesis I (bacteria and plants)	1.0	0.89	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Flavin-Biosynthesis.RIBOSYN2-PWY.	RIBOSYN2-PWY
indole-3-acetate biosynthesis IV (bacteria)	1.0	0.5	3.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.HORMONE-SYN.Plant-Hormone-Biosynthesis.Auxin-Biosynthesis.PWY-5025.	PWY-5025
chorismate biosynthesis from 3-dehydroquinate	1.0	0.8	0.8	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.Chorismate-Biosynthesis.PWY-6163.	PWY-6163
CMP-3-deoxy-D-manno-octulosonate biosynthesis	1.0	0.6	0.6	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.CMP-KDO-Biosynthesis.PWY-1269./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.PWY-1269.	PWY-1269
2-oxoglutarate decarboxylation to succinyl-CoA	1.0	1.0	1.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Energy-Metabolism.Respiration.PWY-5084.	PWY-5084
pyrimidine deoxyribonucleotides de novo biosynthesis I	1.0	0.89	1.11	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Metabolic-Clusters.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184.	PWY-7184
adenosine ribonucleotides de novo biosynthesis	1.0	1.0	1.33	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7219.	PWY-7219
methylerythritol phosphate pathway I	1.0	0.67	0.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-NONMEVIPP-PWY.	MEP-NONMEVIPP-PWY
5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.67	0.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7969.	PWY-7969
purine deoxyribonucleosides salvage	1.0	0.67	0.67	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Metabolic-Clusters.PWY-7224./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.PWY-7224.	PWY-7224
tetrapyrrole biosynthesis I (from glutamate)	1.0	0.83	0.83	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Tetrapyrrole-Biosynthesis.PWY-5188.	PWY-5188
formaldehyde oxidation IV (thiol-independent)	1.0	1.0	1.0	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Degradation.C1-COMPOUNDS.Formaldehyde-Oxidation.FORMASS-PWY.	FORMASS-PWY
folate transformations I	1.0	0.67	0.83	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.Folate-Transformations.PWY-2201.	PWY-2201
guanosine ribonucleotides de novo biosynthesis	1.0	1.0	1.5	Alcanivorax dieselolei	Alcanivorax dieselolei B5	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7221.	PWY-7221
