Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
formaldehyde oxidation III (mycothiol-dependent)	0.772727272727	0.33	0.33	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.C1-COMPOUNDS.Formaldehyde-Oxidation.PWY1G-170.	PWY1G-170
putrescine degradation IV	0.818181818182	0.33	0.67	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.AMINE-DEG.Putrescine-Degradation.PWY-2.	PWY-2
menaquinol-11 biosynthesis	0.636363636364	1.0	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5891.	PWY-5891
menaquinol-10 biosynthesis	0.636363636364	1.0	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5890.	PWY-5890
mycothiol biosynthesis	0.772727272727	0.5	0.5	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. PAMC 25486, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Biosynthesis.Cofactor-Biosynthesis.Reductants.PWY1G-0.	PWY1G-0
pyrimidine ribonucleosides salvage I	0.272727272727	0.67	0.67	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. DCT-5, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter crystallopoietes DSM 20117, Arthrobacter sp. U41	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7193.	PWY-7193
adenine and adenosine salvage VI	0.0909090909091	1.0	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. ERGS1:01	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6619.	PWY-6619
S-methyl-5'-thioadenosine degradation IV	0.136363636364	1.0	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. ERGS1:01, Arthrobacter alpinus ERGS4:06	Degradation.NUCLEO-DEG.Methylthioadenosine-Degradation.PWY0-1391.	PWY0-1391
D-threitol degradation	0.136363636364	0.33	0.33	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC 25486, Arthrobacter sp. PGP41	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.PWY-7786.	PWY-7786
L-proline degradation	0.318181818182	0.67	0.67	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. YN, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter globiformis NBRC 12137	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.PROLINE-DEG.PROUT-PWY.	PROUT-PWY
autoinducer AI-2 biosynthesis I	0.272727272727	0.3	0.3	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC 25486, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter alpinus R3.8, Arthrobacter alpinus ERGS4:06	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
proline to cytochrome bo oxidase electron transfer	0.181818181818	1.0	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC 25486, Arthrobacter sp. YN, Arthrobacter sp. ERGS1:01	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1544./Energy-Metabolism.Electron-Transfer.PWY0-1544.	PWY0-1544
chlorinated phenols degradation	0.227272727273	1.0	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC 25486, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01	Degradation.CHLORINATED-COMPOUNDS-DEG.Chloroaromatic-Compounds-Degradation.PWY-6197./Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Chloroaromatic-Compounds-Degradation.PWY-6197.	PWY-6197
phenol degradation I (aerobic)	0.409090909091	1.0	2.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC 25486, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Phenolic-Compounds-Degradation.Phenol-Degradation.PWY-5418.	PWY-5418
L-glutamate biosynthesis I	0.727272727273	1.0	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYN-PWY.	GLUTSYN-PWY
L-glutamine degradation II	0.727272727273	1.0	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINEFUM-PWY.	GLUTAMINEFUM-PWY
oleate &beta;-oxidation	0.772727272727	0.33	0.33	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. PGP41, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.Fatty-Acid-and-Lipid-Degradation.Fatty-Acid-Degradation.PWY0-1337.	PWY0-1337
&beta;-D-glucuronide and D-glucuronate degradation	0.636363636364	0.33	0.33	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. UKPF54-2, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. ERGS1:01, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter alpinus ERGS4:06	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247.	PWY-7247
TCA cycle I (prokaryotic)	0.545454545455	0.85	1.45	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. FB24, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Energy-Metabolism.TCA-VARIANTS.TCA.	TCA
L-citrulline degradation	0.5	0.67	0.67	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. FB24, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.CITRULLINE-DEG-PWY.	CITRULLINE-DEG-PWY
L-glutamine biosynthesis I	0.590909090909	1.0	2.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. UKPF54-2, Arthrobacter sp. ZXY-2, Arthrobacter crystallopoietes DSM 20117, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
phenylethylamine degradation I	0.5	0.5	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. 24S4-2, Arthrobacter sp. Rue61a, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Phenolic-Compounds-Degradation.Phenylethylamine-Degradation.2PHENDEG-PWY./Degradation.AMINE-DEG.Phenylethylamine-Degradation.2PHENDEG-PWY.	2PHENDEG-PWY
N-acetylneuraminate and N-acetylmannosamine degradation I	0.590909090909	0.33	0.33	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter alpinus R3.8, Arthrobacter alpinus ERGS4:06, Arthrobacter sp. AK-YN10	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	0.772727272727	0.5	0.5	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. ZXY-2, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.PWY0-823.	PWY0-823
methylerythritol phosphate pathway I	0.909090909091	0.83	0.83	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. ZXY-2, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-NONMEVIPP-PWY.	MEP-NONMEVIPP-PWY
inosine 5'-phosphate degradation	0.954545454545	0.75	0.75	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. ZXY-2, Arthrobacter sp. YC-RL1, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.954545454545	0.6	0.8	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
pentose phosphate pathway (oxidative branch) I	0.954545454545	0.67	1.0	Arthrobacter	Arthrobacter alpinus A3, Arthrobacter sp. PAMC25564, Arthrobacter sp. DCT-5, Arthrobacter sp. QXT-31, Arthrobacter sp. 24S4-2, Arthrobacter sp. KBS0702, Arthrobacter sp. PAMC 25486, Arthrobacter sp. Rue61a, Arthrobacter sp. UKPF54-2, Arthrobacter sp. ZXY-2, Arthrobacter sp. YN, Arthrobacter sp. ERGS1:01, Arthrobacter sp. FB24, Arthrobacter sp. PGP41, Arthrobacter crystallopoietes DSM 20117, Arthrobacter alpinus R3.8, Arthrobacter sp. U41, Arthrobacter alpinus ERGS4:06, Arthrobacter globiformis NBRC 12137, Arthrobacter crystallopoietes BAB-32, Arthrobacter sp. AK-YN10	Energy-Metabolism.Pentose-Phosphate-Cycle.OXIDATIVEPENT-PWY.	OXIDATIVEPENT-PWY
