Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
acyl carrier protein activation	0.666666666667	1.0	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
base-degraded thiamine salvage	0.666666666667	0.5	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
UDP-&alpha;-D-galactose biosynthesis	0.666666666667	1.0	1.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	0.666666666667	1.0	1.33	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	0.666666666667	0.38	0.79	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
oleate &beta;-oxidation	0.666666666667	0.33	0.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.Fatty-Acid-and-Lipid-Degradation.Fatty-Acid-Degradation.PWY0-1337.	PWY0-1337
pyrimidine ribonucleosides salvage I	0.666666666667	0.67	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7193.	PWY-7193
D-fructuronate degradation	0.666666666667	0.75	1.25	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.PWY-7242./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.PWY-7242.	PWY-7242
glycerol degradation II	0.666666666667	0.5	0.75	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6131.	PWY-6131
formate assimilation into 5,10-methylenetetrahydrofolate	0.666666666667	0.67	0.67	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.C1-COMPOUNDS.PWY-1722.	PWY-1722
putrescine biosynthesis I	0.666666666667	0.5	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Polyamine-Biosynthesis.Putrescine-Biosynthesis.PWY-40.	PWY-40
menaquinol-6 biosynthesis	0.666666666667	1.0	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5849.	PWY-5849
4-aminobutanoate degradation I	0.666666666667	0.5	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.AMINE-DEG.4-Aminobutyraye-Degradation.PWY-6535.	PWY-6535
CMP phosphorylation	0.666666666667	1.0	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7205.	PWY-7205
purine deoxyribonucleosides degradation I	0.666666666667	0.75	1.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-7179.	PWY-7179
adenosine ribonucleotides de novo biosynthesis	0.666666666667	1.0	1.17	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7219.	PWY-7219
formaldehyde oxidation VII (THF pathway)	0.666666666667	0.75	0.75	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.C1-COMPOUNDS.Formaldehyde-Oxidation.PWY-7909.	PWY-7909
arsenite oxidation I (respiratory)	0.666666666667	0.5	2.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Detoxification.Arsenate-Detoxification.PWY-4521./Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-4521./Energy-Metabolism.CHEMOAUTOTROPHIC-ENERGY-METABOLISM.PWY-4521./Energy-Metabolism.Electron-Transfer.PWY-4521.	PWY-4521
L-glutamine biosynthesis I	0.666666666667	1.0	1.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
[2Fe-2S] iron-sulfur cluster biosynthesis	0.666666666667	0.2	0.9	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.PWY-7250.	PWY-7250
bis(guanylyl molybdenum cofactor) biosynthesis	0.666666666667	0.5	0.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.PWY-7639.	PWY-7639
chitin degradation III (Serratia)	0.666666666667	0.43	0.43	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-7822./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Chitin-Degradation.PWY-7822.	PWY-7822
D-glucosaminate degradation	0.666666666667	0.67	1.33	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.CARBOXYLATES-DEG.PWY-7310.	PWY-7310
lipoate salvage II	0.666666666667	0.5	0.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY-6984.	PWY-6984
succinate to cytochrome bo oxidase electron transfer	0.666666666667	1.0	2.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	0.666666666667	0.67	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
purine deoxyribonucleosides salvage	0.666666666667	0.67	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Metabolic-Clusters.PWY-7224./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.PWY-7224.	PWY-7224
L-arginine degradation I (arginase pathway)	0.666666666667	1.0	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.ARGASEDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.ARGASEDEG-PWY.	ARGASEDEG-PWY
guanosine deoxyribonucleotides de novo biosynthesis I	0.666666666667	1.0	1.25	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
lipoate biosynthesis and incorporation I	0.666666666667	0.5	0.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
pyrimidine nucleobases salvage I	0.666666666667	1.0	2.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7183.	PWY-7183
pyrimidine deoxyribonucleotides de novo biosynthesis I	0.666666666667	0.89	1.11	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Metabolic-Clusters.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Pyrimid-Deoxyribonucleot-De-Novo-Biosyn.PWY-7184.	PWY-7184
5-oxo-L-proline metabolism	0.666666666667	0.17	0.17	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Macromolecule-Modification.Protein-Modification.PWY-7942.	PWY-7942
guanosine ribonucleotides de novo biosynthesis	0.666666666667	0.75	0.75	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.PWY-7221.	PWY-7221
glyphosate degradation II	0.666666666667	1.0	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.Glyphosate-Degradation.PWY-7806.	PWY-7806
lipoprotein posttranslational modification	0.666666666667	0.5	0.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
L-lysine biosynthesis II	0.666666666667	0.83	1.06	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.LYSINE-SYN.PWY-2941.	PWY-2941
menaquinol-7 biosynthesis	0.666666666667	0.5	0.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
pyrimidine deoxyribonucleosides degradation	0.666666666667	1.0	1.33	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7181.	PWY-7181
preQ0 biosynthesis	0.666666666667	1.0	1.25	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PWY-6703.	PWY-6703
S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	0.666666666667	0.14	0.14	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.NUCLEO-DEG.MTR-1P-Degradation.PWY-4361./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.METHIONINE-SYN.Methionine-Salvage.MTR-1P-Degradation.PWY-4361.	PWY-4361
lipoate biosynthesis and incorporation III (Bacillus)	0.666666666667	0.33	0.33	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY-6987.	PWY-6987
UTP and CTP dephosphorylation I	0.666666666667	0.6	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.UTP-CTP-Dephosphorylation.PWY-7185.	PWY-7185
heme a biosynthesis	0.666666666667	0.75	0.75	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.PWY-7856.	PWY-7856
&beta;-D-glucuronide and D-glucuronate degradation	0.666666666667	0.33	0.33	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247.	PWY-7247
pyrimidine deoxyribonucleotide phosphorylation	0.666666666667	1.0	1.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Metabolic-Clusters.PWY-7197./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7197.	PWY-7197
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	0.666666666667	0.5	0.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1587.	PWY0-1587
thiamine salvage IV (yeast)	0.666666666667	0.71	1.43	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-7356.	PWY-7356
proline to cytochrome bo oxidase electron transfer	0.666666666667	1.0	2.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1544./Energy-Metabolism.Electron-Transfer.PWY0-1544.	PWY0-1544
allantoin degradation to ureidoglycolate I (urea producing)	0.666666666667	0.5	0.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.AMINE-DEG.Allantoin-degradation.PWY-5697.	PWY-5697
adenosine deoxyribonucleotides de novo biosynthesis	0.666666666667	1.0	1.25	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227.	PWY-7227
glycerophosphodiester degradation	0.666666666667	0.75	1.5	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6952.	PWY-6952
pyrimidine deoxyribonucleosides salvage	0.666666666667	0.8	2.0	Bacillus clausii	Bacillus clausii DSM 8716, Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7199.	PWY-7199
nitrate reduction IX (dissimilatory)	0.333333333333	0.5	1.0	Bacillus clausii	Bacillus clausii ENTPro	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY0-1581./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1581./Energy-Metabolism.Electron-Transfer.PWY0-1581.	PWY0-1581
guanosine nucleotides degradation II	0.333333333333	1.0	2.0	Bacillus clausii	Bacillus clausii ENTPro	Degradation.NUCLEO-DEG.Purine-Degradation.Guanosine-Nucleotides-Degradation.PWY-6606.	PWY-6606
sucrose degradation III (sucrose invertase)	0.333333333333	1.0	1.0	Bacillus clausii	Bacillus clausii ENTPro	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.SUCROSE-DEG.PWY-621.	PWY-621
NADH repair	0.333333333333	0.25	0.25	Bacillus clausii	Bacillus clausii ENTPro	Energy-Metabolism.PWY-6938.	PWY-6938
spermidine biosynthesis III	0.333333333333	0.5	0.5	Bacillus clausii	Bacillus clausii ENTPro	Biosynthesis.Polyamine-Biosynthesis.Spermidine-Biosynthesis.PWY-6834.	PWY-6834
pyrimidine ribonucleosides salvage II	0.333333333333	1.0	1.5	Bacillus clausii	Bacillus clausii ENTPro	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.PWY-6556./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-6556.	PWY-6556
glycerol-3-phosphate to cytochrome bo oxidase electron transfer	0.333333333333	1.0	2.0	Bacillus clausii	Bacillus clausii ENTPro	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1561./Energy-Metabolism.Electron-Transfer.PWY0-1561.	PWY0-1561
D-galactarate degradation II	0.333333333333	0.67	0.67	Bacillus clausii	Bacillus clausii ENTPro	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.PWY-6497./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.PWY-6497.	PWY-6497
L-lactaldehyde degradation (anaerobic)	0.333333333333	0.0	0.0	Bacillus clausii	Bacillus clausii ENTPro	Degradation.Aldehyde-Degradation.Lactaldehyde-Degradation.PWY0-1315.	PWY0-1315
L-lactaldehyde degradation (aerobic)	0.333333333333	0.0	0.0	Bacillus clausii	Bacillus clausii ENTPro	Degradation.Aldehyde-Degradation.Lactaldehyde-Degradation.PWY0-1317.	PWY0-1317
myo-inositol degradation I	0.333333333333	0.71	0.71	Bacillus clausii	Bacillus clausii ENTPro	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.P562-PWY.	P562-PWY
S-methyl-5'-thioadenosine degradation III	0.333333333333	0.5	0.5	Bacillus clausii	Bacillus clausii ENTPro	Degradation.NUCLEO-DEG.Methylthioadenosine-Degradation.PWY-6753.	PWY-6753
glycerol-3-phosphate to fumarate electron transfer	0.333333333333	0.5	1.0	Bacillus clausii	Bacillus clausii ENTPro	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY0-1582./Energy-Metabolism.Electron-Transfer.PWY0-1582.	PWY0-1582
glycerol-3-phosphate to hydrogen peroxide electron transport	0.333333333333	0.5	1.0	Bacillus clausii	Bacillus clausii ENTPro	Energy-Metabolism.Electron-Transfer.PWY0-1591.	PWY0-1591
D-galactose degradation V (Leloir pathway)	0.333333333333	1.0	1.2	Bacillus clausii	Bacillus clausii ENTPro	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY66-422.	PWY66-422
NADH to cytochrome bo oxidase electron transfer I	0.333333333333	1.0	2.0	Bacillus clausii	Bacillus clausii ENTPro	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1335./Energy-Metabolism.Electron-Transfer.PWY0-1335.	PWY0-1335
inosine-5'-phosphate biosynthesis II	0.333333333333	1.0	1.4	Bacillus clausii	Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
UMP biosynthesis II	0.333333333333	1.0	1.67	Bacillus clausii	Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-7790.	PWY-7790
gellan degradation	0.333333333333	0.5	0.5	Bacillus clausii	Bacillus clausii ENTPro	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.PWY-6827./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.PWY-6827.	PWY-6827
L-malate degradation II	0.333333333333	1.0	1.0	Bacillus clausii	Bacillus clausii ENTPro	Degradation.CARBOXYLATES-DEG.L-Malate-Degradation.PWY-7686.	PWY-7686
adenine and adenosine salvage II	0.333333333333	0.5	0.5	Bacillus clausii	Bacillus clausii ENTPro	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6605.	PWY-6605
linezolid resistance	0.333333333333	1.0	1.0	Bacillus clausii	Bacillus clausii ENTPro	Detoxification.Antibiotic-Resistance.PWY-6828.	PWY-6828
cadaverine biosynthesis	0.333333333333	1.0	1.0	Bacillus clausii	Bacillus clausii ENTPro	Detoxification.Acid-Resistance.PWY0-1601./Biosynthesis.Polyamine-Biosynthesis.PWY0-1601.	PWY0-1601
methylglyoxal degradation III	0.333333333333	0.5	0.5	Bacillus clausii	Bacillus clausii KSM-K16	Degradation.Aldehyde-Degradation.Methylglyoxal-Detoxification.PWY-5453./Detoxification.Methylglyoxal-Detoxification.PWY-5453.	PWY-5453
cadmium transport I	0.333333333333	1.0	1.0	Bacillus clausii	Bacillus clausii KSM-K16	Transport-PWY-6213	Transport-PWY-6213
aerobic respiration I (cytochrome c)	0.333333333333	0.75	2.5	Bacillus clausii	Bacillus clausii KSM-K16	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY-3781./Energy-Metabolism.Electron-Transfer.PWY-3781.	PWY-3781
L-ornithine degradation I (L-proline biosynthesis)	0.333333333333	1.0	1.0	Bacillus clausii	Bacillus clausii KSM-K16	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.ORN-AMINOPENTANOATE-CAT-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.ORN-AMINOPENTANOATE-CAT-PWY.	ORN-AMINOPENTANOATE-CAT-PWY
cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	0.333333333333	0.18	0.24	Bacillus clausii	Bacillus clausii KSM-K16	Degradation.Fatty-Acid-and-Lipid-Degradation.Steroids-Degradation.Cholesterol-Degradation.PWY-6946.	PWY-6946
