Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
L-tyrosine biosynthesis I	0.5	0.67	0.67	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TYROSINE-SYN.TYRSYN.	TYRSYN
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	0.5	0.5	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6613.	PWY-6613
inosine 5'-phosphate degradation	0.5	0.5	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
trans, trans-farnesyl diphosphate biosynthesis	0.5	0.67	0.67	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.All-Trans-Farnesyl-PP-Biosynthesis.PWY-5123.	PWY-5123
L-glutamine degradation II	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINEFUM-PWY.	GLUTAMINEFUM-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.5	0.2	0.2	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
superpathway of guanosine nucleotides de novo biosynthesis II	0.5	0.44	0.44	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Super-PWY-6125./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.PWY-6125.	PWY-6125
formaldehyde assimilation I (serine pathway)	0.5	0.31	0.46	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.C1-COMPOUNDS.Formaldehyde-Assimilation.PWY-1622.	PWY-1622
glutaryl-CoA degradation	0.5	0.4	1.4	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.CARBOXYLATES-DEG.PWY-5177.	PWY-5177
phosphate acquisition	0.5	1.0	2.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.PWY-6348.	PWY-6348
L-serine biosynthesis I	0.5	0.67	1.67	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.SERINE-BIOSYNTHESIS.SERSYN-PWY.	SERSYN-PWY
UDP-&alpha;-D-xylose biosynthesis	0.5	1.0	1.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Super-PWY-4821./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-4821.	PWY-4821
poly(glycerol phosphate) wall teichoic acid biosynthesis	0.5	0.25	0.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Teichoic-Acids-Biosynthesis.TEICHOICACID-PWY.	TEICHOICACID-PWY
superpathway of purine deoxyribonucleosides degradation	0.5	0.29	0.29	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.NUCLEO-DEG.PWY0-1297./Super-PWY0-1297.	/Super-PWY0-1297
UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.5	0.88	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6386.	PWY-6386
superpathway of adenosine nucleotides de novo biosynthesis II	0.5	0.5	2.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Super-PWY-6126./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.PWY-6126.	PWY-6126
3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.5	0.1	0.1	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.Chlorophyll-Biosynthesis.Chlorophyllide-a-Biosynthesis.CHLOROPHYLL-SYN.	CHLOROPHYLL-SYN
purine nucleobases degradation II (anaerobic)	0.5	0.32	0.41	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5497./Energy-Metabolism.Fermentation.PWY-5497.	PWY-5497
inosine-5'-phosphate biosynthesis II	0.5	0.8	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6124.	PWY-6124
cis-vaccenate biosynthesis	0.5	0.2	0.2	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-5973.	PWY-5973
purine and pyrimidine metabolism	0.5	0.53	0.59	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.P1-PWY./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.P1-PWY./Metabolic-Clusters.P1-PWY.	P1-PWY
D-galacturonate degradation I	0.5	0.25	0.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY.	GALACTUROCAT-PWY
acetyl-CoA biosynthesis II (NADP-dependent pyruvate dehydrogenase)	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Energy-Metabolism.Acetyl-CoA-Biosynthesis.PWY-6970.	PWY-6970
pyrimidine ribonucleotides interconversion	0.5	0.27	0.27	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.PWY-5687.	PWY-5687
pyrimidine ribonucleosides salvage II	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.PWY-6556./Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-6556.	PWY-6556
heme b biosynthesis II (anaerobic)	0.5	0.25	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
(R)-cysteate degradation	0.5	0.25	0.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.PWY-6642.	PWY-6642
biotin biosynthesis from 8-amino-7-oxononanoate I	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.BIOTIN-SYN.PWY0-1507.	PWY0-1507
L-glutamate biosynthesis IV	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUGLNSYN-PWY.	GLUGLNSYN-PWY
L-glutamate biosynthesis III	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYNIII-PWY.	GLUTSYNIII-PWY
glucose and glucose-1-phosphate degradation	0.5	0.17	0.17	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GLUCOSE1PMETAB-PWY.	GLUCOSE1PMETAB-PWY
ammonia assimilation cycle I	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.PWY-6963./Super-PWY-6963.	/Super-PWY-6963
L-glutamate biosynthesis II	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTAMATE-SYN2-PWY.	GLUTAMATE-SYN2-PWY
spermidine biosynthesis I	0.5	1.0	1.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Polyamine-Biosynthesis.Spermidine-Biosynthesis.BSUBPOLYAMSYN-PWY.	BSUBPOLYAMSYN-PWY
D-malate degradation	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.CARBOXYLATES-DEG.PWY0-1465.	PWY0-1465
glycine biosynthesis IV	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLYCINE-SYN.GLYSYN-THR-PWY.	GLYSYN-THR-PWY
sulfur oxidation IV (intracellular sulfur)	0.5	0.2	0.2	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfur-Oxidation.PWY-6675.	PWY-6675
sulfolactate degradation III	0.5	0.25	0.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Sulfolactate-Degradation.PWY-6638.	PWY-6638
TCA cycle VIII (Helicobacter)	0.5	0.56	1.33	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Energy-Metabolism.TCA-VARIANTS.REDCITCYC.	REDCITCYC
(5Z)-dodecenoate biosynthesis I	0.5	0.5	0.67	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.5Z-Dodec-5-enoate-Biosynthesis.PWY0-862.	PWY0-862
phosphate utilization in cell wall regeneration	0.5	1.0	2.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.PWY-6357.	PWY-6357
superpathway of pyrimidine deoxyribonucleosides degradation	0.5	0.33	0.33	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.PWY0-1298./Super-PWY0-1298.	/Super-PWY0-1298
glycogen degradation II	0.5	0.6	0.6	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Glycan-Glycan-Degradation.PWY-5941./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-5941./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycogen-Degradation.PWY-5941./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-5941./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycogen-Degradation.PWY-5941.	PWY-5941
L-threonine degradation IV	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5436.	PWY-5436
hydrogen production III	0.5	1.0	3.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Energy-Metabolism.Hydrogen-Production.PWY-6759.	PWY-6759
L-citrulline degradation	0.5	0.5	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Amino-Acid-Degradation.MISCELLANEOUS-DEG.CITRULLINE-DEG-PWY.	CITRULLINE-DEG-PWY
acyl carrier protein metabolism	0.5	0.5	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Activation-Inactivation-Interconversion.Interconversion.PWY-6012./Biosynthesis.Cofactor-Biosynthesis.PWY-6012.	PWY-6012
GDP-mannose biosynthesis	0.5	0.5	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-5659.	PWY-5659
respiration (anaerobic)	0.5	0.54	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.ANARESP1-PWY.	ANARESP1-PWY
L-glutamate degradation X	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.PWY-5766.	PWY-5766
ammonia assimilation cycle II	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.PWY-6964.	PWY-6964
GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0.5	0.25	0.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.GDP-Sugar-Biosynthesis.PWY-6478.	PWY-6478
mixed acid fermentation	0.5	0.63	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.FERMENTATION-PWY./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.FERMENTATION-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.FERMENTATION-PWY.	FERMENTATION-PWY
L-aspartate degradation I	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARTATE-DEG.ASPARTATE-DEG1-PWY.	ASPARTATE-DEG1-PWY
pentose phosphate pathway (non-oxidative branch)	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Energy-Metabolism.Pentose-Phosphate-Cycle.NONOXIPENT-PWY.	NONOXIPENT-PWY
salvage pathways of pyrimidine ribonucleotides	0.5	0.63	0.75	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY0-163.	PWY0-163
L-histidine degradation I	0.5	0.75	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.HISTIDINE-DEG.HISDEG-PWY.	HISDEG-PWY
heterolactic fermentation	0.5	0.72	0.83	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Energy-Metabolism.Fermentation.Pyruvate-Degradation.Pyruvate-Ethanol-Fermentation.P122-PWY./Energy-Metabolism.Fermentation.Alcohol-Biosynthesis.Pyruvate-Ethanol-Fermentation.P122-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Fermentation-to-Lactate.P122-PWY.	P122-PWY
3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	0.5	0.1	0.1	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.Chlorophyll-Biosynthesis.Chlorophyllide-a-Biosynthesis.PWY-5531.	PWY-5531
siroheme biosynthesis	0.5	1.0	1.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.PWY-5194.	PWY-5194
guanosine nucleotides degradation III	0.5	0.25	0.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.NUCLEO-DEG.Purine-Degradation.Guanosine-Nucleotides-Degradation.PWY-6608.	PWY-6608
coenzyme A biosynthesis I (prokaryotic)	0.5	0.75	0.75	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.CoA-Biosynthesis.COA-PWY.	COA-PWY
CMP-3-deoxy-D-manno-octulosonate biosynthesis	0.5	1.0	1.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.CMP-KDO-Biosynthesis.PWY-1269./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.PWY-1269.	PWY-1269
L-glutamate degradation V (via hydroxyglutarate)	0.5	0.43	1.43	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.CARBOXYLATES-DEG.Acetate-Formation.P162-PWY./Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.P162-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.P162-PWY./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetyl-CoA-Butyrate.P162-PWY.	P162-PWY
dissimilatory sulfate reduction II (to thiosulfate)	0.5	0.2	0.2	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Dissimilatory-Sulfate-Reduction.P224-PWY./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.P224-PWY.	P224-PWY
4-aminobenzoate biosynthesis	0.5	0.5	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6543.	PWY-6543
L-phenylalanine biosynthesis I	0.5	0.67	0.67	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
dissimilatory sulfate reduction I (to hydrogen sufide))	0.5	0.2	0.2	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Dissimilatory-Sulfate-Reduction.DISSULFRED-PWY./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.DISSULFRED-PWY.	DISSULFRED-PWY
L-glutamate biosynthesis V	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.PWY-4341.	PWY-4341
glycine betaine biosynthesis II (Gram-positive bacteria)	0.5	0.5	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Polyamine-Biosynthesis.Betaine-Biosynthesis.PWY-3722.	PWY-3722
UMP biosynthesis I	0.5	1.0	1.17	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-5686.	PWY-5686
phenylethanol biosynthesis	0.5	0.25	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.PHENYLPROPANOID-SYN.PWY-5751./Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.PWY-5751.	PWY-5751
glycerol degradation V	0.5	0.5	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Alcohol-Degradation.GLYCEROL-DEG.GLYCEROLMETAB-PWY.	GLYCEROLMETAB-PWY
L-valine degradation II	0.5	0.67	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.PWY-5057.	PWY-5057
L-glutamate biosynthesis I	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYN-PWY.	GLUTSYN-PWY
glycine biosynthesis I	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLYCINE-SYN.GLYSYN-PWY.	GLYSYN-PWY
alkylnitronates degradation	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Other-Degradation.PWY-723.	PWY-723
L-glutamate degradation II	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.GLUTDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.GLUTDEG-PWY.	GLUTDEG-PWY
D-galactarate degradation I	0.5	0.75	0.75	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.GALACTARDEG-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.GALACTARDEG-PWY.	GALACTARDEG-PWY
pentose phosphate pathway (oxidative branch) I	0.5	0.67	0.67	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Energy-Metabolism.Pentose-Phosphate-Cycle.OXIDATIVEPENT-PWY.	OXIDATIVEPENT-PWY
lactose and galactose degradation I	0.5	0.25	0.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.LACTOSE-DEG.LACTOSECAT-PWY./Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.LACTOSECAT-PWY.	LACTOSECAT-PWY
D-galactose degradation I (Leloir pathway)	0.5	0.17	0.33	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY-6317.	PWY-6317
propanoyl CoA degradation I	0.5	0.33	0.33	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.CARBOXYLATES-DEG.Propionate-Degradation.PROPIONMET-PWY.	PROPIONMET-PWY
2-carboxy-1,4-naphthoquinol biosynthesis	0.5	0.14	0.14	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.DHNA-Biosynthesis.PWY-5837.	PWY-5837
folate transformations I	0.5	0.5	0.67	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.Folate-Transformations.PWY-2201.	PWY-2201
reductive monocarboxylic acid cycle	0.5	0.5	0.5	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.C1-COMPOUNDS.CO2-Fixation.PWY-5493.	PWY-5493
CMP-N-acetylneuraminate biosynthesis II (bacteria)	0.5	0.33	0.33	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.CMP-Sugar-Biosynthesis.CMP-N-Acetylneuraminate-Biosynthesis.PWY-6139.	PWY-6139
creatinine degradation I	0.5	0.25	0.25	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.AMINE-DEG.Creatinine-Degradation.CRNFORCAT-PWY.	CRNFORCAT-PWY
S-methyl-5'-thioadenosine degradation II	0.5	1.0	1.0	Acidaminococcus	Acidaminococcus fermentans DSM 20731	Degradation.NUCLEO-DEG.Methylthioadenosine-Degradation.PWY-6756.	PWY-6756
