Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
3-dehydroquinate biosynthesis I	1.0	0.5	0.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.AROMATIC-COMPOUNDS-BIOSYN.3-Dehydroquinate-Biosynthesis.PWY-6164.	PWY-6164
pyruvate decarboxylation to acetyl CoA	1.0	0.67	0.67	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
succinate to cytochrome bo oxidase electron transfer	1.0	1.0	1.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
acetate and ATP formation from acetyl-CoA I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
adenine and adenosine salvage I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.P121-PWY.	P121-PWY
succinate to cytochrome bd oxidase electron transfer	1.0	1.0	2.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1353./Energy-Metabolism.Electron-Transfer.PWY0-1353.	PWY0-1353
pyrimidine ribonucleosides degradation	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.PWY0-1295.	PWY0-1295
L-serine degradation	1.0	0.33	0.33	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
autoinducer AI-2 biosynthesis I	1.0	0.3	0.3	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
L-aspartate degradation I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ASPARTATE-DEG.ASPARTATE-DEG1-PWY.	ASPARTATE-DEG1-PWY
pentose phosphate pathway (non-oxidative branch)	1.0	1.0	1.1	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Energy-Metabolism.Pentose-Phosphate-Cycle.NONOXIPENT-PWY.	NONOXIPENT-PWY
thiosulfate disproportionation IV (rhodanese)	1.0	1.0	1.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Thiosulfate-Disproportionation.PWY-5350.	PWY-5350
D-mannose degradation	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.MANNCAT-PWY.	MANNCAT-PWY
tRNA processing	1.0	0.5	0.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1479.	PWY0-1479
inosine 5'-phosphate degradation	1.0	0.75	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
phosphatidylcholine biosynthesis VI	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Lipid-Biosynthesis.Phospholipid-Biosynthesis.PhosphatidylcholineBiosynthesis.PWY-6826.	PWY-6826
L-glutamine degradation I	1.0	1.0	4.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
demethylmenaquinol-8 biosynthesis I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Demethylmenaquinone-Biosynthesis.Demethylmenaquinol-8-Biosynthesis.PWY-5852.	PWY-5852
myo-inositol degradation I	1.0	0.71	0.71	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ALCOHOLS-DEG.P562-PWY.	P562-PWY
glutathione biosynthesis	1.0	0.5	0.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Reductants.GLUTATHIONESYN-PWY.	GLUTATHIONESYN-PWY
glycerophosphodiester degradation	1.0	1.0	2.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6952.	PWY-6952
L-glutamine biosynthesis I	1.0	1.0	2.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
adenosine deoxyribonucleotides de novo biosynthesis	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Adenosine-Deoxy-Denovo-Bbiosynthesis.PWY-7227.	PWY-7227
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.75	2.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
N-acetylglucosamine degradation I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
NADH to cytochrome bd oxidase electron transfer I	1.0	1.0	1.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1334./Energy-Metabolism.Electron-Transfer.PWY0-1334.	PWY0-1334
thioredoxin pathway	1.0	0.5	0.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
trehalose biosynthesis IV	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.PWY-2622./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.PWY-2622.	PWY-2622
coenzyme A biosynthesis I (prokaryotic)	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.CoA-Biosynthesis.COA-PWY.	COA-PWY
L-aspartate biosynthesis	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.ASPARTATESYN-PWY.	ASPARTATESYN-PWY
UTP and CTP dephosphorylation I	1.0	0.4	0.8	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Ribonucleosides-Degradation.UTP-CTP-Dephosphorylation.PWY-7185.	PWY-7185
N10-formyl-tetrahydrofolate biosynthesis	1.0	0.67	0.67	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
CMP phosphorylation	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7205.	PWY-7205
dTDP-L-rhamnose biosynthesis	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.dTDP-Sugar-Biosynthesis.DTDPRHAMSYN-PWY.	DTDPRHAMSYN-PWY
glycerol-3-phosphate to hydrogen peroxide electron transport	1.0	0.5	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Energy-Metabolism.Electron-Transfer.PWY0-1591.	PWY0-1591
adenosine nucleotides degradation II	1.0	0.6	0.8	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.NUCLEO-DEG.Purine-Degradation.Adenosine-Nucleotides-Degradation.SALVADEHYPOX-PWY.	SALVADEHYPOX-PWY
ppGpp biosynthesis	1.0	0.67	0.67	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Metabolic-Regulators.PPGPPMET-PWY.	PPGPPMET-PWY
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.33	0.33	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
tRNA charging	1.0	0.86	0.95	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
trehalose biosynthesis V	1.0	0.67	0.67	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Metabolic-Regulators.Organic-solutes-Biosynthesis.Trehalose-biosynthesis.PWY-2661./Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Trehalose-biosynthesis.PWY-2661.	PWY-2661
phosphopantothenate biosynthesis I	1.0	0.75	0.75	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
L-phenylalanine biosynthesis I	1.0	0.33	0.33	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PHENYLALANINE-SYN.PHESYN.	PHESYN
superoxide radicals degradation	1.0	0.5	0.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
&beta;-D-glucuronide and D-glucuronate degradation	1.0	0.33	0.33	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Glucuronate-Degradation.PWY-7247.	PWY-7247
lipoate biosynthesis and incorporation III (Bacillus)	1.0	0.67	0.67	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY-6987.	PWY-6987
long-chain fatty acid activation	1.0	1.0	2.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Activation-Inactivation-Interconversion.Activation.PWY-5143./Biosynthesis.Lipid-Biosynthesis.PWY-5143.	PWY-5143
menaquinol-7 biosynthesis	1.0	0.5	0.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
glycerol degradation I	1.0	1.0	1.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Fatty-Acid-and-Lipid-Degradation.PWY-4261./Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-4261.	PWY-4261
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	1.0	0.5	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Macromolecule-Modification.Nucleic-Acid-Processing.PWY0-1587.	PWY0-1587
N-acetylneuraminate and N-acetylmannosamine degradation I	1.0	0.33	0.33	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.NAN-MANNACs-degradation.PWY0-1324.	PWY0-1324
NAD salvage pathway III (to nicotinamide riboside)	1.0	0.67	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.NAD-Metabolism.NAD-SYN.NAD-BIOSYNTHESIS-II.	NAD-BIOSYNTHESIS-II
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
5-oxo-L-proline metabolism	1.0	0.17	0.17	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Macromolecule-Modification.Protein-Modification.PWY-7942.	PWY-7942
PRPP biosynthesis	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
queuosine biosynthesis	1.0	0.25	0.25	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Macromolecule-Modification.Nucleic-Acid-Processing.PWY-6700.	PWY-6700
D-galactose degradation V (Leloir pathway)	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY66-422.	PWY66-422
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	0.67	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
formaldehyde oxidation VII (THF pathway)	1.0	0.75	0.75	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.C1-COMPOUNDS.Formaldehyde-Oxidation.PWY-7909.	PWY-7909
L-glutamate degradation II	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMATE-DEG.GLUTDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ASPARTATE-SYN.GLUTDEG-PWY.	GLUTDEG-PWY
nitrate reduction IV (dissimilatory)	1.0	0.5	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Nitrate-Reduction.PWY-5674./Energy-Metabolism.Respiration.ANAEROBIC-RESPIRATION.PWY-5674.	PWY-5674
UMP biosynthesis III	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.UMP-Biosynthesis.PWY-7791.	PWY-7791
L-cysteine biosynthesis I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.CYSTEINE-SYN.CYSTSYN-PWY.	CYSTSYN-PWY
lipoate biosynthesis and incorporation I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
folate polyglutamylation	1.0	0.8	0.8	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-2161.	PWY-2161
pyrimidine ribonucleosides salvage I	1.0	0.67	0.67	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7193.	PWY-7193
purine deoxyribonucleosides degradation I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-7179.	PWY-7179
D-galactose degradation I (Leloir pathway)	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.GALACTOSE-DEGRADATION.PWY-6317.	PWY-6317
purine ribonucleosides degradation	1.0	0.83	0.83	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Degradation.NUCLEO-DEG.Purine-Degradation.PWY0-1296.	PWY0-1296
adenine and adenosine salvage III	1.0	0.75	0.75	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.PWY-6609.	PWY-6609
glycine biosynthesis I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLYCINE-SYN.GLYSYN-PWY.	GLYSYN-PWY
menaquinol-10 biosynthesis	1.0	0.5	0.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5890.	PWY-5890
demethylmenaquinol-9 biosynthesis	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Demethylmenaquinone-Biosynthesis.PWY-5851.	PWY-5851
glycerol-3-phosphate to cytochrome bo oxidase electron transfer	1.0	1.0	1.5	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1561./Energy-Metabolism.Electron-Transfer.PWY0-1561.	PWY0-1561
glycogen degradation II	1.0	0.67	0.67	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Glycan-Glycan-Degradation.PWY-5941./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-5941./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycogen-Degradation.PWY-5941./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-5941./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycogen-Degradation.PWY-5941.	PWY-5941
pyrimidine nucleobases salvage I	1.0	1.0	1.0	Arcanobacterium	Arcanobacterium haemolyticum DSM 20595, Arcanobacterium haemolyticum NCTC8452	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7183.	PWY-7183
