Metabolic Pathway	Present in X org./Total org.	Median score	Median frequency	Target taxonomies	Strain with the Pathway	Pathway Hierarchy	MetaCyc URL
pyruvate decarboxylation to acetyl CoA	1.0	0.67	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.CARBOXYLATES-DEG.PYRUVDEHYD-PWY./Energy-Metabolism.Acetyl-CoA-Biosynthesis.PYRUVDEHYD-PWY.	PYRUVDEHYD-PWY
gluconeogenesis I	1.0	0.77	0.92	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Gluconeogenesis.GLUCONEO-PWY.	GLUCONEO-PWY
succinate to cytochrome bo oxidase electron transfer	1.0	1.0	2.5	Bacillus foraminis	Bacillus foraminis Bac44	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1329./Energy-Metabolism.Electron-Transfer.PWY0-1329.	PWY0-1329
5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7968.	PWY-7968
heptaprenyl diphosphate biosynthesis	1.0	1.0	2.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Polyprenyl-Biosynthesis.PWY-5807.	PWY-5807
D-galactarate degradation II	1.0	0.33	0.33	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.PWY-6497./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galactarate-Degradation.PWY-6497.	PWY-6497
D-glucarate degradation I	1.0	0.5	0.5	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Glucarate-Degradation.GLUCARDEG-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Glucarate-Degradation.GLUCARDEG-PWY.	GLUCARDEG-PWY
adenine and adenosine salvage I	1.0	1.0	2.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Adenine-Adenosine-Salvage.P121-PWY.	P121-PWY
creatinine degradation I	1.0	0.25	0.25	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.AMINE-DEG.Creatinine-Degradation.CRNFORCAT-PWY.	CRNFORCAT-PWY
gondoate biosynthesis (anaerobic)	1.0	0.75	1.75	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Unsaturated-Fatty-Acids-Biosynthesis.PWY-7663.	PWY-7663
purine deoxyribonucleosides salvage	1.0	0.67	1.33	Bacillus foraminis	Bacillus foraminis Bac44	Metabolic-Clusters.PWY-7224./Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.PWY-7224.	PWY-7224
L-serine degradation	1.0	0.33	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.SERINE-DEG.SERDEG-PWY.	SERDEG-PWY
autoinducer AI-2 biosynthesis I	1.0	0.4	0.4	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Autoinducer-Biosynthesis.PWY-6153.	PWY-6153
thiazole biosynthesis II (aerobic bacteria)	1.0	0.71	1.29	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiazole-Biosynthesis.PWY-6891.	PWY-6891
L-threonine degradation I	1.0	0.33	0.67	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.THREONINE-DEG.PWY-5437.	PWY-5437
glycerophosphodiester degradation	1.0	0.5	3.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Alcohol-Degradation.GLYCEROL-DEG.PWY-6952.	PWY-6952
myo-inositol biosynthesis	1.0	0.5	0.5	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.SUGAR-DERIVS.Sugar-Alcohols-Biosynthesis.Cyclitols-Biosynthesis.PWY-2301.	PWY-2301
L-valine degradation I	1.0	0.25	0.75	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.VALINE-DEG.VALDEG-PWY.	VALDEG-PWY
L-arginine degradation I (arginase pathway)	1.0	1.0	1.67	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.ARGININE-DEG.ARGASEDEG-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.ARGASEDEG-PWY.	ARGASEDEG-PWY
L-tyrosine biosynthesis I	1.0	0.67	0.67	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.TYROSINE-SYN.TYRSYN.	TYRSYN
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.PWY-6613.	PWY-6613
inosine 5'-phosphate degradation	1.0	1.0	2.5	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-5695.	PWY-5695
L-proline biosynthesis III	1.0	0.8	1.6	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.PROLINE-SYN.PWY-3341.	PWY-3341
lipoprotein posttranslational modification	1.0	0.5	0.5	Bacillus foraminis	Bacillus foraminis Bac44	Macromolecule-Modification.Protein-Modification.PWY-7884.	PWY-7884
pectin degradation II	1.0	0.4	0.6	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Pectin-Degradation.PWY-7248./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Pectin-Degradation.PWY-7248.	PWY-7248
L-glutamine degradation I	1.0	1.0	16.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINDEG-PWY.	GLUTAMINDEG-PWY
sucrose degradation III (sucrose invertase)	1.0	0.5	0.75	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.SUCROSE-DEG.PWY-621.	PWY-621
L-glutamine degradation II	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.GLUTAMINE-DEG.GLUTAMINEFUM-PWY.	GLUTAMINEFUM-PWY
menaquinol-8 biosynthesis	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.MENAQUINONESYN-PWY.	MENAQUINONESYN-PWY
L-selenocysteine biosynthesis I (bacteria)	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.Selenocysteine-Biosynthesis.PWY0-901.	PWY0-901
L-glutamine biosynthesis I	1.0	1.0	2.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.Ammonia-Assimilation.GLNSYN-PWY./Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMINE-SYN.GLNSYN-PWY.	GLNSYN-PWY
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	1.0	0.6	0.6	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.6-HM-Dihydropterin-PP-Biosynthesis.PWY-6147.	PWY-6147
glyoxylate cycle	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Energy-Metabolism.GLYOXYLATE-BYPASS.	GLYOXYLATE-BYPASS
formaldehyde assimilation II (assimilatory RuMP Cycle)	1.0	0.89	2.44	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.C1-COMPOUNDS.Formaldehyde-Assimilation.PWY-1861.	PWY-1861
N-acetylglucosamine degradation I	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY./Degradation.AMINE-DEG.N-Acetylglucosamine-Degradation.GLUAMCAT-PWY.	GLUAMCAT-PWY
palmitate biosynthesis II (bacteria and plants)	1.0	0.71	1.77	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Lipid-Biosynthesis.Fatty-acid-biosynthesis.Palmitate-Biosynthesis.PWY-5971.	PWY-5971
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	1.0	1.0	1.25	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Acetylmuramoyl-Pentapeptide-Biosynthesis.PWY-6387.	PWY-6387
thioredoxin pathway	1.0	0.5	0.5	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Reductants.THIOREDOX-PWY.	THIOREDOX-PWY
urea cycle	1.0	1.0	1.6	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Noncarbon-Nutrients.NITROGEN-DEG.PWY-4984.	PWY-4984
N10-formyl-tetrahydrofolate biosynthesis	1.0	1.0	1.33	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Folate-Biosynthesis.1CMET2-PWY.	1CMET2-PWY
adenosylcobalamin salvage from cobalamin	1.0	0.6	0.6	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.PWY-6268.	PWY-6268
NADH to cytochrome bd oxidase electron transfer I	1.0	1.0	1.5	Bacillus foraminis	Bacillus foraminis Bac44	Energy-Metabolism.Respiration.AEROBIC-RESPIRATION.PWY0-1334./Energy-Metabolism.Electron-Transfer.PWY0-1334.	PWY0-1334
glutaminyl-tRNAgln biosynthesis via transamidation	1.0	0.75	5.5	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Aminoacyl-tRNAs-Charging.PWY-5921.	PWY-5921
guanine and guanosine salvage II	1.0	0.5	0.5	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotides-Salvage.Guanine-Guanosine-Salvage.PWY-6599.	PWY-6599
tRNA charging	1.0	1.0	1.24	Bacillus foraminis	Bacillus foraminis Bac44	Metabolic-Clusters.TRNA-CHARGING-PWY./Biosynthesis.Aminoacyl-tRNAs-Charging.TRNA-CHARGING-PWY.	TRNA-CHARGING-PWY
acyl carrier protein activation	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Activation-Inactivation-Interconversion.Activation.PWY-6012-1./Biosynthesis.Cofactor-Biosynthesis.PWY-6012-1.	PWY-6012-1
L-arabinose degradation I	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.L-Arabinose-Degradation.ARABCAT-PWY.	ARABCAT-PWY
adenosylcobinamide-GDP salvage from cobinamide I	1.0	0.8	0.8	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-Salvage.B12-Salvage-From-Cobinamide.PWY-7971.	PWY-7971
superoxide radicals degradation	1.0	1.0	2.5	Bacillus foraminis	Bacillus foraminis Bac44	Detoxification.REACTIVE-OXYGEN-SPECIES-DEGRADATION.DETOX1-PWY.	DETOX1-PWY
&beta;-alanine biosynthesis III	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Amino-Acid-Biosynthesis.Other-Amino-Acid-Biosynthesis.Beta-Alanine-Biosynthesis.PWY-5155.	PWY-5155
pyridoxal 5'-phosphate biosynthesis II	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Vitamin-B6-Biosynthesis.PWY-6466.	PWY-6466
heme a biosynthesis	1.0	0.75	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.PWY-7856.	PWY-7856
menaquinol-7 biosynthesis	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5839.	PWY-5839
(1,4)-&beta;-D-xylan degradation	1.0	0.5	1.5	Bacillus foraminis	Bacillus foraminis Bac44	Glycan-Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Polymer-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Glycan-Degradation.PWY-6717./Degradation.Carbohydrates-Degradation.POLYSACCHARIDES-DEG.Xylan-Degradation.PWY-6717.	PWY-6717
glyphosate degradation III	1.0	0.43	0.71	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.Glyphosate-Degradation.PWY-7807.	PWY-7807
UDP-N-acetyl-D-glucosamine biosynthesis I	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.UDP-NAc-Glucosamine-Biosynthesis.UDPNAGSYN-PWY.	UDPNAGSYN-PWY
guanosine deoxyribonucleotides de novo biosynthesis I	1.0	1.0	2.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226./Biosynthesis.Nucleotide-Biosynthesis.Deoxyribonucleotide-Biosynthesis.Purine-Deoxyribonuc-De-Novo-Biosynthesis.Guanosine-Deoxy-Denovo-Biosynthesis.PWY-7226.	PWY-7226
base-degraded thiamine salvage	1.0	0.5	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Thiamine-Biosynthesis.Thiamin-Salvage.PWY-6899.	PWY-6899
pyrimidine deoxyribonucleotides dephosphorylation	1.0	0.67	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.NUCLEO-DEG.Pyrimidine-Degradation.Pyrimidine-Deoxyribonucleosides-Deg.PWY-7206./Metabolic-Clusters.PWY-7206.	PWY-7206
PRPP biosynthesis	1.0	1.0	2.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.Sugar-Phosphate-Biosynthesis.PWY0-662.	PWY0-662
assimilatory sulfate reduction III	1.0	1.0	2.33	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Noncarbon-Nutrients.Sulfur-Metabolism.Assimilatory-Sulfate-Reduction.PWY-6683.	PWY-6683
inosine-5'-phosphate biosynthesis I	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.Purine-Nucleotide-De-Novo-Biosynthesis.Purine-Ribonuc-De-Novo-Biosynthesis.IMP-Biosynthesis.PWY-6123.	PWY-6123
5-aminoimidazole ribonucleotide biosynthesis I	1.0	1.0	1.4	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Nucleotide-Biosynthesis.PUR-NUC-SYN.AIR-Biosynthesis.PWY-6121.	PWY-6121
TCA cycle I (prokaryotic)	1.0	1.0	1.4	Bacillus foraminis	Bacillus foraminis Bac44	Energy-Metabolism.TCA-VARIANTS.TCA.	TCA
phosphopantothenate biosynthesis I	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Pantothenate-Biosynthesis.PANTO-PWY.	PANTO-PWY
D-galacturonate degradation I	1.0	0.8	1.2	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.D-Galacturonate-Degradation.GALACTUROCAT-PWY.	GALACTUROCAT-PWY
UDP-&alpha;-D-galactose biosynthesis	1.0	1.0	3.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7344.	PWY-7344
UTP and CTP de novo biosynthesis	1.0	1.0	1.67	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-De-Novo-Biosyn.Pyrimid-Ribonucleot-De-Novo-Biosyn.PWY-7176.	PWY-7176
peptidoglycan maturation (meso-diaminopimelate containing)	1.0	0.5	0.5	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cell-Structure-Biosynthesis.Cell-Wall-Biosynthesis.Peptidoglycan-Biosynthesis.PWY0-1586.	PWY0-1586
L-valine biosynthesis	1.0	1.0	1.75	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.VALINE-BIOSYNTHESIS.VALSYN-PWY.	VALSYN-PWY
cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	1.0	0.2	0.2	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.AROMATIC-COMPOUNDS-DEGRADATION.Phenolic-Compounds-Degradation.PWY-6690.	PWY-6690
UDP-&alpha;-D-glucose biosynthesis I	1.0	0.5	2.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Carbohydrates-Biosynthesis.CARBO-BIOSYNTHESIS.SUGAR-NUCLEOTIDES.UDP-Sugar-Biosynthesis.PWY-7343.	PWY-7343
chitobiose degradation	1.0	1.0	3.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1309.	PWY0-1309
reductive monocarboxylic acid cycle	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.C1-COMPOUNDS.CO2-Fixation.PWY-5493.	PWY-5493
methylerythritol phosphate pathway II	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.SECONDARY-METABOLITE-BIOSYNTHESIS.Terpenoid-Biosynthesis.ISOPRENOIDS.Isopentenyl-Diphosphate-Biosynthesis.MEP-PWY-7560.	MEP-PWY-7560
oleate &beta;-oxidation	1.0	0.33	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Fatty-Acid-and-Lipid-Degradation.Fatty-Acid-Degradation.PWY0-1337.	PWY0-1337
lipoate biosynthesis and incorporation I	1.0	0.5	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Lipoate-Biosynthesis.PWY0-501.	PWY0-501
pyrimidine ribonucleosides salvage I	1.0	0.67	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Nucleotide-Biosynthesis.PYR-NUC-SYN.Pyrimidine-Nucleotide-Salvage.PWY-7193.	PWY-7193
purine deoxyribonucleosides degradation I	1.0	0.75	2.25	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.NUCLEO-DEG.Purine-Degradation.PWY-7179.	PWY-7179
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7964.	PWY-7964
purine ribonucleosides degradation	1.0	0.83	2.17	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.NUCLEO-DEG.Purine-Degradation.PWY0-1296.	PWY0-1296
heme b biosynthesis II (anaerobic)	1.0	0.75	0.75	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Porphyrin-Compounds-Biosynthesis.HEME-SYN.Heme-b-Biosynthesis.HEMESYN2-PWY.	HEMESYN2-PWY
acetate and ATP formation from acetyl-CoA I	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.CARBOXYLATES-DEG.Acetate-Formation.PWY0-1312./Energy-Metabolism.Fermentation.Fermentation-to-Acids.Acetate-Formation.PWY0-1312.	PWY0-1312
methylphosphonate degradation II	1.0	0.4	0.8	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Noncarbon-Nutrients.Phosphorus-Compounds.Methylphosphonate-Degradation.PWY-7399.	PWY-7399
5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	1.0	0.33	0.33	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-7966.	PWY-7966
fructose degradation	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY0-1314.	PWY0-1314
L-methionine degradation II	1.0	0.33	0.33	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Amino-Acid-Degradation.Proteinogenic-Amino-Acids-Degradation.METHIONINE-DEG.PWY-701.	PWY-701
2-deoxy-&alpha;-D-ribose 1-phosphate degradation	1.0	0.67	1.67	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.Carbohydrates-Degradation.Sugars-And-Polysaccharides-Degradation.PWY-7180.	PWY-7180
L-isoleucine biosynthesis IV	1.0	0.67	1.17	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.ISOLEUCINE-SYN.PWY-5104.	PWY-5104
menaquinol-9 biosynthesis	1.0	1.0	1.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Quinone-Biosynthesis.Menaquinone-Biosynthesis.PWY-5844.	PWY-5844
L-glutamate biosynthesis III	1.0	1.0	2.0	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Amino-Acid-Biosynthesis.IND-AMINO-ACID-SYN.GLUTAMATE-SYN.GLUTSYNIII-PWY.	GLUTSYNIII-PWY
D-galactonate degradation	1.0	0.33	0.33	Bacillus foraminis	Bacillus foraminis Bac44	Degradation.SECONDARY-METABOLITE-DEGRADATION.Sugar-Derivatives.SUGAR-ACIDS-DEG.GALACTCAT-PWY./Degradation.CARBOXYLATES-DEG.SUGAR-ACIDS-DEG.GALACTCAT-PWY.	GALACTCAT-PWY
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	1.0	0.33	0.33	Bacillus foraminis	Bacillus foraminis Bac44	Biosynthesis.Cofactor-Biosynthesis.Vitamin-Biosynthesis.Cobalamin-Biosynthesis.Cobamide-De-Novo-Biosynthesis.Adenosylcobamide-Biosynthesis.PWY-5509.	PWY-5509
